Actual Gloss/Category Label,Total Ground Truth,Predicted Gloss/Category Label,Number of Confusions,Percentage of Confusions,Interpretation
APRIL,41,BREAD,2,4.88,Low Confusion
APRIL,41,MAY,1,2.44,Low Confusion
APRIL,41,TEA,1,2.44,Low Confusion
APRIL,41,BROWN,1,2.44,Low Confusion
APRIL,41,WRONG,1,2.44,Low Confusion
APRIL,41,NINE,1,2.44,Low Confusion
APRIL,41,SUNDAY,1,2.44,Low Confusion
APRIL,41,DON’T KNOW,1,2.44,Low Confusion
APRIL,41,GREEN,1,2.44,Low Confusion
APRIL,41,SUGAR,1,2.44,Low Confusion
APRIL,41,ORANGE,1,2.44,Low Confusion
APRIL,41,YELLOW,1,2.44,Low Confusion
AUGUST,36,VIOLET,1,2.78,Low Confusion
AUGUST,36,FOUR,1,2.78,Low Confusion
AUGUST,36,UNCLE,1,2.78,Low Confusion
AUGUST,36,YES,1,2.78,Low Confusion
AUGUST,36,DON’T UNDERSTAND,1,2.78,Low Confusion
AUGUST,36,MEAT,1,2.78,Low Confusion
AUGUST,36,BEER,1,2.78,Low Confusion
AUGUST,36,GOOD MORNING,1,2.78,Low Confusion
AUGUST,36,SEPTEMBER,1,2.78,Low Confusion
AUGUST,36,THREE,1,2.78,Low Confusion
AUGUST,36,DARK,1,2.78,Low Confusion
AUGUST,36,FEBRUARY,1,2.78,Low Confusion
AUNTIE,37,SEE YOU TOMORROW,1,2.7,Low Confusion
AUNTIE,37,MAY,1,2.7,Low Confusion
AUNTIE,37,TWO,1,2.7,Low Confusion
AUNTIE,37,DON’T UNDERSTAND,1,2.7,Low Confusion
AUNTIE,37,FEBRUARY,1,2.7,Low Confusion
AUNTIE,37,SHRIMP,1,2.7,Low Confusion
AUNTIE,37,BEER,1,2.7,Low Confusion
AUNTIE,37,EIGHT,1,2.7,Low Confusion
AUNTIE,37,HELLO,1,2.7,Low Confusion
AUNTIE,37,CORRECT,1,2.7,Low Confusion
AUNTIE,37,SUGAR,1,2.7,Low Confusion
AUNTIE,37,MILK,1,2.7,Low Confusion
BEER,37,MILK,1,2.7,Low Confusion
BEER,37,NOVEMBER,1,2.7,Low Confusion
BEER,37,SUGAR,1,2.7,Low Confusion
BEER,37,UNDERSTAND,1,2.7,Low Confusion
BEER,37,SATURDAY,1,2.7,Low Confusion
BEER,37,PINK,1,2.7,Low Confusion
BEER,37,FOUR,1,2.7,Low Confusion
BEER,37,HELLO,1,2.7,Low Confusion
BEER,37,DEAF,1,2.7,Low Confusion
BEER,37,GRANDFATHER,1,2.7,Low Confusion
BEER,37,THANK YOU,1,2.7,Low Confusion
BLACK,36,DEAF,2,5.56,Moderate Confusion
BLACK,36,MOTHER,1,2.78,Low Confusion
BLACK,36,TWO,1,2.78,Low Confusion
BLACK,36,GRANDMOTHER,1,2.78,Low Confusion
BLACK,36,NO,1,2.78,Low Confusion
BLACK,36,BEER,1,2.78,Low Confusion
BLACK,36,VIOLET,1,2.78,Low Confusion
BLACK,36,MONDAY,1,2.78,Low Confusion
BLACK,36,UNCLE,1,2.78,Low Confusion
BLACK,36,BLIND,1,2.78,Low Confusion
BLACK,36,JANUARY,1,2.78,Low Confusion
BLACK,36,YELLOW,1,2.78,Low Confusion
BLIND,36,FATHER,2,5.56,Moderate Confusion
BLIND,36,BLACK,2,5.56,Moderate Confusion
BLIND,36,FISH,1,2.78,Low Confusion
BLIND,36,RED,1,2.78,Low Confusion
BLIND,36,UNDERSTAND,1,2.78,Low Confusion
BLIND,36,YES,1,2.78,Low Confusion
BLIND,36,DEAF BLIND,1,2.78,Low Confusion
BLIND,36,JULY,1,2.78,Low Confusion
BLUE,37,TODAY,2,5.41,Moderate Confusion
BLUE,37,EIGHT,2,5.41,Moderate Confusion
BLUE,37,DON’T UNDERSTAND,1,2.7,Low Confusion
BLUE,37,AUNTIE,1,2.7,Low Confusion
BLUE,37,DECEMBER,1,2.7,Low Confusion
BLUE,37,BLIND,1,2.7,Low Confusion
BLUE,37,LIGHT,1,2.7,Low Confusion
BLUE,37,EGG,1,2.7,Low Confusion
BLUE,37,WEELCHAIR PERSON,1,2.7,Low Confusion
BLUE,37,MAY,1,2.7,Low Confusion
BLUE,37,JANUARY,1,2.7,Low Confusion
BLUE,37,YES,1,2.7,Low Confusion
BLUE,37,GIRL,1,2.7,Low Confusion
BOY,38,EGG,2,5.26,Moderate Confusion
BOY,38,GOOD AFTERNOON,1,2.63,Low Confusion
BOY,38,LONGANISA,1,2.63,Low Confusion
BOY,38,GOOD EVENING,1,2.63,Low Confusion
BOY,38,YOURE WELCOME,1,2.63,Low Confusion
BOY,38,MILK,1,2.63,Low Confusion
BOY,38,SPAGHETTI,1,2.63,Low Confusion
BOY,38,NICE TO MEET YOU,1,2.63,Low Confusion
BOY,38,BREAD,1,2.63,Low Confusion
BOY,38,LIGHT,1,2.63,Low Confusion
BREAD,34,GIRL,1,2.94,Low Confusion
BREAD,34,UNDERSTAND,1,2.94,Low Confusion
BREAD,34,BLACK,1,2.94,Low Confusion
BREAD,34,RED,1,2.94,Low Confusion
BREAD,34,DEAF BLIND,1,2.94,Low Confusion
BREAD,34,GRANDFATHER,1,2.94,Low Confusion
BREAD,34,NINE,1,2.94,Low Confusion
BREAD,34,CORRECT,1,2.94,Low Confusion
BREAD,34,VIOLET,1,2.94,Low Confusion
BREAD,34,JUICE,1,2.94,Low Confusion
BROWN,37,JULY,2,5.41,Moderate Confusion
BROWN,37,HOT,1,2.7,Low Confusion
BROWN,37,DEAF,1,2.7,Low Confusion
BROWN,37,NO SUGAR,1,2.7,Low Confusion
BROWN,37,MAY,1,2.7,Low Confusion
BROWN,37,KNOW,1,2.7,Low Confusion
BROWN,37,TEA,1,2.7,Low Confusion
BROWN,37,HELLO,1,2.7,Low Confusion
BROWN,37,MILK,1,2.7,Low Confusion
BROWN,37,APRIL,1,2.7,Low Confusion
CHICKEN,34,FEBRUARY,1,2.94,Low Confusion
CHICKEN,34,BLIND,1,2.94,Low Confusion
CHICKEN,34,WOMAN,1,2.94,Low Confusion
CHICKEN,34,WEDNESDAY,1,2.94,Low Confusion
CHICKEN,34,LIGHT,1,2.94,Low Confusion
CHICKEN,34,SATURDAY,1,2.94,Low Confusion
CHICKEN,34,DAUGHTER,1,2.94,Low Confusion
CHICKEN,34,MARCH,1,2.94,Low Confusion
CHICKEN,34,SEPTEMBER,1,2.94,Low Confusion
CHICKEN,34,HOT,1,2.94,Low Confusion
COFFEE,36,NICE TO MEET YOU,1,2.78,Low Confusion
COFFEE,36,YESTERDAY,1,2.78,Low Confusion
COFFEE,36,COUSIN,1,2.78,Low Confusion
COFFEE,36,SUNDAY,1,2.78,Low Confusion
COFFEE,36,MAY,1,2.78,Low Confusion
COLD,38,JUNE,2,5.26,Moderate Confusion
COLD,38,DECEMBER,1,2.63,Low Confusion
COLD,38,MARCH,1,2.63,Low Confusion
COLD,38,KNOW,1,2.63,Low Confusion
COLD,38,SHRIMP,1,2.63,Low Confusion
COLD,38,MONDAY,1,2.63,Low Confusion
COLD,38,FAST,1,2.63,Low Confusion
COLD,38,DON’T KNOW,1,2.63,Low Confusion
COLD,38,MAN,1,2.63,Low Confusion
COLD,38,WOMAN,1,2.63,Low Confusion
COLD,38,ONE,1,2.63,Low Confusion
COLD,38,ORANGE,1,2.63,Low Confusion
CORRECT,42,GOOD AFTERNOON,2,4.76,Low Confusion
CORRECT,42,DARK,1,2.38,Low Confusion
CORRECT,42,RED,1,2.38,Low Confusion
CORRECT,42,FEBRUARY,1,2.38,Low Confusion
CORRECT,42,DECEMBER,1,2.38,Low Confusion
CORRECT,42,WEDNESDAY,1,2.38,Low Confusion
CORRECT,42,PARENTS,1,2.38,Low Confusion
CORRECT,42,BROWN,1,2.38,Low Confusion
CORRECT,42,AUNTIE,1,2.38,Low Confusion
CORRECT,42,TEN,1,2.38,Low Confusion
CORRECT,42,SEVEN,1,2.38,Low Confusion
CORRECT,42,MARRIED,1,2.38,Low Confusion
CORRECT,42,UNCLE,1,2.38,Low Confusion
CORRECT,42,SUGAR,1,2.38,Low Confusion
CORRECT,42,NOVEMBER,1,2.38,Low Confusion
CORRECT,42,JUICE,1,2.38,Low Confusion
CORRECT,42,BEER,1,2.38,Low Confusion
COUSIN,38,WOMAN,2,5.26,Moderate Confusion
COUSIN,38,THURSDAY,2,5.26,Moderate Confusion
COUSIN,38,SEPTEMBER,1,2.63,Low Confusion
COUSIN,38,NO,1,2.63,Low Confusion
COUSIN,38,DEAF,1,2.63,Low Confusion
COUSIN,38,GIRL,1,2.63,Low Confusion
COUSIN,38,COLD,1,2.63,Low Confusion
COUSIN,38,SPAGHETTI,1,2.63,Low Confusion
COUSIN,38,COFFEE,1,2.63,Low Confusion
COUSIN,38,MONDAY,1,2.63,Low Confusion
COUSIN,38,FATHER,1,2.63,Low Confusion
COUSIN,38,DEAF BLIND,1,2.63,Low Confusion
COUSIN,38,JUICE,1,2.63,Low Confusion
CRAB,34,YES,1,2.94,Low Confusion
CRAB,34,LONGANISA,1,2.94,Low Confusion
CRAB,34,AUNTIE,1,2.94,Low Confusion
CRAB,34,SEE YOU TOMORROW,1,2.94,Low Confusion
CRAB,34,TUESDAY,1,2.94,Low Confusion
CRAB,34,SPAGHETTI,1,2.94,Low Confusion
CRAB,34,DEAF,1,2.94,Low Confusion
CRAB,34,UNCLE,1,2.94,Low Confusion
CRAB,34,NO,1,2.94,Low Confusion
CRAB,34,BLUE,1,2.94,Low Confusion
DARK,37,DEAF,1,2.7,Low Confusion
DARK,37,SUNDAY,1,2.7,Low Confusion
DARK,37,GRANDMOTHER,1,2.7,Low Confusion
DARK,37,FIVE,1,2.7,Low Confusion
DARK,37,GOOD AFTERNOON,1,2.7,Low Confusion
DARK,37,SEPTEMBER,1,2.7,Low Confusion
DARK,37,MAN,1,2.7,Low Confusion
DARK,37,CORRECT,1,2.7,Low Confusion
DARK,37,EIGHT,1,2.7,Low Confusion
DAUGHTER,38,SEE YOU TOMORROW,1,2.63,Low Confusion
DAUGHTER,38,TWO,1,2.63,Low Confusion
DAUGHTER,38,COLD,1,2.63,Low Confusion
DAUGHTER,38,TEA,1,2.63,Low Confusion
DAUGHTER,38,NOVEMBER,1,2.63,Low Confusion
DAUGHTER,38,MARRIED,1,2.63,Low Confusion
DAUGHTER,38,GREEN,1,2.63,Low Confusion
DAUGHTER,38,MILK,1,2.63,Low Confusion
DAUGHTER,38,FAST,1,2.63,Low Confusion
DAUGHTER,38,AUGUST,1,2.63,Low Confusion
DAUGHTER,38,THURSDAY,1,2.63,Low Confusion
DAUGHTER,38,GRAY,1,2.63,Low Confusion
DAUGHTER,38,SIX,1,2.63,Low Confusion
DAUGHTER,38,SEVEN,1,2.63,Low Confusion
DEAF,37,NICE TO MEET YOU,2,5.41,Moderate Confusion
DEAF,37,SUNDAY,1,2.7,Low Confusion
DEAF,37,JULY,1,2.7,Low Confusion
DEAF,37,WHITE,1,2.7,Low Confusion
DEAF,37,AUGUST,1,2.7,Low Confusion
DEAF,37,MOTHER,1,2.7,Low Confusion
DEAF,37,RED,1,2.7,Low Confusion
DEAF,37,SEVEN,1,2.7,Low Confusion
DEAF,37,IM FINE,1,2.7,Low Confusion
DEAF,37,LIGHT,1,2.7,Low Confusion
DEAF,37,COUSIN,1,2.7,Low Confusion
DEAF,37,ONE,1,2.7,Low Confusion
DEAF,37,DON’T UNDERSTAND,1,2.7,Low Confusion
DEAF,37,JUNE,1,2.7,Low Confusion
DEAF BLIND,37,DEAF,2,5.41,Moderate Confusion
DEAF BLIND,37,ONE,1,2.7,Low Confusion
DEAF BLIND,37,RED,1,2.7,Low Confusion
DEAF BLIND,37,OCTOBER,1,2.7,Low Confusion
DEAF BLIND,37,JUNE,1,2.7,Low Confusion
DEAF BLIND,37,THANK YOU,1,2.7,Low Confusion
DEAF BLIND,37,DARK,1,2.7,Low Confusion
DEAF BLIND,37,PINK,1,2.7,Low Confusion
DEAF BLIND,37,SEPTEMBER,1,2.7,Low Confusion
DEAF BLIND,37,TWO,1,2.7,Low Confusion
DEAF BLIND,37,BLIND,1,2.7,Low Confusion
DEAF BLIND,37,BLACK,1,2.7,Low Confusion
DEAF BLIND,37,NO,1,2.7,Low Confusion
DEAF BLIND,37,AUNTIE,1,2.7,Low Confusion
DEAF BLIND,37,COUSIN,1,2.7,Low Confusion
DEAF BLIND,37,HARD OF HEARING,1,2.7,Low Confusion
DEAF BLIND,37,FIVE,1,2.7,Low Confusion
DECEMBER,37,JUNE,2,5.41,Moderate Confusion
DECEMBER,37,WRONG,2,5.41,Moderate Confusion
DECEMBER,37,CRAB,1,2.7,Low Confusion
DECEMBER,37,FIVE,1,2.7,Low Confusion
DECEMBER,37,APRIL,1,2.7,Low Confusion
DECEMBER,37,LIGHT,1,2.7,Low Confusion
DECEMBER,37,SUGAR,1,2.7,Low Confusion
DECEMBER,37,MAY,1,2.7,Low Confusion
DECEMBER,37,KNOW,1,2.7,Low Confusion
DECEMBER,37,UNCLE,1,2.7,Low Confusion
DECEMBER,37,THURSDAY,1,2.7,Low Confusion
DECEMBER,37,FISH,1,2.7,Low Confusion
DECEMBER,37,WHITE,1,2.7,Low Confusion
DON’T KNOW,36,KNOW,4,11.11,High Confusion
DON’T KNOW,36,JANUARY,2,5.56,Moderate Confusion
DON’T KNOW,36,GIRL,2,5.56,Moderate Confusion
DON’T KNOW,36,MAY,2,5.56,Moderate Confusion
DON’T KNOW,36,DECEMBER,1,2.78,Low Confusion
DON’T KNOW,36,ORANGE,1,2.78,Low Confusion
DON’T KNOW,36,SEE YOU TOMORROW,1,2.78,Low Confusion
DON’T KNOW,36,EGG,1,2.78,Low Confusion
DON’T KNOW,36,TWO,1,2.78,Low Confusion
DON’T KNOW,36,JULY,1,2.78,Low Confusion
DON’T KNOW,36,NO SUGAR,1,2.78,Low Confusion
DON’T KNOW,36,OCTOBER,1,2.78,Low Confusion
DON’T KNOW,36,RICE,1,2.78,Low Confusion
DON’T UNDERSTAND,38,SEPTEMBER,2,5.26,Moderate Confusion
DON’T UNDERSTAND,38,UNDERSTAND,2,5.26,Moderate Confusion
DON’T UNDERSTAND,38,TEN,1,2.63,Low Confusion
DON’T UNDERSTAND,38,EIGHT,1,2.63,Low Confusion
DON’T UNDERSTAND,38,JUICE,1,2.63,Low Confusion
DON’T UNDERSTAND,38,TUESDAY,1,2.63,Low Confusion
DON’T UNDERSTAND,38,MONDAY,1,2.63,Low Confusion
DON’T UNDERSTAND,38,PARENTS,1,2.63,Low Confusion
DON’T UNDERSTAND,38,FAST,1,2.63,Low Confusion
DON’T UNDERSTAND,38,COUSIN,1,2.63,Low Confusion
DON’T UNDERSTAND,38,SEVEN,1,2.63,Low Confusion
DON’T UNDERSTAND,38,MOTHER,1,2.63,Low Confusion
EGG,34,EIGHT,1,2.94,Low Confusion
EGG,34,GRANDFATHER,1,2.94,Low Confusion
EGG,34,PINK,1,2.94,Low Confusion
EGG,34,NINE,1,2.94,Low Confusion
EGG,34,MILK,1,2.94,Low Confusion
EGG,34,DEAF,1,2.94,Low Confusion
EGG,34,UNCLE,1,2.94,Low Confusion
EGG,34,GREEN,1,2.94,Low Confusion
EIGHT,33,BEER,1,3.03,Low Confusion
EIGHT,33,GIRL,1,3.03,Low Confusion
EIGHT,33,DEAF BLIND,1,3.03,Low Confusion
EIGHT,33,GREEN,1,3.03,Low Confusion
EIGHT,33,DARK,1,3.03,Low Confusion
EIGHT,33,NO,1,3.03,Low Confusion
EIGHT,33,SPAGHETTI,1,3.03,Low Confusion
FAST,37,AUNTIE,1,2.7,Low Confusion
FAST,37,NO,1,2.7,Low Confusion
FAST,37,GRANDFATHER,1,2.7,Low Confusion
FAST,37,ONE,1,2.7,Low Confusion
FAST,37,GIRL,1,2.7,Low Confusion
FAST,37,GOOD EVENING,1,2.7,Low Confusion
FATHER,36,ORANGE,1,2.78,Low Confusion
FATHER,36,YELLOW,1,2.78,Low Confusion
FATHER,36,KNOW,1,2.78,Low Confusion
FATHER,36,PINK,1,2.78,Low Confusion
FATHER,36,SUGAR,1,2.78,Low Confusion
FATHER,36,THANK YOU,1,2.78,Low Confusion
FATHER,36,GOOD AFTERNOON,1,2.78,Low Confusion
FATHER,36,SPAGHETTI,1,2.78,Low Confusion
FEBRUARY,36,SPAGHETTI,2,5.56,Moderate Confusion
FEBRUARY,36,JULY,2,5.56,Moderate Confusion
FEBRUARY,36,MONDAY,1,2.78,Low Confusion
FEBRUARY,36,TWO,1,2.78,Low Confusion
FEBRUARY,36,MARCH,1,2.78,Low Confusion
FEBRUARY,36,BLUE,1,2.78,Low Confusion
FEBRUARY,36,DEAF,1,2.78,Low Confusion
FEBRUARY,36,BOY,1,2.78,Low Confusion
FEBRUARY,36,JANUARY,1,2.78,Low Confusion
FEBRUARY,36,YELLOW,1,2.78,Low Confusion
FEBRUARY,36,THREE,1,2.78,Low Confusion
FEBRUARY,36,RED,1,2.78,Low Confusion
FEBRUARY,36,TEN,1,2.78,Low Confusion
FEBRUARY,36,FIVE,1,2.78,Low Confusion
FEBRUARY,36,COUSIN,1,2.78,Low Confusion
FEBRUARY,36,JUICE,1,2.78,Low Confusion
FEBRUARY,36,THURSDAY,1,2.78,Low Confusion
FEBRUARY,36,MILK,1,2.78,Low Confusion
