file,gloss,cat,occluded,signer,duration
clip_00384_hello_S2.npz,3,0,0,S2,4.066666666666666
clip_00385_hello_S3.npz,3,0,1,S3,4.066666666666666
clip_00386_hello_S3.npz,3,0,0,S3,4.066666666666666
clip_00387_hello_S3.npz,3,0,1,S3,4.066666666666666
clip_00388_hello_S3.npz,3,0,1,S3,4.066666666666666
clip_00389_hello_S3.npz,3,0,1,S3,4.05
clip_00497_how_are_you_S0.npz,4,0,1,S0,4.066666666666666
clip_00498_how_are_you_S0.npz,4,0,1,S0,4.05
clip_00499_how_are_you_S0.npz,4,0,1,S0,4.05
clip_00500_how_are_you_S0.npz,4,0,1,S0,4.05
clip_00501_how_are_you_S0.npz,4,0,1,S0,4.05
clip_00503_how_are_you_S1.npz,4,0,1,S1,4.066666666666666
clip_00504_how_are_you_S1.npz,4,0,1,S1,4.066666666666666
clip_00507_how_are_you_S2.npz,4,0,1,S2,4.066666666666666
clip_00508_how_are_you_S2.npz,4,0,1,S2,4.066666666666666
clip_00510_how_are_you_S2.npz,4,0,1,S2,4.05
clip_00512_how_are_you_S2.npz,4,0,1,S2,4.05
clip_00513_how_are_you_S3.npz,4,0,1,S3,4.05
clip_00514_how_are_you_S3.npz,4,0,1,S3,4.05
clip_00516_how_are_you_S3.npz,4,0,1,S3,4.05
clip_00622_im_fine_S0.npz,5,0,1,S0,4.05
clip_00623_im_fine_S0.npz,5,0,1,S0,4.05
clip_00624_im_fine_S0.npz,5,0,1,S0,4.05
clip_00625_im_fine_S0.npz,5,0,1,S0,4.05
clip_00627_im_fine_S1.npz,5,0,0,S1,4.05
clip_00628_im_fine_S1.npz,5,0,0,S1,4.05
clip_00629_im_fine_S1.npz,5,0,0,S1,4.05
clip_00630_im_fine_S1.npz,5,0,0,S1,4.05
clip_00631_im_fine_S1.npz,5,0,0,S1,4.05
clip_00632_im_fine_S2.npz,5,0,0,S2,4.05
clip_00633_im_fine_S2.npz,5,0,0,S2,4.05
clip_00634_im_fine_S2.npz,5,0,0,S2,4.05
clip_00635_im_fine_S2.npz,5,0,0,S2,4.05
clip_00637_im_fine_S3.npz,5,0,1,S3,4.05
clip_00638_im_fine_S3.npz,5,0,1,S3,4.05
clip_00639_im_fine_S3.npz,5,0,1,S3,4.05
clip_00640_im_fine_S3.npz,5,0,1,S3,4.05
clip_00641_im_fine_S3.npz,5,0,1,S3,4.05
clip_00749_nice_to_meet_you_S0.npz,6,0,1,S0,4.05
clip_00752_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00753_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00754_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00755_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00756_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00757_nice_to_meet_you_S1.npz,6,0,1,S1,4.05
clip_00758_nice_to_meet_you_S2.npz,6,0,1,S2,4.05
clip_00759_nice_to_meet_you_S2.npz,6,0,1,S2,4.05
clip_00760_nice_to_meet_you_S2.npz,6,0,1,S2,4.05
clip_00761_nice_to_meet_you_S2.npz,6,0,1,S2,4.05
clip_00762_nice_to_meet_you_S2.npz,6,0,1,S2,4.05
clip_00764_nice_to_meet_you_S3.npz,6,0,1,S3,4.05
clip_00765_nice_to_meet_you_S3.npz,6,0,1,S3,4.05
clip_00766_nice_to_meet_you_S3.npz,6,0,1,S3,4.05
clip_00767_nice_to_meet_you_S3.npz,6,0,1,S3,4.05
clip_00870_thank_you_S0.npz,7,0,1,S0,4.05
clip_00871_thank_you_S0.npz,7,0,1,S0,4.05
clip_00872_thank_you_S0.npz,7,0,1,S0,4.05
clip_00874_thank_you_S0.npz,7,0,1,S0,4.05
clip_00875_thank_you_S1.npz,7,0,1,S1,4.05
clip_00876_thank_you_S1.npz,7,0,1,S1,4.05
clip_00877_thank_you_S1.npz,7,0,1,S1,4.05
clip_00878_thank_you_S1.npz,7,0,1,S1,4.05
clip_00879_thank_you_S1.npz,7,0,1,S1,4.05
clip_00881_thank_you_S2.npz,7,0,1,S2,4.05
clip_00882_thank_you_S2.npz,7,0,1,S2,4.05
clip_00883_thank_you_S2.npz,7,0,1,S2,4.05
clip_00884_thank_you_S2.npz,7,0,1,S2,4.05
clip_00885_thank_you_S3.npz,7,0,1,S3,4.05
clip_00888_thank_you_S3.npz,7,0,1,S3,4.033333333333333
clip_00997_youre_welcome_S0.npz,8,0,1,S0,4.05
clip_00998_youre_welcome_S0.npz,8,0,1,S0,4.033333333333333
clip_00999_youre_welcome_S0.npz,8,0,1,S0,4.033333333333333
clip_01000_youre_welcome_S1.npz,8,0,1,S1,4.05
clip_01001_youre_welcome_S1.npz,8,0,1,S1,4.05
clip_01002_youre_welcome_S1.npz,8,0,1,S1,4.05
clip_01004_youre_welcome_S1.npz,8,0,1,S1,4.05
clip_01005_youre_welcome_S2.npz,8,0,1,S2,4.05
clip_01006_youre_welcome_S2.npz,8,0,1,S2,4.05
clip_01008_youre_welcome_S2.npz,8,0,1,S2,4.05
clip_01009_youre_welcome_S2.npz,8,0,1,S2,4.05
clip_01011_youre_welcome_S3.npz,8,0,1,S3,4.033333333333333
clip_01012_youre_welcome_S3.npz,8,0,1,S3,4.033333333333333
clip_01013_youre_welcome_S3.npz,8,0,1,S3,4.033333333333333
clip_01120_see_you_tomorrow_S0.npz,9,0,1,S0,4.033333333333333
clip_01121_see_you_tomorrow_S0.npz,9,0,1,S0,4.033333333333333
clip_01122_see_you_tomorrow_S0.npz,9,0,1,S0,4.033333333333333
clip_01125_see_you_tomorrow_S1.npz,9,0,1,S1,4.05
clip_01126_see_you_tomorrow_S1.npz,9,0,1,S1,4.033333333333333
clip_01128_see_you_tomorrow_S1.npz,9,0,1,S1,4.033333333333333
clip_01130_see_you_tomorrow_S2.npz,9,0,1,S2,4.05
clip_01131_see_you_tomorrow_S2.npz,9,0,1,S2,4.033333333333333
clip_01132_see_you_tomorrow_S2.npz,9,0,1,S2,4.033333333333333
clip_01133_see_you_tomorrow_S2.npz,9,0,1,S2,4.033333333333333
clip_01134_see_you_tomorrow_S3.npz,9,0,1,S3,4.1
clip_01135_see_you_tomorrow_S3.npz,9,0,1,S3,4.083333333333333
clip_01136_see_you_tomorrow_S3.npz,9,0,1,S3,4.083333333333333
clip_01137_see_you_tomorrow_S3.npz,9,0,1,S3,4.083333333333333
clip_01138_see_you_tomorrow_S3.npz,9,0,1,S3,4.083333333333333
clip_01241_understand_S0.npz,10,1,1,S0,4.066666666666666
clip_01242_understand_S0.npz,10,1,1,S0,4.066666666666666
clip_01243_understand_S0.npz,10,1,1,S0,4.066666666666666
clip_01244_understand_S1.npz,10,1,1,S1,4.083333333333333
clip_01245_understand_S1.npz,10,1,1,S1,4.066666666666666
clip_01246_understand_S1.npz,10,1,1,S1,4.066666666666666
clip_01250_understand_S2.npz,10,1,1,S2,4.083333333333333
clip_01251_understand_S2.npz,10,1,1,S2,4.066666666666666
clip_01252_understand_S2.npz,10,1,1,S2,4.066666666666666
clip_01253_understand_S2.npz,10,1,1,S2,4.066666666666666
clip_01255_understand_S3.npz,10,1,1,S3,4.066666666666666
clip_01257_understand_S3.npz,10,1,0,S3,4.066666666666666
clip_01364_dont_understand_S0.npz,11,1,0,S0,4.066666666666666
clip_01365_dont_understand_S0.npz,11,1,1,S0,4.066666666666666
clip_01366_dont_understand_S0.npz,11,1,1,S0,4.066666666666666
clip_01367_dont_understand_S0.npz,11,1,1,S0,4.066666666666666
clip_01368_dont_understand_S1.npz,11,1,1,S1,4.066666666666666
clip_01373_dont_understand_S1.npz,11,1,0,S1,4.066666666666666
clip_01375_dont_understand_S2.npz,11,1,1,S2,4.066666666666666
clip_01376_dont_understand_S2.npz,11,1,1,S2,4.066666666666666
clip_01377_dont_understand_S2.npz,11,1,1,S2,4.066666666666666
clip_01378_dont_understand_S2.npz,11,1,1,S2,4.066666666666666
clip_01379_dont_understand_S3.npz,11,1,1,S3,4.066666666666666
clip_01380_dont_understand_S3.npz,11,1,1,S3,4.066666666666666
clip_01381_dont_understand_S3.npz,11,1,1,S3,4.066666666666666
clip_01383_dont_understand_S3.npz,11,1,1,S3,4.066666666666666
clip_01487_know_S0.npz,12,1,1,S0,4.066666666666666
clip_01488_know_S0.npz,12,1,1,S0,4.066666666666666
clip_01492_know_S1.npz,12,1,0,S1,4.066666666666666
clip_01493_know_S1.npz,12,1,0,S1,4.066666666666666
clip_01494_know_S1.npz,12,1,0,S1,4.066666666666666
clip_01495_know_S1.npz,12,1,0,S1,4.066666666666666
clip_01498_know_S2.npz,12,1,0,S2,4.066666666666666
clip_01499_know_S2.npz,12,1,0,S2,4.066666666666666
clip_01500_know_S2.npz,12,1,1,S2,4.066666666666666
clip_01501_know_S2.npz,12,1,0,S2,4.066666666666666
clip_01502_know_S3.npz,12,1,1,S3,4.066666666666666
clip_01507_know_S3.npz,12,1,1,S3,4.066666666666666
clip_01608_dont_know_S0.npz,13,1,1,S0,4.066666666666666
clip_01609_dont_know_S0.npz,13,1,1,S0,4.066666666666666
clip_01610_dont_know_S0.npz,13,1,1,S0,4.066666666666666
clip_01612_dont_know_S0.npz,13,1,1,S0,4.066666666666666
clip_01614_dont_know_S1.npz,13,1,1,S1,4.066666666666666
clip_01615_dont_know_S1.npz,13,1,1,S1,4.066666666666666
clip_01616_dont_know_S1.npz,13,1,1,S1,4.066666666666666
clip_01617_dont_know_S1.npz,13,1,1,S1,4.066666666666666
clip_01618_dont_know_S2.npz,13,1,0,S2,4.066666666666666
clip_01620_dont_know_S2.npz,13,1,1,S2,4.066666666666666
clip_01621_dont_know_S2.npz,13,1,1,S2,4.066666666666666
clip_01622_dont_know_S2.npz,13,1,1,S2,4.066666666666666
clip_01623_dont_know_S3.npz,13,1,1,S3,4.066666666666666
clip_01625_dont_know_S3.npz,13,1,1,S3,4.066666666666666
clip_01626_dont_know_S3.npz,13,1,1,S3,4.066666666666666
clip_01627_dont_know_S3.npz,13,1,1,S3,4.066666666666666
clip_01732_no_S0.npz,14,1,0,S0,4.066666666666666
clip_01733_no_S0.npz,14,1,0,S0,4.066666666666666
clip_01734_no_S0.npz,14,1,0,S0,4.066666666666666
clip_01735_no_S0.npz,14,1,0,S0,4.066666666666666
clip_01736_no_S0.npz,14,1,1,S0,4.066666666666666
clip_01738_no_S1.npz,14,1,1,S1,4.066666666666666
clip_01739_no_S1.npz,14,1,1,S1,4.066666666666666
clip_01740_no_S1.npz,14,1,1,S1,4.066666666666666
clip_01741_no_S1.npz,14,1,1,S1,4.066666666666666
clip_01743_no_S2.npz,14,1,0,S2,4.066666666666666
clip_01744_no_S2.npz,14,1,0,S2,4.066666666666666
clip_01745_no_S2.npz,14,1,0,S2,4.066666666666666
clip_01747_no_S2.npz,14,1,0,S2,4.066666666666666
clip_01748_no_S3.npz,14,1,1,S3,4.066666666666666
clip_01749_no_S3.npz,14,1,1,S3,4.066666666666666
clip_01750_no_S3.npz,14,1,1,S3,4.066666666666666
clip_01857_yes_S0.npz,15,1,0,S0,4.05
clip_01858_yes_S0.npz,15,1,0,S0,4.05
clip_01859_yes_S0.npz,15,1,0,S0,4.05
clip_01860_yes_S0.npz,15,1,0,S0,4.05
clip_01864_yes_S1.npz,15,1,1,S1,4.05
clip_01867_yes_S2.npz,15,1,0,S2,4.05
clip_01868_yes_S2.npz,15,1,0,S2,4.05
clip_01869_yes_S2.npz,15,1,0,S2,4.05
clip_01870_yes_S2.npz,15,1,0,S2,4.05
clip_01871_yes_S2.npz,15,1,0,S2,4.05
clip_01873_yes_S3.npz,15,1,0,S3,4.05
clip_01874_yes_S3.npz,15,1,1,S3,4.05
clip_01876_yes_S3.npz,15,1,0,S3,4.05
clip_01981_wrong_S0.npz,16,1,1,S0,4.05
clip_01982_wrong_S0.npz,16,1,1,S0,4.05
clip_01983_wrong_S0.npz,16,1,1,S0,4.05
clip_01984_wrong_S0.npz,16,1,1,S0,4.05
clip_01985_wrong_S1.npz,16,1,1,S1,4.05
clip_01987_wrong_S1.npz,16,1,1,S1,4.05
clip_01989_wrong_S1.npz,16,1,1,S1,4.05
clip_01990_wrong_S2.npz,16,1,1,S2,4.05
clip_01992_wrong_S2.npz,16,1,1,S2,4.05
clip_01993_wrong_S2.npz,16,1,1,S2,4.05
clip_01994_wrong_S2.npz,16,1,1,S2,4.05
clip_01995_wrong_S2.npz,16,1,1,S2,4.05
clip_01996_wrong_S3.npz,16,1,1,S3,4.05
clip_01997_wrong_S3.npz,16,1,1,S3,4.05
clip_01998_wrong_S3.npz,16,1,1,S3,4.05
clip_02000_wrong_S3.npz,16,1,1,S3,4.05
clip_02111_correct_S0.npz,17,1,0,S0,4.05
clip_02112_correct_S0.npz,17,1,0,S0,4.05
clip_02114_correct_S0.npz,17,1,0,S0,4.05
clip_02117_correct_S1.npz,17,1,1,S1,4.05
clip_02119_correct_S1.npz,17,1,1,S1,4.05
clip_02120_correct_S1.npz,17,1,1,S1,4.05
clip_02123_correct_S2.npz,17,1,1,S2,4.05
clip_02124_correct_S2.npz,17,1,1,S2,4.05
clip_02126_correct_S2.npz,17,1,1,S2,4.05
clip_02128_correct_S3.npz,17,1,1,S3,4.05
clip_02129_correct_S3.npz,17,1,1,S3,4.05
clip_02130_correct_S3.npz,17,1,1,S3,4.05
clip_02131_correct_S3.npz,17,1,1,S3,4.05
clip_02132_correct_S3.npz,17,1,1,S3,4.05
clip_02244_slow_S0.npz,18,1,0,S0,4.05
clip_02245_slow_S0.npz,18,1,0,S0,4.05
clip_02246_slow_S0.npz,18,1,0,S0,4.05
clip_02247_slow_S0.npz,18,1,0,S0,4.05
clip_02248_slow_S0.npz,18,1,0,S0,4.05
clip_02249_slow_S1.npz,18,1,0,S1,4.05
clip_02252_slow_S1.npz,18,1,0,S1,4.05
clip_02253_slow_S1.npz,18,1,1,S1,4.05
clip_02254_slow_S2.npz,18,1,0,S2,4.05
clip_02255_slow_S2.npz,18,1,0,S2,4.05
clip_02256_slow_S2.npz,18,1,0,S2,4.05
clip_02257_slow_S2.npz,18,1,0,S2,4.05
clip_02258_slow_S2.npz,18,1,0,S2,4.05
clip_02259_slow_S3.npz,18,1,1,S3,4.05
clip_02262_slow_S3.npz,18,1,1,S3,4.05
clip_02263_slow_S3.npz,18,1,1,S3,4.05
clip_02264_slow_S3.npz,18,1,1,S3,4.05
clip_02368_fast_S0.npz,19,1,0,S0,4.05
clip_02369_fast_S0.npz,19,1,0,S0,4.05
clip_02370_fast_S0.npz,19,1,0,S0,4.05
clip_02371_fast_S0.npz,19,1,1,S0,4.05
clip_02372_fast_S0.npz,19,1,1,S0,4.05
clip_02375_fast_S1.npz,19,1,1,S1,4.05
clip_02377_fast_S1.npz,19,1,1,S1,4.05
clip_02378_fast_S1.npz,19,1,1,S1,4.05
clip_02379_fast_S2.npz,19,1,0,S2,4.05
clip_02380_fast_S2.npz,19,1,0,S2,4.05
clip_02381_fast_S2.npz,19,1,0,S2,4.05
clip_02382_fast_S2.npz,19,1,0,S2,4.033333333333333
clip_02384_fast_S3.npz,19,1,0,S3,4.05
clip_02385_fast_S3.npz,19,1,1,S3,4.05
clip_02386_fast_S3.npz,19,1,0,S3,4.033333333333333
clip_02388_fast_S3.npz,19,1,0,S3,4.033333333333333
clip_02490_one_S0.npz,20,2,0,S0,4.083333333333333
clip_02491_one_S0.npz,20,2,0,S0,4.083333333333333
clip_02492_one_S0.npz,20,2,0,S0,4.066666666666666
clip_02493_one_S0.npz,20,2,0,S0,4.066666666666666
clip_02494_one_S0.npz,20,2,0,S0,4.066666666666666
clip_02495_one_S1.npz,20,2,1,S1,4.083333333333333
clip_02498_one_S1.npz,20,2,1,S1,4.066666666666666
clip_02500_one_S2.npz,20,2,0,S2,4.083333333333333
clip_02501_one_S2.npz,20,2,0,S2,4.083333333333333
clip_02502_one_S2.npz,20,2,0,S2,4.066666666666666
clip_02503_one_S2.npz,20,2,0,S2,4.066666666666666
clip_02504_one_S2.npz,20,2,0,S2,4.066666666666666
clip_02505_one_S3.npz,20,2,0,S3,4.083333333333333
clip_02506_one_S3.npz,20,2,0,S3,4.083333333333333
clip_02507_one_S3.npz,20,2,0,S3,4.066666666666666
clip_02508_one_S3.npz,20,2,0,S3,4.066666666666666
clip_02604_two_S0.npz,21,2,0,S0,4.066666666666666
clip_02605_two_S0.npz,21,2,0,S0,4.066666666666666
clip_02607_two_S0.npz,21,2,0,S0,4.066666666666666
clip_02609_two_S1.npz,21,2,1,S1,4.066666666666666
clip_02610_two_S1.npz,21,2,1,S1,4.066666666666666
clip_02612_two_S1.npz,21,2,1,S1,4.066666666666666
clip_02613_two_S1.npz,21,2,1,S1,4.066666666666666
clip_02614_two_S2.npz,21,2,0,S2,4.066666666666666
clip_02615_two_S2.npz,21,2,0,S2,4.066666666666666
clip_02616_two_S2.npz,21,2,0,S2,4.066666666666666
clip_02617_two_S2.npz,21,2,0,S2,4.066666666666666
clip_02619_two_S3.npz,21,2,0,S3,4.066666666666666
clip_02620_two_S3.npz,21,2,0,S3,4.066666666666666
clip_02621_two_S3.npz,21,2,1,S3,4.066666666666666
clip_02622_two_S3.npz,21,2,1,S3,4.066666666666666
clip_02623_two_S3.npz,21,2,0,S3,4.066666666666666
clip_02716_three_S0.npz,22,2,0,S0,4.066666666666666
clip_02717_three_S0.npz,22,2,0,S0,4.066666666666666
clip_02718_three_S0.npz,22,2,0,S0,4.066666666666666
clip_02721_three_S1.npz,22,2,1,S1,4.066666666666666
clip_02722_three_S1.npz,22,2,1,S1,4.066666666666666
clip_02723_three_S1.npz,22,2,1,S1,4.066666666666666
clip_02724_three_S2.npz,22,2,0,S2,4.066666666666666
clip_02726_three_S2.npz,22,2,0,S2,4.066666666666666
clip_02727_three_S2.npz,22,2,0,S2,4.066666666666666
clip_02728_three_S2.npz,22,2,0,S2,4.066666666666666
clip_02729_three_S3.npz,22,2,0,S3,4.066666666666666
clip_02730_three_S3.npz,22,2,0,S3,4.066666666666666
clip_02731_three_S3.npz,22,2,0,S3,4.066666666666666
clip_02733_three_S3.npz,22,2,1,S3,4.066666666666666
clip_02832_four_S0.npz,23,2,0,S0,4.066666666666666
clip_02834_four_S0.npz,23,2,1,S0,4.066666666666666
clip_02835_four_S0.npz,23,2,1,S0,4.066666666666666
clip_02836_four_S0.npz,23,2,1,S0,4.066666666666666
clip_02837_four_S1.npz,23,2,1,S1,4.066666666666666
clip_02838_four_S1.npz,23,2,1,S1,4.066666666666666
clip_02840_four_S1.npz,23,2,1,S1,4.066666666666666
clip_02841_four_S1.npz,23,2,1,S1,4.066666666666666
clip_02842_four_S1.npz,23,2,1,S1,4.066666666666666
clip_02844_four_S2.npz,23,2,1,S2,4.066666666666666
clip_02845_four_S2.npz,23,2,1,S2,4.066666666666666
clip_02846_four_S2.npz,23,2,1,S2,4.066666666666666
clip_02847_four_S2.npz,23,2,1,S2,4.066666666666666
clip_02848_four_S3.npz,23,2,1,S3,4.066666666666666
clip_02850_four_S3.npz,23,2,1,S3,4.066666666666666
clip_02851_four_S3.npz,23,2,1,S3,4.066666666666666
clip_02948_five_S0.npz,24,2,0,S0,4.066666666666666
clip_02950_five_S0.npz,24,2,1,S0,4.066666666666666
clip_02951_five_S0.npz,24,2,0,S0,4.066666666666666
clip_02952_five_S0.npz,24,2,1,S0,4.066666666666666
clip_02953_five_S1.npz,24,2,1,S1,4.066666666666666
clip_02954_five_S1.npz,24,2,1,S1,4.066666666666666
clip_02955_five_S1.npz,24,2,1,S1,4.066666666666666
clip_02957_five_S1.npz,24,2,1,S1,4.066666666666666
clip_02958_five_S2.npz,24,2,1,S2,4.066666666666666
clip_02959_five_S2.npz,24,2,1,S2,4.066666666666666
clip_02960_five_S2.npz,24,2,1,S2,4.066666666666666
clip_02961_five_S2.npz,24,2,1,S2,4.066666666666666
clip_02962_five_S2.npz,24,2,1,S2,4.066666666666666
clip_02963_five_S3.npz,24,2,1,S3,4.066666666666666
clip_02964_five_S3.npz,24,2,0,S3,4.066666666666666
clip_02965_five_S3.npz,24,2,1,S3,4.066666666666666
clip_02967_five_S3.npz,24,2,1,S3,4.066666666666666
clip_03061_six_S0.npz,25,2,0,S0,4.066666666666666
clip_03062_six_S0.npz,25,2,0,S0,4.066666666666666
clip_03063_six_S0.npz,25,2,0,S0,4.066666666666666
clip_03064_six_S0.npz,25,2,0,S0,4.066666666666666
clip_03065_six_S0.npz,25,2,0,S0,4.066666666666666
clip_03066_six_S1.npz,25,2,0,S1,4.066666666666666
clip_03068_six_S1.npz,25,2,1,S1,4.066666666666666
clip_03069_six_S1.npz,25,2,0,S1,4.066666666666666
clip_03070_six_S1.npz,25,2,1,S1,4.066666666666666
clip_03071_six_S1.npz,25,2,1,S1,4.066666666666666
clip_03073_six_S2.npz,25,2,1,S2,4.066666666666666
clip_03074_six_S2.npz,25,2,1,S2,4.066666666666666
clip_03075_six_S2.npz,25,2,1,S2,4.066666666666666
clip_03076_six_S2.npz,25,2,0,S2,4.066666666666666
clip_03077_six_S3.npz,25,2,0,S3,4.05
clip_03078_six_S3.npz,25,2,0,S3,4.05
clip_03079_six_S3.npz,25,2,0,S3,4.05
clip_03080_six_S3.npz,25,2,0,S3,4.05
clip_03081_six_S3.npz,25,2,0,S3,4.05
clip_03179_seven_S0.npz,26,2,0,S0,4.05
clip_03182_seven_S0.npz,26,2,1,S0,4.05
clip_03183_seven_S0.npz,26,2,0,S0,4.05
clip_03185_seven_S2.npz,26,2,0,S2,4.066666666666666
clip_03186_seven_S2.npz,26,2,0,S2,4.05
clip_03187_seven_S2.npz,26,2,0,S2,4.05
clip_03188_seven_S2.npz,26,2,0,S2,4.05
clip_03189_seven_S3.npz,26,2,1,S3,4.05
clip_03190_seven_S3.npz,26,2,1,S3,4.05
clip_03191_seven_S3.npz,26,2,1,S3,4.05
clip_03193_seven_S3.npz,26,2,1,S3,4.05
clip_03291_eight_S0.npz,27,2,0,S0,4.05
clip_03292_eight_S0.npz,27,2,0,S0,4.05
clip_03293_eight_S0.npz,27,2,0,S0,4.05
clip_03294_eight_S0.npz,27,2,0,S0,4.05
clip_03296_eight_S0.npz,27,2,0,S0,4.05
clip_03297_eight_S1.npz,27,2,1,S1,4.05
clip_03298_eight_S1.npz,27,2,1,S1,4.05
clip_03299_eight_S1.npz,27,2,1,S1,4.05
clip_03300_eight_S2.npz,27,2,0,S2,4.05
clip_03301_eight_S2.npz,27,2,1,S2,4.05
clip_03302_eight_S2.npz,27,2,0,S2,4.05
clip_03303_eight_S2.npz,27,2,0,S2,4.05
clip_03305_eight_S3.npz,27,2,0,S3,4.05
clip_03306_eight_S3.npz,27,2,1,S3,4.05
clip_03307_eight_S3.npz,27,2,1,S3,4.05
clip_03308_eight_S3.npz,27,2,1,S3,4.05
clip_03309_eight_S3.npz,27,2,0,S3,4.05
clip_03403_nine_S0.npz,28,2,0,S0,4.05
clip_03404_nine_S0.npz,28,2,0,S0,4.05
clip_03405_nine_S0.npz,28,2,0,S0,4.05
clip_03406_nine_S1.npz,28,2,1,S1,4.05
clip_03407_nine_S1.npz,28,2,1,S1,4.05
clip_03409_nine_S1.npz,28,2,1,S1,4.05
clip_03412_nine_S2.npz,28,2,0,S2,4.05
clip_03413_nine_S2.npz,28,2,0,S2,4.05
clip_03414_nine_S2.npz,28,2,0,S2,4.05
clip_03415_nine_S2.npz,28,2,0,S2,4.05
clip_03417_nine_S3.npz,28,2,0,S3,4.05
clip_03419_nine_S3.npz,28,2,0,S3,4.05
clip_03420_nine_S3.npz,28,2,0,S3,4.05
clip_03516_ten_S0.npz,29,2,0,S0,4.05
clip_03517_ten_S0.npz,29,2,1,S0,4.05
clip_03518_ten_S0.npz,29,2,1,S0,4.05
clip_03519_ten_S0.npz,29,2,1,S0,4.05
clip_03520_ten_S0.npz,29,2,1,S0,4.05
