File Name,Ground Truth Sequence,Predicted Sequence,TP,FP,FN,Precision,Recall,F1-score
continuous_0037_S1_strategy2.npz,8 -> 1 -> 9 -> 7 -> 5 -> 3 -> 4,8 -> 9 -> 7 -> 5 -> 3 -> 4,5,1,2,0.833333,0.714286,0.769231
continuous_0038_S1_strategy2.npz,5 -> 1 -> 8 -> 0 -> 3 -> 4,5 -> 1 -> 7 -> 0,2,2,4,0.500000,0.333333,0.400000
continuous_0039_S1_strategy2.npz,8 -> 0 -> 0 -> 7 -> 8 -> 7 -> 3,8 -> 0 -> 8 -> 8 -> 8 -> 8,3,3,4,0.500000,0.428571,0.461538
continuous_0040_S1_strategy2.npz,7 -> 3 -> 4 -> 7 -> 5 -> 5 -> 7,7 -> 3 -> 5 -> 8,2,2,5,0.500000,0.285714,0.363636
continuous_0041_S1_strategy2.npz,3 -> 7,3 -> 5,1,1,1,0.500000,0.500000,0.500000
continuous_0042_S1_strategy2.npz,7,7,1,0,0,1.000000,1.000000,1.000000
continuous_0043_S2_strategy2.npz,0 -> 2 -> 1 -> 3 -> 9 -> 7 -> 6,0 -> 8 -> 3,0,3,7,0.000000,0.000000,0.000000
continuous_0044_S2_strategy2.npz,9 -> 1 -> 5 -> 7 -> 0 -> 6,9 -> 1 -> 5 -> 7 -> 0,3,2,3,0.600000,0.500000,0.545455
continuous_0045_S2_strategy2.npz,9 -> 0 -> 6 -> 2 -> 3 -> 7 -> 1,9 -> 0 -> 6 -> 2 -> 3,4,1,3,0.800000,0.571429,0.666667
continuous_0046_S2_strategy2.npz,0 -> 1 -> 4 -> 9 -> 2 -> 7,0 -> 1 -> 4,1,2,5,0.333333,0.166667,0.222222
continuous_0047_S2_strategy2.npz,5 -> 9 -> 7 -> 2 -> 1 -> 0 -> 6,5 -> 9 -> 7 -> 7 -> 2 -> 1 -> 0,2,5,5,0.285714,0.285714,0.285714
continuous_0048_S2_strategy2.npz,1 -> 3 -> 4 -> 5 -> 6 -> 8 -> 0,1 -> 3 -> 4 -> 5 -> 6 -> 5 -> 8,5,2,2,0.714286,0.714286,0.714286
continuous_0049_S2_strategy2.npz,3 -> 2 -> 6 -> 4 -> 0 -> 5,8 -> 5,1,1,5,0.500000,0.166667,0.250000
continuous_0050_S2_strategy2.npz,3 -> 1 -> 5 -> 4 -> 0 -> 7,5 -> 5 -> 4 -> 0 -> 7,1,4,5,0.200000,0.166667,0.181818
continuous_0051_S2_strategy2.npz,6 -> 5 -> 8 -> 1 -> 0 -> 7 -> 9,6 -> 5 -> 8 -> 1 -> 0 -> 7,5,1,2,0.833333,0.714286,0.769231
continuous_0052_S2_strategy2.npz,1 -> 6 -> 4 -> 3 -> 9 -> 2,9 -> 6 -> 9,1,2,5,0.333333,0.166667,0.222222
continuous_0053_S2_strategy2.npz,9 -> 1 -> 3 -> 4 -> 7 -> 6,9 -> 9 -> 4,1,2,5,0.333333,0.166667,0.222222
continuous_0054_S2_strategy2.npz,9 -> 3 -> 2 -> 8 -> 4 -> 0 -> 6,9 -> 8 -> 0 -> 6,3,1,4,0.750000,0.428571,0.545455
continuous_0055_S2_strategy2.npz,8 -> 5 -> 2 -> 6 -> 1 -> 7,8 -> 5 -> 5 -> 6 -> 4,2,3,4,0.400000,0.333333,0.363636
continuous_0056_S2_strategy2.npz,6 -> 2 -> 3 -> 0 -> 7 -> 8 -> 5,6 -> 2 -> 8 -> 8 -> 5,3,2,4,0.600000,0.428571,0.500000
continuous_0057_S2_strategy2.npz,4 -> 6 -> 0 -> 3 -> 1 -> 5,4 -> 6 -> 0 -> 1,3,1,3,0.750000,0.500000,0.600000
continuous_0058_S2_strategy2.npz,1 -> 9 -> 8 -> 5 -> 7 -> 4 -> 3,1 -> 9 -> 8 -> 5 -> 8 -> 4,5,1,2,0.833333,0.714286,0.769231
continuous_0059_S2_strategy2.npz,1 -> 4 -> 9 -> 7 -> 2 -> 3 -> 5,1 -> 4 -> 9 -> 7 -> 5,4,1,3,0.800000,0.571429,0.666667
continuous_0060_S2_strategy2.npz,1 -> 7 -> 4 -> 3 -> 9 -> 5,1 -> 7 -> 3 -> 8,2,2,4,0.500000,0.333333,0.400000
continuous_0061_S2_strategy2.npz,5 -> 8 -> 2 -> 3 -> 4 -> 7,7 -> 8 -> 2 -> 4,2,2,4,0.500000,0.333333,0.400000
continuous_0062_S2_strategy2.npz,8 -> 8 -> 8 -> 8 -> 8 -> 7,8 -> 8 -> 8 -> 8 -> 8 -> 8 -> 7,2,5,4,0.285714,0.333333,0.307692
continuous_0063_S3_strategy2.npz,4 -> 6 -> 7 -> 3 -> 0 -> 1 -> 8,6 -> 7 -> 8,2,1,5,0.666667,0.285714,0.400000
continuous_0064_S3_strategy2.npz,0 -> 1 -> 2 -> 7 -> 3 -> 5 -> 9,0 -> 0 -> 2 -> 2 -> 7 -> 3 -> 5 -> 9,6,2,1,0.750000,0.857143,0.800000
continuous_0065_S3_strategy2.npz,9 -> 7 -> 1 -> 2 -> 0 -> 5,9 -> 1 -> 0 -> 8,3,1,3,0.750000,0.500000,0.600000
continuous_0066_S3_strategy2.npz,5 -> 4 -> 2 -> 6 -> 0 -> 1 -> 7,5 -> 4 -> 2 -> 6 -> 4,1,4,6,0.200000,0.142857,0.166667
continuous_0067_S3_strategy2.npz,7 -> 8 -> 5 -> 1 -> 0 -> 6 -> 4,7 -> 8 -> 1 -> 0,3,1,4,0.750000,0.428571,0.545455
continuous_0068_S3_strategy2.npz,0 -> 8 -> 4 -> 3 -> 7 -> 6 -> 2,8 -> 4 -> 8,2,1,5,0.666667,0.285714,0.400000
continuous_0069_S3_strategy2.npz,9 -> 0 -> 8 -> 1 -> 2 -> 7 -> 3,9 -> 8 -> 1 -> 2 -> 3 -> 3,3,3,4,0.500000,0.428571,0.461538
continuous_0070_S3_strategy2.npz,1 -> 8 -> 7 -> 0 -> 4 -> 3 -> 6,1 -> 7 -> 0 -> 5 -> 6,3,2,4,0.600000,0.428571,0.500000
continuous_0071_S3_strategy2.npz,6 -> 5 -> 4 -> 3 -> 8 -> 9,6 -> 5 -> 4 -> 3 -> 8 -> 9,6,0,0,1.000000,1.000000,1.000000
continuous_0072_S3_strategy2.npz,4 -> 1 -> 5 -> 6 -> 2 -> 3,3 -> 5,0,2,6,0.000000,0.000000,0.000000
continuous_0073_S3_strategy2.npz,5 -> 4 -> 3 -> 9 -> 2 -> 7 -> 8,5 -> 4 -> 3 -> 9 -> 7 -> 8,4,2,3,0.666667,0.571429,0.615385
continuous_0074_S3_strategy2.npz,8 -> 1 -> 2 -> 6 -> 5 -> 4 -> 3,5 -> 1 -> 2 -> 3 -> 5 -> 4,3,3,4,0.500000,0.428571,0.461538
continuous_0075_S3_strategy2.npz,8 -> 6 -> 0 -> 2 -> 7 -> 4 -> 9,8 -> 0 -> 7 -> 4,4,0,3,1.000000,0.571429,0.727273
continuous_0076_S3_strategy2.npz,4 -> 1 -> 7 -> 2 -> 9 -> 6,4 -> 5 -> 2 -> 9 -> 7,2,3,4,0.400000,0.333333,0.363636
continuous_0077_S3_strategy2.npz,2 -> 1 -> 8 -> 7 -> 5 -> 9 -> 3,8 -> 7 -> 5 -> 8,1,3,6,0.250000,0.142857,0.181818
continuous_0078_S3_strategy2.npz,8 -> 9 -> 2 -> 1 -> 5 -> 3 -> 7,8 -> 1 -> 7,2,1,5,0.666667,0.285714,0.400000
continuous_0079_S3_strategy2.npz,9 -> 1 -> 5 -> 0 -> 3 -> 7,1 -> 8 -> 0 -> 7,2,2,4,0.500000,0.333333,0.400000
continuous_0080_S3_strategy2.npz,1 -> 9 -> 3 -> 5 -> 8 -> 0 -> 7,1 -> 8 -> 5 -> 5 -> 4 -> 7,3,3,4,0.500000,0.428571,0.461538
continuous_0081_S3_strategy2.npz,7 -> 5 -> 7 -> 5 -> 5 -> 3 -> 5,3 -> 5 -> 5 -> 3 -> 5,4,1,3,0.800000,0.571429,0.666667
continuous_0082_S3_strategy2.npz,7,,0,0,1,0.000000,0.000000,0.000000
continuous_0083_S3_strategy2.npz,7,,0,0,1,0.000000,0.000000,0.000000
continuous_0084_S4_strategy2.npz,6 -> 0 -> 2 -> 5 -> 8 -> 9 -> 7,7 -> 5 -> 8 -> 8 -> 8 -> 7,1,5,6,0.166667,0.142857,0.153846
continuous_0085_S4_strategy2.npz,1 -> 5 -> 8 -> 2 -> 0 -> 6,1 -> 5 -> 8 -> 2 -> 0 -> 0,4,2,2,0.666667,0.666667,0.666667
continuous_0086_S4_strategy2.npz,3 -> 0 -> 5 -> 7 -> 1 -> 2 -> 6,3 -> 0 -> 7 -> 0 -> 2 -> 5,3,3,4,0.500000,0.428571,0.461538
continuous_0087_S4_strategy2.npz,6 -> 9 -> 8 -> 3 -> 0 -> 5,6 -> 6 -> 8 -> 9 -> 0,3,2,3,0.600000,0.500000,0.545455
continuous_0088_S4_strategy2.npz,7 -> 1 -> 6 -> 9 -> 0 -> 4 -> 8,7 -> 0 -> 6 -> 9 -> 0 -> 0,2,4,5,0.333333,0.285714,0.307692
continuous_0089_S4_strategy2.npz,2 -> 6 -> 7 -> 9 -> 0 -> 3 -> 1,2 -> 8 -> 7 -> 0 -> 3 -> 1,4,2,3,0.666667,0.571429,0.615385
continuous_0090_S4_strategy2.npz,5 -> 7 -> 4 -> 9 -> 6 -> 2,5 -> 7 -> 9 -> 8,3,1,3,0.750000,0.500000,0.600000
continuous_0091_S4_strategy2.npz,3 -> 1 -> 0 -> 9 -> 6 -> 7,3 -> 0 -> 0 -> 9 -> 8,2,3,4,0.400000,0.333333,0.363636
continuous_0092_S4_strategy2.npz,2 -> 0 -> 7 -> 6 -> 5 -> 3 -> 9,7 -> 7 -> 5 -> 8,1,3,6,0.250000,0.142857,0.181818
continuous_0093_S4_strategy2.npz,8 -> 5 -> 9 -> 1 -> 7 -> 3 -> 6,8 -> 9 -> 9 -> 6,3,1,4,0.750000,0.428571,0.545455
continuous_0094_S4_strategy2.npz,3 -> 2 -> 6 -> 9 -> 5 -> 1 -> 4,3 -> 8 -> 9 -> 9 -> 0 -> 4,3,3,4,0.500000,0.428571,0.461538
continuous_0095_S4_strategy2.npz,7 -> 5 -> 6 -> 9 -> 3 -> 8 -> 4,8 -> 8 -> 6 -> 7 -> 9 -> 3 -> 0 -> 5,1,7,6,0.125000,0.142857,0.133333
continuous_0096_S4_strategy2.npz,6 -> 1 -> 7 -> 0 -> 9 -> 3,7 -> 8 -> 0 -> 3,2,2,4,0.500000,0.333333,0.400000
continuous_0097_S4_strategy2.npz,4 -> 2 -> 9 -> 7 -> 5 -> 0 -> 1,0 -> 2 -> 4 -> 8 -> 8 -> 0 -> 0,2,5,5,0.285714,0.285714,0.285714
continuous_0098_S4_strategy2.npz,9 -> 7 -> 1 -> 5 -> 0 -> 2,9 -> 8 -> 1 -> 5 -> 0 -> 4,4,2,2,0.666667,0.666667,0.666667
continuous_0099_S4_strategy2.npz,0 -> 7 -> 1 -> 6 -> 4 -> 5 -> 2,0 -> 8 -> 0 -> 0 -> 0 -> 5 -> 2,2,5,5,0.285714,0.285714,0.285714
continuous_0100_S4_strategy2.npz,1 -> 2 -> 6 -> 8 -> 7 -> 5 -> 3,1 -> 1 -> 5 -> 3 -> 8,1,4,6,0.200000,0.142857,0.166667
continuous_0101_S4_strategy2.npz,2 -> 6 -> 0 -> 7 -> 5 -> 1,8 -> 0 -> 0 -> 5 -> 0,2,3,4,0.400000,0.333333,0.363636
continuous_0102_S4_strategy2.npz,1 -> 2 -> 8 -> 3 -> 4 -> 0 -> 5,3 -> 4 -> 0,0,3,7,0.000000,0.000000,0.000000
continuous_0103_S4_strategy2.npz,6 -> 0 -> 7 -> 2 -> 4 -> 5,6 -> 0 -> 7 -> 7 -> 0 -> 5,2,4,4,0.333333,0.333333,0.333333
continuous_0104_S4_strategy2.npz,1 -> 0 -> 3 -> 7 -> 2 -> 9,1 -> 0 -> 0 -> 8 -> 8,2,3,4,0.400000,0.333333,0.363636
continuous_0105_S4_strategy2.npz,4 -> 1 -> 9 -> 5 -> 7 -> 3,8 -> 0 -> 9 -> 8 -> 5,1,4,5,0.200000,0.166667,0.181818
continuous_0106_S4_strategy2.npz,9 -> 2 -> 4 -> 8 -> 6 -> 1 -> 0,9 -> 2 -> 4 -> 8 -> 6 -> 1 -> 0,5,2,2,0.714286,0.714286,0.714286
continuous_0107_S4_strategy2.npz,2 -> 0 -> 1 -> 8 -> 3 -> 5,0 -> 0 -> 8 -> 3 -> 5,4,1,2,0.800000,0.666667,0.727273
continuous_0108_S4_strategy2.npz,4 -> 7 -> 0 -> 8 -> 9 -> 3,3 -> 8 -> 9,1,2,5,0.333333,0.166667,0.222222
continuous_0109_S4_strategy2.npz,2 -> 4 -> 3 -> 1 -> 0 -> 8 -> 6,2 -> 3 -> 1 -> 8 -> 8,3,2,4,0.600000,0.428571,0.500000
continuous_0110_S4_strategy2.npz,9 -> 3 -> 7 -> 0 -> 5 -> 8 -> 4,8 -> 7 -> 0 -> 1 -> 8 -> 8,3,3,4,0.500000,0.428571,0.461538
continuous_0111_S4_strategy2.npz,4 -> 9 -> 6 -> 3 -> 2 -> 0,5 -> 6,0,2,6,0.000000,0.000000,0.000000
continuous_0112_S4_strategy2.npz,1 -> 7 -> 6 -> 0 -> 2 -> 9 -> 3,1 -> 7 -> 6 -> 0 -> 2 -> 2,5,1,2,0.833333,0.714286,0.769231
continuous_0113_S4_strategy2.npz,7 -> 9 -> 2 -> 4 -> 1 -> 3,8 -> 2 -> 8 -> 0,0,4,6,0.000000,0.000000,0.000000
continuous_0114_S4_strategy2.npz,0 -> 2 -> 7 -> 6 -> 1 -> 9,0 -> 2 -> 0 -> 1 -> 9,3,2,3,0.600000,0.500000,0.545455
continuous_0115_S4_strategy2.npz,4 -> 8 -> 0 -> 3 -> 2 -> 5,4 -> 4 -> 0 -> 9 -> 0 -> 5,3,3,3,0.500000,0.500000,0.500000
continuous_0116_S4_strategy2.npz,9 -> 0 -> 7 -> 2 -> 1 -> 6,9 -> 0 -> 7 -> 1,4,0,2,1.000000,0.666667,0.800000
continuous_0117_S4_strategy2.npz,4 -> 8 -> 9 -> 1 -> 6 -> 7 -> 0,4 -> 3 -> 9 -> 7 -> 7,2,3,5,0.400000,0.285714,0.333333
continuous_0118_S4_strategy2.npz,1 -> 9 -> 6 -> 4 -> 3 -> 5 -> 0,9 -> 6 -> 4 -> 3 -> 5 -> 0,3,3,4,0.500000,0.428571,0.461538
continuous_0119_S4_strategy2.npz,4 -> 5 -> 1 -> 0 -> 8 -> 2,5 -> 5 -> 0 -> 8 -> 2,4,1,2,0.800000,0.666667,0.727273
continuous_0120_S4_strategy2.npz,0 -> 1 -> 8 -> 9 -> 7 -> 2,0 -> 1 -> 8 -> 6 -> 9,3,2,3,0.600000,0.500000,0.545455
continuous_0121_S4_strategy2.npz,6 -> 7 -> 0 -> 4 -> 1 -> 9 -> 5,8 -> 7 -> 0 -> 8 -> 1 -> 0 -> 5,4,3,3,0.571429,0.571429,0.571429
continuous_0122_S4_strategy2.npz,5 -> 7 -> 0 -> 3 -> 4 -> 6,5 -> 7 -> 7 -> 0 -> 4,4,1,2,0.800000,0.666667,0.727273
continuous_0123_S4_strategy2.npz,4 -> 3 -> 0 -> 1 -> 6 -> 7,3 -> 0 -> 1 -> 0 -> 6,1,4,5,0.200000,0.166667,0.181818
continuous_0124_S4_strategy2.npz,7 -> 8 -> 3 -> 2 -> 9 -> 0,7 -> 8 -> 3 -> 2 -> 9 -> 0,5,1,1,0.833333,0.833333,0.833333
continuous_0125_S4_strategy2.npz,7 -> 5 -> 4 -> 8 -> 3 -> 6,7 -> 5 -> 4 -> 8 -> 3 -> 5,5,1,1,0.833333,0.833333,0.833333
continuous_0126_S4_strategy2.npz,1 -> 0 -> 6 -> 2 -> 7 -> 8 -> 3,0 -> 0 -> 6 -> 0 -> 8 -> 3,4,2,3,0.666667,0.571429,0.615385
continuous_0127_S4_strategy2.npz,5 -> 2 -> 0 -> 3 -> 4 -> 9 -> 6,5 -> 0 -> 3 -> 9 -> 6,3,2,4,0.600000,0.428571,0.500000
continuous_0128_S4_strategy2.npz,1 -> 2 -> 3 -> 8 -> 5 -> 9,2 -> 3 -> 3 -> 8 -> 8 -> 9,3,3,3,0.500000,0.500000,0.500000
continuous_0129_S4_strategy2.npz,7 -> 8 -> 3 -> 6 -> 2 -> 0 -> 1,6 -> 6 -> 8 -> 3 -> 6 -> 2 -> 0,4,3,3,0.571429,0.571429,0.571429
continuous_0130_S4_strategy2.npz,8 -> 7 -> 5 -> 3 -> 0 -> 4,8 -> 5 -> 3 -> 0 -> 4,3,2,3,0.600000,0.500000,0.545455
continuous_0131_S4_strategy2.npz,0 -> 3 -> 6 -> 2 -> 5 -> 4 -> 7,0 -> 3 -> 4 -> 5,3,1,4,0.750000,0.428571,0.545455
continuous_0132_S4_strategy2.npz,4 -> 6 -> 7 -> 5 -> 8 -> 3 -> 1,8 -> 7 -> 5 -> 8 -> 0 -> 0,1,5,6,0.166667,0.142857,0.153846
continuous_0133_S4_strategy2.npz,2 -> 7 -> 9 -> 6 -> 4 -> 0,0 -> 3 -> 5,0,3,6,0.000000,0.000000,0.000000
continuous_0134_S4_strategy2.npz,8 -> 0 -> 2 -> 9 -> 4 -> 6,8 -> 8 -> 2 -> 9 -> 4 -> 6,5,1,1,0.833333,0.833333,0.833333
continuous_0135_S4_strategy2.npz,6 -> 8 -> 0 -> 4 -> 9 -> 2 -> 3,6 -> 8 -> 0 -> 4 -> 9,5,0,2,1.000000,0.714286,0.833333
continuous_0136_S4_strategy2.npz,7 -> 6 -> 5 -> 9 -> 8 -> 4,8 -> 6 -> 5 -> 7 -> 8 -> 8,3,3,3,0.500000,0.500000,0.500000
continuous_0137_S4_strategy2.npz,9 -> 4 -> 7 -> 0 -> 6 -> 1 -> 5,8 -> 7 -> 0 -> 6 -> 0 -> 5,4,2,3,0.666667,0.571429,0.615385
continuous_0138_S4_strategy2.npz,2 -> 3 -> 8 -> 1 -> 7 -> 5,3 -> 8 -> 7 -> 5,2,2,4,0.500000,0.333333,0.400000
continuous_0139_S4_strategy2.npz,5 -> 9 -> 1 -> 0 -> 4 -> 2,5 -> 9 -> 0 -> 0 -> 4 -> 2,4,2,2,0.666667,0.666667,0.666667
continuous_0140_S4_strategy2.npz,1 -> 6 -> 4 -> 5 -> 9 -> 2,0 -> 6 -> 6 -> 9 -> 2,2,3,4,0.400000,0.333333,0.363636
continuous_0141_S4_strategy2.npz,6 -> 0 -> 7 -> 1 -> 2 -> 9,6 -> 0 -> 0 -> 4,2,2,4,0.500000,0.333333,0.400000
continuous_0142_S4_strategy2.npz,5 -> 2 -> 0 -> 8 -> 4 -> 3 -> 1,5 -> 2 -> 0 -> 8 -> 8 -> 3,5,1,2,0.833333,0.714286,0.769231
continuous_0143_S4_strategy2.npz,7 -> 8 -> 9 -> 1 -> 3 -> 4,7 -> 8 -> 8 -> 0 -> 3 -> 0 -> 4,3,4,3,0.428571,0.500000,0.461538
continuous_0144_S4_strategy2.npz,1 -> 8 -> 6 -> 2 -> 7 -> 4,1 -> 8 -> 6 -> 6 -> 4 -> 7,3,3,3,0.500000,0.500000,0.500000
continuous_0145_S4_strategy2.npz,1 -> 8 -> 7 -> 3 -> 4 -> 2 -> 9,1 -> 8 -> 7 -> 8,3,1,4,0.750000,0.428571,0.545455
continuous_0146_S4_strategy2.npz,4 -> 8 -> 5 -> 0 -> 9 -> 7 -> 6,8 -> 7 -> 0 -> 8,1,3,6,0.250000,0.142857,0.181818
continuous_0147_S4_strategy2.npz,0 -> 2 -> 4 -> 1 -> 9 -> 3,0 -> 2 -> 4 -> 7,2,2,4,0.500000,0.333333,0.400000
continuous_0148_S4_strategy2.npz,9 -> 8 -> 4 -> 6 -> 1 -> 2,0 -> 8 -> 6 -> 1,1,3,5,0.250000,0.166667,0.200000
continuous_0149_S4_strategy2.npz,9 -> 4 -> 7 -> 0 -> 1 -> 3,9 -> 7 -> 7 -> 0 -> 1 -> 3,4,2,2,0.666667,0.666667,0.666667
continuous_0150_S4_strategy2.npz,9 -> 1 -> 8 -> 0 -> 3 -> 6,8 -> 8 -> 0 -> 0,1,3,5,0.250000,0.166667,0.200000
continuous_0151_S4_strategy2.npz,8 -> 5 -> 9 -> 2 -> 6 -> 4,8 -> 5 -> 8 -> 2 -> 4,2,3,4,0.400000,0.333333,0.363636
continuous_0152_S4_strategy2.npz,8 -> 5 -> 2 -> 0 -> 4 -> 7 -> 6,8 -> 0 -> 0 -> 2 -> 7,2,3,5,0.400000,0.285714,0.333333
continuous_0153_S4_strategy2.npz,1 -> 4 -> 9 -> 8 -> 6 -> 2,0 -> 4 -> 0 -> 8 -> 6 -> 6,1,5,5,0.166667,0.166667,0.166667
continuous_0154_S4_strategy2.npz,9 -> 7 -> 4 -> 3 -> 1 -> 6 -> 8,6 -> 7 -> 3 -> 6,2,2,5,0.500000,0.285714,0.363636
continuous_0155_S4_strategy2.npz,4 -> 8 -> 2 -> 1 -> 6 -> 9 -> 3,0 -> 6 -> 3,0,3,7,0.000000,0.000000,0.000000
continuous_0156_S4_strategy2.npz,3 -> 5 -> 9 -> 6 -> 7 -> 8,3 -> 5 -> 9 -> 9 -> 8,3,2,3,0.600000,0.500000,0.545455
continuous_0157_S4_strategy2.npz,7 -> 6 -> 8 -> 9 -> 2 -> 4,7 -> 8 -> 8 -> 9 -> 8,3,2,3,0.600000,0.500000,0.545455
