File Name,Ground Truth Sequence,Predicted Sequence,TP,FP,FN,Precision,Recall,F1-score
continuous_0013_S0_strategy2.npz,98 -> 90 -> 34 -> 0 -> 11 -> 67,98 -> 90 -> 0 -> 11,4,0,2,1.000000,0.666667,0.800000
continuous_0014_S0_strategy2.npz,13 -> 27 -> 71 -> 5 -> 42 -> 32,13 -> 71 -> 5,1,2,5,0.333333,0.166667,0.222222
continuous_0015_S0_strategy2.npz,100 -> 66 -> 39 -> 49 -> 72 -> 57,100 -> 66 -> 41 -> 49 -> 72 -> 57,5,1,1,0.833333,0.833333,0.833333
continuous_0016_S0_strategy2.npz,21 -> 48 -> 35 -> 96 -> 8 -> 16 -> 81,21 -> 44 -> 49 -> 48 -> 38 -> 96 -> 8 -> 16,4,4,3,0.500000,0.571429,0.533333
continuous_0017_S0_strategy2.npz,25 -> 84 -> 46 -> 10 -> 38 -> 2,44 -> 84 -> 44 -> 46 -> 38,2,3,4,0.400000,0.333333,0.363636
continuous_0018_S0_strategy2.npz,27 -> 85 -> 77 -> 1 -> 17 -> 95 -> 36,85 -> 95,2,0,5,1.000000,0.285714,0.444444
continuous_0019_S0_strategy2.npz,15 -> 86 -> 2 -> 31 -> 23 -> 80,15 -> 86 -> 24 -> 80,3,1,3,0.750000,0.500000,0.600000
continuous_0020_S0_strategy2.npz,20 -> 9 -> 15 -> 94 -> 41 -> 28 -> 92,20 -> 9 -> 15 -> 94 -> 41 -> 92,4,2,3,0.666667,0.571429,0.615385
continuous_0021_S0_strategy2.npz,19 -> 3,19 -> 3,2,0,0,1.000000,1.000000,1.000000
continuous_0022_S0_strategy2.npz,6,,0,0,1,0.000000,0.000000,0.000000
continuous_0023_S1_strategy2.npz,44 -> 11 -> 29 -> 4 -> 54 -> 102,44 -> 9,1,1,5,0.500000,0.166667,0.250000
continuous_0024_S1_strategy2.npz,57 -> 1 -> 95 -> 84 -> 65 -> 15 -> 35,57 -> 66 -> 2 -> 45 -> 95 -> 84 -> 15,1,6,6,0.142857,0.142857,0.142857
continuous_0025_S1_strategy2.npz,3 -> 92 -> 67 -> 36 -> 25 -> 13,3 -> 92 -> 67 -> 25 -> 13,5,0,1,1.000000,0.833333,0.909091
continuous_0026_S1_strategy2.npz,58 -> 101 -> 32 -> 86 -> 67 -> 47 -> 20,58 -> 101 -> 38 -> 86 -> 67 -> 47,5,1,2,0.833333,0.714286,0.769231
continuous_0027_S1_strategy2.npz,96 -> 73 -> 90 -> 31 -> 23 -> 10,96 -> 73 -> 90 -> 40 -> 24 -> 10,4,2,2,0.666667,0.666667,0.666667
continuous_0028_S1_strategy2.npz,18 -> 84 -> 85 -> 69 -> 59 -> 6 -> 99,18 -> 84 -> 85 -> 69 -> 50 -> 59 -> 6,2,5,5,0.285714,0.285714,0.285714
continuous_0029_S1_strategy2.npz,91 -> 64 -> 22 -> 75 -> 55 -> 39,91 -> 22 -> 75 -> 55,1,3,5,0.250000,0.166667,0.200000
continuous_0030_S1_strategy2.npz,74 -> 68 -> 34 -> 28 -> 42 -> 97 -> 0,24 -> 42 -> 97 -> 0,2,2,5,0.500000,0.285714,0.363636
continuous_0031_S1_strategy2.npz,14 -> 41 -> 93 -> 62 -> 24 -> 104 -> 83,14 -> 93 -> 24 -> 48 -> 104 -> 83,3,3,4,0.500000,0.428571,0.461538
continuous_0032_S1_strategy2.npz,4 -> 53 -> 100 -> 41 -> 63 -> 27 -> 11,4 -> 42 -> 100 -> 41 -> 63 -> 28,4,2,3,0.666667,0.571429,0.615385
continuous_0033_S1_strategy2.npz,62 -> 43 -> 23 -> 103 -> 2 -> 58,42 -> 43 -> 24 -> 103 -> 1 -> 58,1,5,5,0.166667,0.166667,0.166667
continuous_0034_S1_strategy2.npz,7 -> 48 -> 66 -> 25 -> 16 -> 93 -> 56,7 -> 48 -> 66 -> 16 -> 93 -> 56,6,0,1,1.000000,0.857143,0.923077
continuous_0035_S1_strategy2.npz,50 -> 12 -> 5 -> 70 -> 21 -> 76,45 -> 12 -> 5 -> 66 -> 21 -> 76,4,2,2,0.666667,0.666667,0.666667
continuous_0036_S1_strategy2.npz,57 -> 71 -> 17 -> 98 -> 30 -> 49,57 -> 71 -> 17 -> 98 -> 38,4,1,2,0.800000,0.666667,0.727273
continuous_0037_S1_strategy2.npz,88 -> 19 -> 103 -> 78 -> 52 -> 38 -> 45,88 -> 19 -> 103 -> 78 -> 52 -> 38 -> 45,5,2,2,0.714286,0.714286,0.714286
continuous_0038_S1_strategy2.npz,60 -> 19 -> 89 -> 6 -> 33 -> 51,60 -> 11 -> 89 -> 6,3,1,3,0.750000,0.500000,0.600000
continuous_0039_S1_strategy2.npz,94 -> 9 -> 8 -> 75 -> 87 -> 82 -> 37,94 -> 9 -> 75 -> 94 -> 87 -> 82,4,2,3,0.666667,0.571429,0.615385
continuous_0040_S1_strategy2.npz,81 -> 33 -> 46 -> 79 -> 58 -> 54 -> 77,81 -> 83 -> 58 -> 54,3,1,4,0.750000,0.428571,0.545455
continuous_0041_S1_strategy2.npz,40 -> 72,40 -> 72,2,0,0,1.000000,1.000000,1.000000
continuous_0042_S1_strategy2.npz,80,80,1,0,0,1.000000,1.000000,1.000000
continuous_0043_S2_strategy2.npz,2 -> 25 -> 19 -> 31 -> 100 -> 84 -> 70,44 -> 100 -> 97 -> 84,1,3,6,0.250000,0.142857,0.181818
continuous_0044_S2_strategy2.npz,96 -> 12 -> 54 -> 81 -> 1 -> 62,96 -> 11 -> 54 -> 81 -> 1,3,2,3,0.600000,0.500000,0.545455
continuous_0045_S2_strategy2.npz,103 -> 0 -> 65 -> 24 -> 41 -> 83 -> 12,103 -> 0 -> 65 -> 24 -> 83,5,0,2,1.000000,0.714286,0.833333
continuous_0046_S2_strategy2.npz,1 -> 14 -> 43 -> 101 -> 27 -> 72,1 -> 2 -> 14 -> 45 -> 78,1,4,5,0.200000,0.166667,0.181818
continuous_0047_S2_strategy2.npz,61 -> 99 -> 74 -> 29 -> 13 -> 9 -> 64,61 -> 99 -> 74 -> 81 -> 29 -> 13 -> 9,2,5,5,0.285714,0.285714,0.285714
continuous_0048_S2_strategy2.npz,16 -> 38 -> 48 -> 52 -> 69 -> 89 -> 3,16 -> 38 -> 48 -> 52 -> 69 -> 89 -> 3,7,0,0,1.000000,1.000000,1.000000
continuous_0049_S2_strategy2.npz,40 -> 21 -> 71 -> 51 -> 8 -> 61,71 -> 61,1,1,5,0.500000,0.166667,0.250000
continuous_0050_S2_strategy2.npz,33 -> 11 -> 54 -> 46 -> 7 -> 73,11 -> 55 -> 46 -> 44 -> 7 -> 73,1,5,5,0.166667,0.166667,0.166667
continuous_0051_S2_strategy2.npz,68 -> 56 -> 87 -> 17 -> 4 -> 79 -> 102,68 -> 56 -> 87 -> 17 -> 4 -> 79,5,1,2,0.833333,0.714286,0.769231
continuous_0052_S2_strategy2.npz,10 -> 66 -> 50 -> 35 -> 95 -> 22,66 -> 50 -> 95,3,0,3,1.000000,0.500000,0.666667
continuous_0053_S2_strategy2.npz,98 -> 19 -> 31 -> 42 -> 77 -> 63,98 -> 19 -> 63,2,1,4,0.666667,0.333333,0.444444
continuous_0054_S2_strategy2.npz,104 -> 39 -> 26 -> 85 -> 49 -> 6 -> 66,104 -> 85 -> 6 -> 66,3,1,4,0.750000,0.428571,0.545455
continuous_0055_S2_strategy2.npz,90 -> 57 -> 20 -> 70 -> 14 -> 75,90 -> 57 -> 14 -> 70 -> 75,3,2,3,0.600000,0.500000,0.545455
continuous_0056_S2_strategy2.npz,67 -> 21 -> 37 -> 5 -> 80 -> 91 -> 58,67 -> 21 -> 80 -> 91 -> 58,4,1,3,0.800000,0.571429,0.666667
continuous_0057_S2_strategy2.npz,50 -> 65 -> 4 -> 40 -> 16 -> 59,50 -> 65 -> 4 -> 39 -> 16,3,2,3,0.600000,0.500000,0.545455
continuous_0058_S2_strategy2.npz,17 -> 97 -> 90 -> 60 -> 75 -> 47 -> 34,17 -> 97 -> 90 -> 60 -> 75 -> 47,6,0,1,1.000000,0.857143,0.923077
continuous_0059_S2_strategy2.npz,15 -> 45 -> 102 -> 76 -> 28 -> 30 -> 57,15 -> 45 -> 102 -> 76 -> 57,4,1,3,0.800000,0.571429,0.666667
continuous_0060_S2_strategy2.npz,18 -> 82 -> 44 -> 32 -> 97 -> 55,18 -> 82 -> 44 -> 32 -> 97,4,1,2,0.800000,0.666667,0.727273
continuous_0061_S2_strategy2.npz,53 -> 88 -> 23 -> 36 -> 46 -> 72,53 -> 88 -> 23 -> 46 -> 72,3,2,3,0.600000,0.500000,0.545455
continuous_0062_S2_strategy2.npz,86 -> 93 -> 88 -> 92 -> 94 -> 78,86 -> 93 -> 88 -> 92 -> 94 -> 92 -> 73,2,5,4,0.285714,0.333333,0.307692
continuous_0063_S3_strategy2.npz,49 -> 66 -> 80 -> 37 -> 1 -> 19 -> 93,66 -> 80 -> 38 -> 15 -> 93,2,3,5,0.400000,0.285714,0.333333
continuous_0064_S3_strategy2.npz,2 -> 14 -> 21 -> 82 -> 40 -> 56 -> 104,1 -> 2 -> 14 -> 21 -> 82 -> 40 -> 56 -> 104,7,1,0,0.875000,1.000000,0.933333
continuous_0065_S3_strategy2.npz,95 -> 79 -> 11 -> 27 -> 9 -> 55,95 -> 11 -> 9 -> 55,4,0,2,1.000000,0.666667,0.800000
continuous_0066_S3_strategy2.npz,57 -> 46 -> 24 -> 63 -> 2 -> 10 -> 84,57 -> 46 -> 44 -> 24 -> 63 -> 84,2,4,5,0.333333,0.285714,0.307692
continuous_0067_S3_strategy2.npz,74 -> 88 -> 53 -> 15 -> 6 -> 68 -> 51,81 -> 88 -> 15 -> 6,3,1,4,0.750000,0.428571,0.545455
continuous_0068_S3_strategy2.npz,8 -> 85 -> 47 -> 36 -> 75 -> 62 -> 25,85 -> 47 -> 75,3,0,4,1.000000,0.428571,0.600000
continuous_0069_S3_strategy2.npz,99 -> 7 -> 93 -> 17 -> 28 -> 82 -> 32,99 -> 7 -> 93 -> 17 -> 13 -> 82 -> 38,4,3,3,0.571429,0.571429,0.571429
continuous_0070_S3_strategy2.npz,13 -> 91 -> 76 -> 3 -> 45 -> 39 -> 67,13 -> 76 -> 3 -> 45 -> 38 -> 67,4,2,3,0.666667,0.571429,0.615385
continuous_0071_S3_strategy2.npz,70 -> 61 -> 47 -> 40 -> 88 -> 101,70 -> 61 -> 47 -> 40 -> 88 -> 101,6,0,0,1.000000,1.000000,1.000000
continuous_0072_S3_strategy2.npz,43 -> 18 -> 59 -> 65 -> 23 -> 37,18 -> 59,1,1,5,0.500000,0.166667,0.250000
continuous_0073_S3_strategy2.npz,58 -> 50 -> 41 -> 96 -> 22 -> 80 -> 92,58 -> 50 -> 38 -> 96 -> 80 -> 92,4,2,3,0.666667,0.571429,0.615385
continuous_0074_S3_strategy2.npz,89 -> 17 -> 20 -> 71 -> 58 -> 42 -> 31,89 -> 17 -> 20 -> 71 -> 58 -> 42,5,1,2,0.833333,0.714286,0.769231
continuous_0075_S3_strategy2.npz,90 -> 64 -> 0 -> 20 -> 73 -> 44 -> 98,90 -> 0 -> 73 -> 44,4,0,3,1.000000,0.571429,0.727273
continuous_0076_S3_strategy2.npz,48 -> 12 -> 72 -> 26 -> 97 -> 69,48 -> 72 -> 14 -> 97 -> 69,4,1,2,0.800000,0.666667,0.727273
continuous_0077_S3_strategy2.npz,29 -> 12 -> 87 -> 77 -> 60 -> 100 -> 33,87 -> 77 -> 60 -> 100,2,2,5,0.500000,0.285714,0.363636
continuous_0078_S3_strategy2.npz,86 -> 103 -> 26 -> 18 -> 54 -> 35 -> 74,86 -> 18 -> 81,2,1,5,0.666667,0.285714,0.400000
continuous_0079_S3_strategy2.npz,102 -> 16 -> 57 -> 5 -> 30 -> 81,16 -> 57 -> 5 -> 81,2,2,4,0.500000,0.333333,0.400000
continuous_0080_S3_strategy2.npz,15 -> 96 -> 34 -> 59 -> 94 -> 4 -> 77,15 -> 96 -> 59 -> 58 -> 94 -> 77,5,1,2,0.833333,0.714286,0.769231
continuous_0081_S3_strategy2.npz,83 -> 61 -> 78 -> 52 -> 53 -> 38 -> 60,83 -> 61 -> 52 -> 70 -> 38 -> 60,5,1,2,0.833333,0.714286,0.769231
continuous_0082_S3_strategy2.npz,72,,0,0,1,0.000000,0.000000,0.000000
continuous_0083_S3_strategy2.npz,73,,0,0,1,0.000000,0.000000,0.000000
continuous_0084_S4_strategy2.npz,64 -> 1 -> 22 -> 53 -> 94 -> 101 -> 81,64 -> 22 -> 57 -> 94 -> 101 -> 98 -> 81,2,5,5,0.285714,0.285714,0.285714
continuous_0085_S4_strategy2.npz,14 -> 56 -> 94 -> 21 -> 1 -> 62,14 -> 56 -> 94 -> 21 -> 1 -> 62,5,1,1,0.833333,0.833333,0.833333
continuous_0086_S4_strategy2.npz,34 -> 1 -> 58 -> 81 -> 19 -> 20 -> 64,34 -> 1 -> 81 -> 9 -> 16 -> 20 -> 64 -> 65,3,5,4,0.375000,0.428571,0.400000
continuous_0087_S4_strategy2.npz,63 -> 99 -> 91 -> 40 -> 8 -> 54,63 -> 99 -> 91 -> 40 -> 8,5,0,1,1.000000,0.833333,0.909091
continuous_0088_S4_strategy2.npz,81 -> 17 -> 68 -> 95 -> 8 -> 49 -> 90,81 -> 17 -> 68 -> 95 -> 49 -> 90,5,1,2,0.833333,0.714286,0.769231
continuous_0089_S4_strategy2.npz,24 -> 71 -> 78 -> 101 -> 6 -> 38 -> 17,24 -> 71 -> 73 -> 6 -> 38 -> 17,5,1,2,0.833333,0.714286,0.769231
continuous_0090_S4_strategy2.npz,55 -> 78 -> 51 -> 99 -> 71 -> 23,55 -> 78 -> 99 -> 71 -> 23,4,1,2,0.800000,0.666667,0.727273
continuous_0091_S4_strategy2.npz,35 -> 16 -> 0 -> 98 -> 71 -> 79,37 -> 9 -> 0 -> 98 -> 71,3,2,3,0.600000,0.500000,0.545455
continuous_0092_S4_strategy2.npz,27 -> 8 -> 76 -> 69 -> 58 -> 37 -> 96,27 -> 8 -> 76 -> 69 -> 57 -> 58 -> 96,3,4,4,0.428571,0.428571,0.428571
continuous_0093_S4_strategy2.npz,93 -> 53 -> 97 -> 19 -> 81 -> 36 -> 66,93 -> 97 -> 81 -> 66,4,0,3,1.000000,0.571429,0.727273
continuous_0094_S4_strategy2.npz,32 -> 25 -> 62 -> 99 -> 59 -> 19 -> 51,32 -> 25 -> 14 -> 62 -> 99 -> 59 -> 19 -> 51,6,2,1,0.750000,0.857143,0.800000
continuous_0095_S4_strategy2.npz,84 -> 55 -> 69 -> 101 -> 32 -> 91 -> 43,84 -> 55 -> 69 -> 101 -> 98 -> 32 -> 91 -> 43,5,3,2,0.625000,0.714286,0.666667
continuous_0096_S4_strategy2.npz,69 -> 10 -> 83 -> 4 -> 103 -> 34,69 -> 83 -> 4 -> 34,4,0,2,1.000000,0.666667,0.800000
continuous_0097_S4_strategy2.npz,45 -> 22 -> 100 -> 84 -> 57 -> 2 -> 18,45 -> 22 -> 100 -> 84 -> 57 -> 2 -> 18,7,0,0,1.000000,1.000000,1.000000
continuous_0098_S4_strategy2.npz,99 -> 77 -> 14 -> 60 -> 6 -> 24,99 -> 77 -> 14 -> 60 -> 6 -> 24,6,0,0,1.000000,1.000000,1.000000
continuous_0099_S4_strategy2.npz,9 -> 84 -> 17 -> 67 -> 45 -> 60 -> 22,9 -> 84 -> 17 -> 67 -> 45 -> 60 -> 21,6,1,1,0.857143,0.857143,0.857143
continuous_0100_S4_strategy2.npz,16 -> 28 -> 63 -> 85 -> 80 -> 54 -> 39,16 -> 28 -> 63 -> 85 -> 80 -> 41,5,1,2,0.833333,0.714286,0.769231
continuous_0101_S4_strategy2.npz,26 -> 71 -> 3 -> 73 -> 54 -> 14,26 -> 71 -> 3 -> 73 -> 54 -> 14,5,1,1,0.833333,0.833333,0.833333
continuous_0102_S4_strategy2.npz,19 -> 25 -> 85 -> 36 -> 47 -> 0 -> 54,21 -> 25 -> 85 -> 47 -> 0,0,5,7,0.000000,0.000000,0.000000
continuous_0103_S4_strategy2.npz,62 -> 6 -> 74 -> 26 -> 49 -> 52,62 -> 6 -> 74 -> 74 -> 49 -> 52,3,3,3,0.500000,0.500000,0.500000
continuous_0104_S4_strategy2.npz,19 -> 8 -> 32 -> 84 -> 20 -> 96,19 -> 9 -> 8 -> 32 -> 84 -> 96,3,3,3,0.500000,0.500000,0.500000
continuous_0105_S4_strategy2.npz,45 -> 17 -> 97 -> 60 -> 78 -> 35,45 -> 17 -> 97 -> 60 -> 78,5,0,1,1.000000,0.833333,0.909091
continuous_0106_S4_strategy2.npz,95 -> 27 -> 51 -> 87 -> 69 -> 16 -> 1,95 -> 27 -> 51 -> 87 -> 63 -> 16 -> 1,5,2,2,0.714286,0.714286,0.714286
continuous_0107_S4_strategy2.npz,20 -> 2 -> 12 -> 89 -> 41 -> 60,20 -> 2 -> 3 -> 89 -> 41 -> 60,4,2,2,0.666667,0.666667,0.666667
continuous_0108_S4_strategy2.npz,50 -> 82 -> 6 -> 92 -> 100 -> 37,50 -> 82 -> 6 -> 100,2,2,4,0.500000,0.333333,0.400000
continuous_0109_S4_strategy2.npz,23 -> 51 -> 30 -> 13 -> 1 -> 92 -> 62,23 -> 30 -> 13 -> 92 -> 62,4,1,3,0.800000,0.571429,0.666667
continuous_0110_S4_strategy2.npz,98 -> 36 -> 77 -> 3 -> 52 -> 92 -> 44,98 -> 77 -> 3 -> 52 -> 92 -> 44,6,0,1,1.000000,0.857143,0.923077
continuous_0111_S4_strategy2.npz,43 -> 103 -> 65 -> 35 -> 26 -> 2,43 -> 65,1,1,5,0.500000,0.166667,0.250000
continuous_0112_S4_strategy2.npz,16 -> 78 -> 63 -> 0 -> 21 -> 103 -> 31,16 -> 78 -> 63 -> 0 -> 21 -> 103 -> 31,6,1,1,0.857143,0.857143,0.857143
continuous_0113_S4_strategy2.npz,80 -> 104 -> 22 -> 45 -> 17 -> 36,80 -> 22 -> 45 -> 17,2,2,4,0.500000,0.333333,0.400000
continuous_0114_S4_strategy2.npz,9 -> 25 -> 74 -> 63 -> 13 -> 96,9 -> 44 -> 63 -> 3 -> 13 -> 96,3,3,3,0.500000,0.500000,0.500000
continuous_0115_S4_strategy2.npz,44 -> 94 -> 8 -> 40 -> 28 -> 61,44 -> 94 -> 8 -> 40 -> 97 -> 61,4,2,2,0.666667,0.666667,0.666667
continuous_0116_S4_strategy2.npz,95 -> 5 -> 77 -> 28 -> 11 -> 68,95 -> 5 -> 77 -> 11,4,0,2,1.000000,0.666667,0.800000
continuous_0117_S4_strategy2.npz,48 -> 85 -> 103 -> 16 -> 69 -> 83 -> 7,48 -> 85 -> 103 -> 16 -> 69 -> 83,5,1,2,0.833333,0.714286,0.769231
continuous_0118_S4_strategy2.npz,11 -> 98 -> 64 -> 49 -> 38 -> 60 -> 2,98 -> 65 -> 49 -> 38 -> 60 -> 2,3,3,4,0.500000,0.428571,0.461538
continuous_0119_S4_strategy2.npz,43 -> 60 -> 19 -> 9 -> 94 -> 21,43 -> 60 -> 9 -> 94 -> 21,5,0,1,1.000000,0.833333,0.909091
continuous_0120_S4_strategy2.npz,7 -> 16 -> 90 -> 98 -> 81 -> 26,7 -> 16 -> 90 -> 98 -> 81,5,0,1,1.000000,0.833333,0.909091
continuous_0121_S4_strategy2.npz,71 -> 80 -> 0 -> 45 -> 16 -> 102 -> 52,71 -> 80 -> 0 -> 45 -> 16 -> 102 -> 52,7,0,0,1.000000,1.000000,1.000000
continuous_0122_S4_strategy2.npz,57 -> 81 -> 5 -> 30 -> 44 -> 68,57 -> 81 -> 85 -> 5 -> 30 -> 44,4,2,2,0.666667,0.666667,0.666667
continuous_0123_S4_strategy2.npz,42 -> 34 -> 9 -> 15 -> 67 -> 73,42 -> 34 -> 9 -> 15 -> 67 -> 73,3,3,3,0.500000,0.500000,0.500000
continuous_0124_S4_strategy2.npz,77 -> 90 -> 31 -> 28 -> 102 -> 7,77 -> 90 -> 31 -> 28 -> 102 -> 7,5,1,1,0.833333,0.833333,0.833333
continuous_0125_S4_strategy2.npz,73 -> 58 -> 47 -> 93 -> 30 -> 64,73 -> 58 -> 47 -> 93 -> 30 -> 64,6,0,0,1.000000,1.000000,1.000000
continuous_0126_S4_strategy2.npz,18 -> 5 -> 70 -> 27 -> 83 -> 86 -> 41,18 -> 5 -> 70 -> 83 -> 86 -> 41,5,1,2,0.833333,0.714286,0.769231
continuous_0127_S4_strategy2.npz,60 -> 28 -> 1 -> 39 -> 42 -> 102 -> 70,60 -> 1 -> 38 -> 102 -> 70,3,2,4,0.600000,0.428571,0.500000
continuous_0128_S4_strategy2.npz,14 -> 25 -> 38 -> 89 -> 56 -> 99,25 -> 38 -> 38 -> 89 -> 56 -> 99,4,2,2,0.666667,0.666667,0.666667
continuous_0129_S4_strategy2.npz,74 -> 94 -> 33 -> 67 -> 25 -> 8 -> 19,67 -> 74 -> 94 -> 33 -> 67 -> 21 -> 8,5,2,2,0.714286,0.714286,0.714286
continuous_0130_S4_strategy2.npz,86 -> 79 -> 58 -> 36 -> 5 -> 42,86 -> 58 -> 37 -> 5 -> 42,3,2,3,0.600000,0.500000,0.545455
continuous_0131_S4_strategy2.npz,4 -> 33 -> 68 -> 21 -> 55 -> 49 -> 72,4 -> 33 -> 20 -> 49 -> 72,4,1,3,0.800000,0.571429,0.666667
continuous_0132_S4_strategy2.npz,45 -> 68 -> 82 -> 52 -> 88 -> 33 -> 17,45 -> 82 -> 52 -> 88 -> 33 -> 17,4,2,3,0.666667,0.571429,0.615385
continuous_0133_S4_strategy2.npz,26 -> 80 -> 100 -> 66 -> 42 -> 5,80 -> 100 -> 66,0,3,6,0.000000,0.000000,0.000000
continuous_0134_S4_strategy2.npz,89 -> 3 -> 21 -> 95 -> 48 -> 69,89 -> 3 -> 21 -> 95 -> 48 -> 69,6,0,0,1.000000,1.000000,1.000000
continuous_0135_S4_strategy2.npz,65 -> 87 -> 9 -> 49 -> 97 -> 20 -> 30,65 -> 87 -> 9 -> 49 -> 97 -> 30,5,1,2,0.833333,0.714286,0.769231
continuous_0136_S4_strategy2.npz,84 -> 65 -> 56 -> 101 -> 85 -> 44,84 -> 65 -> 56 -> 101 -> 85 -> 44,6,0,0,1.000000,1.000000,1.000000
continuous_0137_S4_strategy2.npz,101 -> 50 -> 76 -> 5 -> 70 -> 14 -> 61,101 -> 76 -> 5 -> 70 -> 14 -> 61,5,1,2,0.833333,0.714286,0.769231
continuous_0138_S4_strategy2.npz,29 -> 40 -> 90 -> 14 -> 76 -> 61,40 -> 90 -> 76 -> 61,2,2,4,0.500000,0.333333,0.400000
continuous_0139_S4_strategy2.npz,55 -> 102 -> 14 -> 3 -> 42 -> 24,55 -> 102 -> 14 -> 3 -> 42 -> 24,4,2,2,0.666667,0.666667,0.666667
continuous_0140_S4_strategy2.npz,18 -> 68 -> 46 -> 57 -> 98 -> 23,18 -> 68 -> 46 -> 66 -> 98 -> 23,2,4,4,0.333333,0.333333,0.333333
continuous_0141_S4_strategy2.npz,63 -> 3 -> 82 -> 15 -> 29 -> 100,63 -> 3 -> 82 -> 100,3,1,3,0.750000,0.500000,0.600000
continuous_0142_S4_strategy2.npz,57 -> 23 -> 5 -> 85 -> 50 -> 31 -> 17,57 -> 23 -> 5 -> 85 -> 50 -> 31,6,0,1,1.000000,0.857143,0.923077
continuous_0143_S4_strategy2.npz,73 -> 86 -> 100 -> 18 -> 31 -> 47,73 -> 86 -> 100 -> 18 -> 17 -> 49 -> 47,3,4,3,0.428571,0.500000,0.461538
continuous_0144_S4_strategy2.npz,13 -> 86 -> 69 -> 24 -> 81 -> 43,13 -> 86 -> 69 -> 57 -> 24 -> 81 -> 43,4,3,2,0.571429,0.666667,0.615385
continuous_0145_S4_strategy2.npz,15 -> 94 -> 82 -> 30 -> 50 -> 29 -> 100,15 -> 94 -> 82 -> 100,4,0,3,1.000000,0.571429,0.727273
continuous_0146_S4_strategy2.npz,43 -> 88 -> 53 -> 2 -> 97 -> 80 -> 67,43 -> 88 -> 53 -> 97 -> 80,4,1,3,0.800000,0.571429,0.666667
continuous_0147_S4_strategy2.npz,8 -> 21 -> 50 -> 10 -> 101 -> 36,8 -> 21 -> 50 -> 101,2,2,4,0.500000,0.333333,0.400000
continuous_0148_S4_strategy2.npz,104 -> 92 -> 47 -> 68 -> 12 -> 28,104 -> 47 -> 68 -> 13,3,1,3,0.750000,0.500000,0.600000
continuous_0149_S4_strategy2.npz,99 -> 46 -> 78 -> 4 -> 15 -> 37,99 -> 44 -> 78 -> 4 -> 15 -> 37,4,2,2,0.666667,0.666667,0.666667
continuous_0150_S4_strategy2.npz,104 -> 13 -> 86 -> 3 -> 33 -> 62,13 -> 86 -> 3 -> 62,1,3,5,0.250000,0.166667,0.200000
continuous_0151_S4_strategy2.npz,89 -> 59 -> 96 -> 25 -> 68 -> 46,89 -> 59 -> 96 -> 25 -> 44,3,2,3,0.600000,0.500000,0.545455
continuous_0152_S4_strategy2.npz,91 -> 55 -> 20 -> 0 -> 44 -> 79 -> 64,91 -> 55 -> 0 -> 44 -> 62 -> 64,5,1,2,0.833333,0.714286,0.769231
continuous_0153_S4_strategy2.npz,18 -> 51 -> 99 -> 93 -> 67 -> 25,18 -> 51 -> 99 -> 93 -> 67 -> 63,3,3,3,0.500000,0.500000,0.500000
continuous_0154_S4_strategy2.npz,103 -> 74 -> 42 -> 40 -> 12 -> 70 -> 92,74 -> 42 -> 40 -> 3 -> 70,3,2,4,0.600000,0.428571,0.500000
