Transformer,,,,,,,,
File Name,Ground Truth Sequence,Predicted Sequence,TP,FP,FN,Precision,Recall,F1-score
continuous_0056_S4_strategy2.npz,74 -> 62 -> 91 -> 13 -> 97 -> 54 -> 3,74 -> 62 -> 91 -> 13 -> 97 -> 54 -> 3,7,0,0,100.00%,100.00%,100.00%
continuous_0057_S4_strategy2.npz,9 -> 101 -> 71 -> 45 -> 29 -> 57,9 -> 59 -> 101 -> 71 -> 45 -> 29 -> 57,6,1,0,85.71%,100.00%,92.31%
continuous_0058_S4_strategy2.npz,60 -> 7 -> 88 -> 99 -> 70 -> 10,60 -> 7 -> 88 -> 99 -> 70 -> 10,6,0,0,100.00%,100.00%,100.00%
continuous_0059_S4_strategy2.npz,20 -> 30 -> 18 -> 63 -> 4 -> 46 -> 102,20 -> 30 -> 18 -> 63 -> 4 -> 46 -> 102,5,2,2,71.43%,71.43%,71.43%
continuous_0060_S4_strategy2.npz,64 -> 19 -> 75 -> 54 -> 91,64 -> 19 -> 75 -> 54 -> 99 -> 91,5,1,0,83.33%,100.00%,90.91%
continuous_0061_S4_strategy2.npz,33 -> 61 -> 45 -> 28 -> 88 -> 82 -> 96,33 -> 61 -> 43 -> 45 -> 11 -> 28 -> 88 -> 82 -> 96,6,3,1,66.67%,85.71%,75.00%
continuous_0062_S4_strategy2.npz,95 -> 59 -> 38 -> 27 -> 5 -> 67,95 -> 59 -> 38 -> 27 -> 5 -> 67,5,1,1,83.33%,83.33%,83.33%
continuous_0063_S4_strategy2.npz,77 -> 48 -> 1 -> 14 -> 92 -> 97,77 -> 48 -> 1 -> 2 -> 14 -> 92 -> 97,4,3,2,57.14%,66.67%,61.54%
continuous_0064_S4_strategy2.npz,81 -> 4 -> 56 -> 94 -> 21 -> 65 -> 98,81 -> 4 -> 56 -> 94 -> 21 -> 65 -> 50 -> 98,6,2,1,75.00%,85.71%,80.00%
continuous_0065_S4_strategy2.npz,93 -> 75 -> 100 -> 33 -> 45 -> 55,93 -> 75 -> 7 -> 100 -> 33 -> 66 -> 45 -> 59 -> 55,4,5,2,44.44%,66.67%,53.33%
continuous_0066_S4_strategy2.npz,101 -> 25 -> 40 -> 8 -> 15 -> 43,103 -> 20 -> 25 -> 40 -> 30 -> 8 -> 15 -> 43,5,3,1,62.50%,83.33%,71.43%
continuous_0067_S4_strategy2.npz,10 -> 100 -> 2 -> 26 -> 45 -> 91,10 -> 100 -> 66 -> 2 -> 26 -> 14 -> 45 -> 91,5,3,1,62.50%,83.33%,71.43%
continuous_0068_S4_strategy2.npz,47 -> 95 -> 63 -> 88 -> 7 -> 29 -> 76,47 -> 95 -> 63 -> 88 -> 7 -> 77 -> 29 -> 76,7,1,0,87.50%,100.00%,93.33%
continuous_0069_S4_strategy2.npz,25 -> 52 -> 99 -> 5 -> 82 -> 16,25 -> 52 -> 99 -> 5 -> 82 -> 16,5,1,1,83.33%,83.33%,83.33%
continuous_0070_S4_strategy2.npz,5 -> 43 -> 19 -> 100 -> 23,5 -> 43 -> 19 -> 65 -> 100 -> 23,5,1,0,83.33%,100.00%,90.91%
continuous_0071_S4_strategy2.npz,31 -> 89 -> 60 -> 69 -> 22 -> 75 -> 96,31 -> 30 -> 89 -> 60 -> 69 -> 22 -> 75 -> 96,7,1,0,87.50%,100.00%,93.33%
continuous_0072_S4_strategy2.npz,63 -> 11 -> 83 -> 41 -> 51,63 -> 11 -> 83 -> 48 -> 41 -> 51,5,1,0,83.33%,100.00%,90.91%
continuous_0073_S4_strategy2.npz,99 -> 11 -> 73 -> 5 -> 43 -> 26,99 -> 11 -> 73 -> 5 -> 53 -> 43 -> 26,4,3,2,57.14%,66.67%,61.54%
continuous_0074_S4_strategy2.npz,49 -> 4 -> 104 -> 70 -> 35 -> 16,49 -> 20 -> 4 -> 85 -> 104 -> 103 -> 70 -> 69 -> 35 -> 41 -> 16,6,5,0,54.55%,100.00%,70.59%
continuous_0075_S4_strategy2.npz,24 -> 47 -> 9 -> 86 -> 38,24 -> 22 -> 47 -> 9 -> 59 -> 86 -> 30 -> 38,5,3,0,62.50%,100.00%,76.92%
continuous_0076_S4_strategy2.npz,48 -> 97 -> 7 -> 81 -> 34 -> 85,48 -> 97 -> 4 -> 7 -> 104 -> 81 -> 41 -> 34 -> 85,4,5,2,44.44%,66.67%,53.33%
continuous_0077_S4_strategy2.npz,55 -> 41 -> 63 -> 14 -> 9,55 -> 41 -> 63 -> 14 -> 104 -> 9,4,2,1,66.67%,80.00%,72.73%
continuous_0078_S4_strategy2.npz,33 -> 78 -> 47 -> 54 -> 5 -> 27 -> 88,33 -> 78 -> 47 -> 54 -> 5 -> 53 -> 27 -> 88,6,2,1,75.00%,85.71%,80.00%
continuous_0079_S4_strategy2.npz,80 -> 99 -> 68 -> 53 -> 20,80 -> 99 -> 68 -> 95 -> 53 -> 67 -> 20,4,3,1,57.14%,80.00%,66.67%
continuous_0080_S4_strategy2.npz,15 -> 98 -> 60 -> 67 -> 31 -> 48,15 -> 66 -> 98 -> 60 -> 67 -> 31 -> 48,5,2,1,71.43%,83.33%,76.92%
continuous_0081_S4_strategy2.npz,72 -> 41 -> 103 -> 58 -> 90,72 -> 41 -> 103 -> 58 -> 81 -> 90,4,2,1,66.67%,80.00%,72.73%
continuous_0082_S4_strategy2.npz,53 -> 73 -> 4 -> 11 -> 44 -> 100,53 -> 73 -> 20 -> 4 -> 85 -> 11 -> 14 -> 44 -> 100,3,6,3,33.33%,50.00%,40.00%
continuous_0083_S4_strategy2.npz,63 -> 60 -> 3 -> 33 -> 103 -> 19 -> 80,63 -> 60 -> 3 -> 31 -> 33 -> 30 -> 103 -> 19 -> 80,6,3,1,66.67%,85.71%,75.00%
continuous_0084_S4_strategy2.npz,32 -> 16 -> 79 -> 42 -> 98 -> 87,32 -> 16 -> 74 -> 79 -> 42 -> 98 -> 77 -> 87,6,2,0,75.00%,100.00%,85.71%
continuous_0085_S4_strategy2.npz,6 -> 90 -> 61 -> 65 -> 42 -> 20,6 -> 74 -> 90 -> 61 -> 65 -> 42 -> 20,6,1,0,85.71%,100.00%,92.31%
continuous_0086_S4_strategy2.npz,104 -> 63 -> 80 -> 49 -> 35 -> 55 -> 89,104 -> 98 -> 63 -> 80 -> 49 -> 35 -> 41 -> 55 -> 89,7,2,0,77.78%,100.00%,87.50%
continuous_0087_S4_strategy2.npz,103 -> 64 -> 59 -> 37 -> 77,103 -> 64 -> 59 -> 50 -> 37 -> 39 -> 77,5,2,0,71.43%,100.00%,83.33%
continuous_0088_S4_strategy2.npz,38 -> 93 -> 13 -> 69 -> 52 -> 6 -> 99,38 -> 30 -> 93 -> 13 -> 69 -> 52 -> 6 -> 99,6,2,1,75.00%,85.71%,80.00%
continuous_0089_S4_strategy2.npz,104 -> 52 -> 43 -> 79 -> 87,104 -> 52 -> 43 -> 59 -> 79 -> 78 -> 87,3,4,2,42.86%,60.00%,50.00%
continuous_0090_S4_strategy2.npz,49 -> 77 -> 102 -> 94 -> 3 -> 11,49 -> 77 -> 102 -> 94 -> 3 -> 11,6,0,0,100.00%,100.00%,100.00%
continuous_0091_S4_strategy2.npz,86 -> 95 -> 59 -> 84 -> 21 -> 17,86 -> 95 -> 59 -> 84 -> 21 -> 17,6,0,0,100.00%,100.00%,100.00%
continuous_0092_S4_strategy2.npz,17 -> 27 -> 60 -> 41 -> 70 -> 51,17 -> 27 -> 60 -> 41 -> 66 -> 70 -> 9 -> 51,3,5,3,37.50%,50.00%,42.86%
continuous_0093_S4_strategy2.npz,36 -> 64 -> 10 -> 87 -> 43 -> 83 -> 56,36 -> 64 -> 79 -> 10 -> 87 -> 43 -> 83 -> 56,7,1,0,87.50%,100.00%,93.33%
continuous_0094_S4_strategy2.npz,46 -> 87 -> 75 -> 0 -> 28 -> 39,46 -> 87 -> 75 -> 0 -> 28 -> 27 -> 32 -> 39,4,4,2,50.00%,66.67%,57.14%
continuous_0095_S4_strategy2.npz,51 -> 4 -> 86 -> 67 -> 78 -> 37,51 -> 14 -> 4 -> 85 -> 86 -> 67 -> 78 -> 37 -> 41,4,5,2,44.44%,66.67%,53.33%
continuous_0096_S4_strategy2.npz,59 -> 7 -> 49 -> 70 -> 28 -> 97 -> 89,59 -> 7 -> 75 -> 96 -> 49 -> 70 -> 28 -> 18 -> 97 -> 89,5,5,2,50.00%,71.43%,58.82%
continuous_0097_S4_strategy2.npz,52 -> 9 -> 47 -> 23 -> 33,52 -> 9 -> 78 -> 47 -> 24 -> 23 -> 21 -> 33,4,4,1,50.00%,80.00%,61.54%
continuous_0098_S4_strategy2.npz,57 -> 41 -> 92 -> 12 -> 64 -> 77 -> 28,57 -> 41 -> 92 -> 12 -> 64 -> 76 -> 77 -> 28,6,2,1,75.00%,85.71%,80.00%
continuous_0099_S4_strategy2.npz,77 -> 103 -> 24 -> 57 -> 49,77 -> 103 -> 66 -> 24 -> 57 -> 90 -> 49,4,3,1,57.14%,80.00%,66.67%
continuous_0100_S4_strategy2.npz,86 -> 41 -> 3 -> 61 -> 64,86 -> 41 -> 3 -> 52 -> 61 -> 64,5,1,0,83.33%,100.00%,90.91%
continuous_0101_S4_strategy2.npz,69 -> 99 -> 26 -> 81 -> 48 -> 60,69 -> 99 -> 26 -> 81 -> 48 -> 60,6,0,0,100.00%,100.00%,100.00%
continuous_0102_S4_strategy2.npz,52 -> 21 -> 2 -> 81 -> 95 -> 31 -> 17,52 -> 21 -> 29 -> 2 -> 102 -> 81 -> 95 -> 31 -> 17,6,3,1,66.67%,85.71%,75.00%
continuous_0103_S4_strategy2.npz,86 -> 32 -> 65 -> 101 -> 25,86 -> 30 -> 32 -> 53 -> 65 -> 79 -> 101 -> 15 -> 25,5,4,0,55.56%,100.00%,71.43%
continuous_0104_S4_strategy2.npz,71 -> 90 -> 13 -> 4 -> 29 -> 73,71 -> 74 -> 90 -> 13 -> 29 -> 4 -> 7 -> 29 -> 73,6,3,0,66.67%,100.00%,80.00%
continuous_0105_S4_strategy2.npz,32 -> 5 -> 60 -> 89 -> 102,32 -> 5 -> 6 -> 60 -> 89 -> 102,5,1,0,83.33%,100.00%,90.91%
continuous_0106_S4_strategy2.npz,63 -> 31 -> 86 -> 22 -> 4,63 -> 31 -> 40 -> 86 -> 22 -> 14 -> 4,4,3,1,57.14%,80.00%,66.67%
continuous_0107_S4_strategy2.npz,69 -> 92 -> 15 -> 37 -> 98,69 -> 92 -> 14 -> 15 -> 37 -> 98,4,2,1,66.67%,80.00%,72.73%
continuous_0108_S4_strategy2.npz,42 -> 65 -> 10 -> 102 -> 28 -> 0,42 -> 65 -> 10 -> 102 -> 28 -> 14 -> 0,6,1,0,85.71%,100.00%,92.31%
continuous_0109_S4_strategy2.npz,26 -> 15 -> 0 -> 57 -> 102,26 -> 15 -> 0 -> 2 -> 57 -> 67 -> 102,3,4,2,42.86%,60.00%,50.00%
continuous_0110_S4_strategy2.npz,9 -> 48 -> 74 -> 17 -> 104 -> 25 -> 31,9 -> 48 -> 31 -> 74 -> 17 -> 104 -> 25 -> 21 -> 31,7,2,0,77.78%,100.00%,87.50%
continuous_0111_S4_strategy2.npz,40 -> 101 -> 81 -> 67 -> 9 -> 53,40 -> 101 -> 66 -> 81 -> 67 -> 9 -> 53,5,2,1,71.43%,83.33%,76.92%
continuous_0112_S4_strategy2.npz,16 -> 9 -> 52 -> 100 -> 25,16 -> 9 -> 52 -> 100 -> 25,5,0,0,100.00%,100.00%,100.00%
continuous_0113_S4_strategy2.npz,89 -> 16 -> 102 -> 69 -> 60 -> 7,89 -> 16 -> 102 -> 69 -> 60 -> 7,6,0,0,100.00%,100.00%,100.00%
continuous_0114_S4_strategy2.npz,104 -> 37 -> 61 -> 81 -> 62,104 -> 32 -> 61 -> 81 -> 62,3,2,2,60.00%,60.00%,60.00%
continuous_0115_S4_strategy2.npz,21 -> 58 -> 38 -> 91 -> 9 -> 49 -> 103,21 -> 58 -> 32 -> 38 -> 80 -> 91 -> 9 -> 49 -> 103,7,2,0,77.78%,100.00%,87.50%
continuous_0116_S4_strategy2.npz,93 -> 8 -> 97 -> 56 -> 77,93 -> 8 -> 97 -> 56 -> 77,5,0,0,100.00%,100.00%,100.00%
continuous_0117_S4_strategy2.npz,88 -> 96 -> 2 -> 19 -> 26 -> 83 -> 44,88 -> 96 -> 2 -> 42 -> 43 -> 19 -> 26 -> 83 -> 44,7,2,0,77.78%,100.00%,87.50%
continuous_0118_S4_strategy2.npz,3 -> 16 -> 82 -> 54 -> 45 -> 36 -> 94,3 -> 14 -> 16 -> 82 -> 54 -> 45 -> 36 -> 37 -> 94,7,2,0,77.78%,100.00%,87.50%
continuous_0119_S4_strategy2.npz,79 -> 2 -> 85 -> 12 -> 33 -> 57 -> 43,79 -> 2 -> 85 -> 7 -> 12 -> 33 -> 57 -> 43,7,1,0,87.50%,100.00%,93.33%
continuous_0120_S4_strategy2.npz,80 -> 23 -> 16 -> 70 -> 61 -> 88,80 -> 23 -> 16 -> 81 -> 70 -> 61 -> 53 -> 88,5,3,1,62.50%,83.33%,71.43%
continuous_0121_S4_strategy2.npz,97 -> 8 -> 15 -> 32 -> 25,97 -> 8 -> 57 -> 15 -> 32 -> 42 -> 25,3,4,2,42.86%,60.00%,50.00%
continuous_0122_S4_strategy2.npz,43 -> 32 -> 2 -> 24 -> 89 -> 16,43 -> 19 -> 32 -> 2 -> 24 -> 22 -> 89 -> 16,5,3,1,62.50%,83.33%,71.43%
continuous_0123_S4_strategy2.npz,15 -> 79 -> 31 -> 66 -> 0,15 -> 79 -> 31 -> 66 -> 0,5,0,0,100.00%,100.00%,100.00%
continuous_0124_S4_strategy2.npz,102 -> 55 -> 6 -> 39 -> 66 -> 16,102 -> 55 -> 6 -> 39 -> 66 -> 16,6,0,0,100.00%,100.00%,100.00%
continuous_0125_S4_strategy2.npz,101 -> 56 -> 8 -> 11 -> 69 -> 35 -> 87,101 -> 56 -> 8 -> 11 -> 69 -> 35 -> 87,7,0,0,100.00%,100.00%,100.00%
continuous_0126_S4_strategy2.npz,89 -> 25 -> 65 -> 49 -> 3 -> 39 -> 98,89 -> 25 -> 14 -> 65 -> 79 -> 49 -> 3 -> 28 -> 39 -> 98,5,5,2,50.00%,71.43%,58.82%
continuous_0127_S4_strategy2.npz,39 -> 71 -> 9 -> 87 -> 42,39 -> 34 -> 23 -> 71 -> 9 -> 87 -> 42,5,2,0,71.43%,100.00%,83.33%
continuous_0128_S4_strategy2.npz,104 -> 15 -> 47 -> 20 -> 60,104 -> 15 -> 47 -> 20 -> 60,5,0,0,100.00%,100.00%,100.00%
continuous_0129_S4_strategy2.npz,46 -> 83 -> 17 -> 71 -> 22 -> 33 -> 99,46 -> 28 -> 83 -> 14 -> 17 -> 66 -> 71 -> 22 -> 21 -> 33 -> 99,4,7,3,36.36%,57.14%,44.44%
continuous_0130_S4_strategy2.npz,85 -> 56 -> 23 -> 102 -> 69 -> 75,85 -> 56 -> 23 -> 102 -> 81 -> 69 -> 75,4,3,2,57.14%,66.67%,61.54%
continuous_0131_S4_strategy2.npz,74 -> 7 -> 99 -> 85 -> 42 -> 64 -> 24,74 -> 7 -> 99 -> 85 -> 42 -> 64 -> 24,7,0,0,100.00%,100.00%,100.00%
continuous_0132_S4_strategy2.npz,62 -> 34 -> 90 -> 17 -> 44,62 -> 34 -> 74 -> 90 -> 93 -> 17 -> 44,5,2,0,71.43%,100.00%,83.33%
continuous_0133_S4_strategy2.npz,6 -> 71 -> 40 -> 75 -> 99 -> 27,6 -> 71 -> 40 -> 75 -> 99 -> 27,6,0,0,100.00%,100.00%,100.00%
continuous_0134_S4_strategy2.npz,31 -> 97 -> 61 -> 73 -> 62 -> 22 -> 93,31 -> 97 -> 61 -> 73 -> 62 -> 14 -> 22 -> 93,6,2,1,75.00%,85.71%,80.00%
continuous_0135_S4_strategy2.npz,63 -> 52 -> 28 -> 11 -> 84,63 -> 52 -> 28 -> 14 -> 11 -> 84,3,3,2,50.00%,60.00%,54.55%
continuous_0136_S4_strategy2.npz,11 -> 56 -> 85 -> 42 -> 21 -> 32 -> 69,11 -> 56 -> 85 -> 42 -> 21 -> 53 -> 32 -> 69,5,3,2,62.50%,71.43%,66.67%
continuous_0137_S4_strategy2.npz,62 -> 100 -> 94 -> 29 -> 35 -> 17 -> 61,62 -> 100 -> 94 -> 29 -> 35 -> 17 -> 61,6,1,1,85.71%,85.71%,85.71%
continuous_0138_S4_strategy2.npz,10 -> 103 -> 22 -> 82 -> 0 -> 30,10 -> 103 -> 22 -> 34 -> 82 -> 0 -> 74 -> 30,5,3,1,62.50%,83.33%,71.43%
continuous_0139_S4_strategy2.npz,99 -> 92 -> 67 -> 57 -> 25 -> 13 -> 49,99 -> 92 -> 67 -> 2 -> 57 -> 25 -> 21 -> 13 -> 49,5,4,2,55.56%,71.43%,62.50%
