Transformer,,,,,,,,
File Name,Ground Truth Sequence,Predicted Sequence,TP,FP,FN,Precision,Recall,F1-score
continuous_0014_S4_strategy2.npz,6 -> 8 -> 0 -> 4 -> 1 -> 3 -> 2,6 -> 8 -> 0 -> 4 -> 1 -> 3 -> 2,7,0,0,100.00%,100.00%,100.00%
continuous_0015_S4_strategy2.npz,0 -> 8 -> 9 -> 3 -> 4 -> 5,0 -> 8 -> 9 -> 3 -> 4 -> 5,6,0,0,100.00%,100.00%,100.00%
continuous_0016_S4_strategy2.npz,8 -> 2 -> 7 -> 9 -> 4,8 -> 4 -> 2 -> 7 -> 7 -> 9 -> 4,5,2,0,71.43%,100.00%,83.33%
continuous_0017_S4_strategy2.npz,8 -> 3 -> 9 -> 5 -> 4 -> 0 -> 6,8 -> 9 -> 3 -> 7 -> 5 -> 5 -> 4 -> 7 -> 0 -> 6,6,4,1,60.00%,85.71%,70.59%
continuous_0018_S4_strategy2.npz,0 -> 5 -> 6 -> 8 -> 1 -> 7 -> 3,0 -> 5 -> 9 -> 6 -> 1 -> 8 -> 1 -> 7 -> 3 -> 3,5,5,2,50.00%,71.43%,58.82%
continuous_0019_S4_strategy2.npz,2 -> 7 -> 4 -> 6 -> 3 -> 5,2 -> 2 -> 7 -> 4 -> 6 -> 6 -> 3 -> 5,6,2,0,75.00%,100.00%,85.71%
continuous_0020_S4_strategy2.npz,6 -> 8 -> 5 -> 1 -> 3,6 -> 8 -> 5 -> 1 -> 3,5,0,0,100.00%,100.00%,100.00%
continuous_0021_S4_strategy2.npz,1 -> 9 -> 6 -> 7 -> 5,1 -> 9 -> 6 -> 7 -> 5,4,1,1,80.00%,80.00%,80.00%
continuous_0022_S4_strategy2.npz,7 -> 3 -> 0 -> 4 -> 6,7 -> 3 -> 0 -> 4 -> 6 -> 6,5,1,0,83.33%,100.00%,90.91%
continuous_0023_S4_strategy2.npz,7 -> 6 -> 3 -> 9 -> 2,7 -> 6 -> 3 -> 3 -> 9 -> 2,4,2,1,66.67%,80.00%,72.73%
continuous_0024_S4_strategy2.npz,6 -> 4 -> 0 -> 2 -> 3 -> 8,6 -> 4 -> 5 -> 0 -> 2 -> 3 -> 3 -> 8,5,3,1,62.50%,83.33%,71.43%
continuous_0025_S4_strategy2.npz,0 -> 7 -> 8 -> 5 -> 2 -> 3,0 -> 5 -> 7 -> 8 -> 5 -> 2 -> 7 -> 3,5,3,1,62.50%,83.33%,71.43%
continuous_0026_S4_strategy2.npz,2 -> 4 -> 0 -> 1 -> 8,2 -> 4 -> 2 -> 0 -> 1 -> 7 -> 8,4,3,1,57.14%,80.00%,66.67%
continuous_0027_S4_strategy2.npz,3 -> 5 -> 9 -> 4 -> 2 -> 0 -> 1,3 -> 5 -> 9 -> 4 -> 2 -> 2 -> 0 -> 1,5,3,2,62.50%,71.43%,66.67%
continuous_0028_S4_strategy2.npz,7 -> 0 -> 5 -> 6 -> 4,7 -> 0 -> 5 -> 6 -> 4,5,0,0,100.00%,100.00%,100.00%
continuous_0029_S4_strategy2.npz,2 -> 4 -> 1 -> 3 -> 8,2 -> 4 -> 1 -> 3 -> 3 -> 8,5,1,0,83.33%,100.00%,90.91%
continuous_0030_S4_strategy2.npz,9 -> 8 -> 4 -> 7 -> 5,9 -> 8 -> 4 -> 5 -> 6 -> 7 -> 5,3,4,2,42.86%,60.00%,50.00%
continuous_0031_S4_strategy2.npz,1 -> 0 -> 7 -> 2 -> 6 -> 9 -> 4,1 -> 7 -> 0 -> 0 -> 7 -> 2 -> 0 -> 6 -> 9 -> 4,5,5,2,50.00%,71.43%,58.82%
continuous_0032_S4_strategy2.npz,7 -> 0 -> 8 -> 2 -> 4,7 -> 0 -> 8 -> 2 -> 4,5,0,0,100.00%,100.00%,100.00%
continuous_0033_S4_strategy2.npz,2 -> 5 -> 4 -> 9 -> 1,2 -> 5 -> 4 -> 9 -> 6 -> 1,4,2,1,66.67%,80.00%,72.73%
continuous_0034_S4_strategy2.npz,0 -> 1 -> 6 -> 2 -> 8,0 -> 1 -> 2 -> 6 -> 6 -> 2 -> 8,4,3,1,57.14%,80.00%,66.67%
continuous_0035_S4_strategy2.npz,2 -> 0 -> 1 -> 4 -> 5,2 -> 0 -> 1 -> 4 -> 5,4,1,1,80.00%,80.00%,80.00%
continuous_0036_S4_strategy2.npz,0 -> 2 -> 1 -> 6 -> 9 -> 8 -> 3,0 -> 2 -> 2 -> 1 -> 9 -> 6 -> 9 -> 8 -> 3,7,2,0,77.78%,100.00%,87.50%
continuous_0037_S4_strategy2.npz,2 -> 6 -> 0 -> 7 -> 3 -> 1,2 -> 6 -> 0 -> 3 -> 7 -> 3 -> 3 -> 1,6,2,0,75.00%,100.00%,85.71%
continuous_0038_S4_strategy2.npz,7 -> 2 -> 0 -> 3 -> 9,7 -> 7 -> 0 -> 3 -> 9,4,1,1,80.00%,80.00%,80.00%
continuous_0039_S4_strategy2.npz,0 -> 6 -> 2 -> 1 -> 8 -> 5 -> 9,0 -> 5 -> 6 -> 2 -> 1 -> 8 -> 5 -> 9,5,3,2,62.50%,71.43%,66.67%
continuous_0040_S4_strategy2.npz,6 -> 7 -> 4 -> 3 -> 5 -> 1,6 -> 9 -> 7 -> 4 -> 3 -> 5 -> 5 -> 1,6,2,0,75.00%,100.00%,85.71%
continuous_0041_S4_strategy2.npz,6 -> 1 -> 4 -> 2 -> 5 -> 0,6 -> 1 -> 2 -> 4 -> 2 -> 5 -> 5 -> 0,5,3,1,62.50%,83.33%,71.43%
continuous_0042_S4_strategy2.npz,1 -> 6 -> 3 -> 2 -> 4 -> 5,1 -> 6 -> 3 -> 2 -> 4 -> 5,6,0,0,100.00%,100.00%,100.00%
continuous_0043_S4_strategy2.npz,4 -> 9 -> 3 -> 7 -> 6 -> 5,4 -> 2 -> 9 -> 3 -> 7 -> 6 -> 6 -> 6 -> 5,5,4,1,55.56%,83.33%,66.67%
continuous_0044_S4_strategy2.npz,8 -> 6 -> 3 -> 0 -> 1 -> 5 -> 7,8 -> 6 -> 3 -> 0 -> 1 -> 5 -> 7,6,1,1,85.71%,85.71%,85.71%
continuous_0045_S4_strategy2.npz,8 -> 5 -> 3 -> 6 -> 4 -> 0 -> 1,8 -> 5 -> 3 -> 6 -> 6 -> 4 -> 0 -> 0 -> 1,4,5,3,44.44%,57.14%,50.00%
continuous_0046_S4_strategy2.npz,6 -> 0 -> 9 -> 8 -> 7 -> 1 -> 4,6 -> 0 -> 9 -> 7 -> 8 -> 7 -> 7 -> 1 -> 4,6,3,1,66.67%,85.71%,75.00%
continuous_0047_S4_strategy2.npz,8 -> 7 -> 3 -> 1 -> 9,8 -> 3 -> 7 -> 3 -> 1 -> 9,5,1,0,83.33%,100.00%,90.91%
continuous_0048_S4_strategy2.npz,7 -> 9 -> 1 -> 2 -> 3 -> 8 -> 5,7 -> 9 -> 1 -> 2 -> 3 -> 7 -> 5,5,2,2,71.43%,71.43%,71.43%
continuous_0049_S4_strategy2.npz,3 -> 9 -> 2 -> 4 -> 6,3 -> 9 -> 2 -> 4 -> 4 -> 9 -> 6,4,3,1,57.14%,80.00%,66.67%
continuous_0050_S4_strategy2.npz,6 -> 2 -> 7 -> 3 -> 0,6 -> 5 -> 2 -> 7 -> 3 -> 5 -> 0,5,2,0,71.43%,100.00%,83.33%
continuous_0051_S4_strategy2.npz,6 -> 3 -> 0 -> 9 -> 8 -> 4,6 -> 3 -> 3 -> 0 -> 6 -> 7 -> 9 -> 8 -> 8 -> 4,5,5,1,50.00%,83.33%,62.50%
continuous_0052_S4_strategy2.npz,1 -> 3 -> 9 -> 6 -> 2 -> 7,1 -> 3 -> 3 -> 9 -> 6 -> 2 -> 7,6,1,0,85.71%,100.00%,92.31%
continuous_0053_S4_strategy2.npz,7 -> 2 -> 0 -> 6 -> 5 -> 4 -> 1,7 -> 2 -> 0 -> 6 -> 1 -> 5 -> 4 -> 1,5,3,2,62.50%,71.43%,66.67%
continuous_0054_S4_strategy2.npz,7 -> 3 -> 8 -> 2 -> 0,7 -> 3 -> 8 -> 6 -> 2 -> 1 -> 0,2,5,3,28.57%,40.00%,33.33%
continuous_0055_S4_strategy2.npz,9 -> 2 -> 4 -> 3 -> 0 -> 6,9 -> 2 -> 4 -> 3 -> 0 -> 5 -> 6,4,3,2,57.14%,66.67%,61.54%
continuous_0056_S4_strategy2.npz,7 -> 6 -> 8 -> 1 -> 9 -> 5 -> 0,7 -> 6 -> 8 -> 1 -> 9 -> 5 -> 0,7,0,0,100.00%,100.00%,100.00%
continuous_0057_S4_strategy2.npz,0 -> 9 -> 6 -> 4 -> 2 -> 5,0 -> 5 -> 9 -> 6 -> 4 -> 2 -> 5,6,1,0,85.71%,100.00%,92.31%
continuous_0058_S4_strategy2.npz,5 -> 0 -> 8 -> 9 -> 6 -> 1,5 -> 0 -> 8 -> 9 -> 6 -> 1,6,0,0,100.00%,100.00%,100.00%
continuous_0059_S4_strategy2.npz,2 -> 3 -> 1 -> 6 -> 0 -> 4 -> 9,2 -> 3 -> 1 -> 6 -> 0 -> 2 -> 9,4,3,3,57.14%,57.14%,57.14%
continuous_0060_S4_strategy2.npz,6 -> 1 -> 7 -> 5 -> 8,6 -> 1 -> 7 -> 5 -> 9 -> 8,5,1,0,83.33%,100.00%,90.91%
continuous_0061_S4_strategy2.npz,3 -> 5 -> 4 -> 2 -> 8 -> 7 -> 9,3 -> 5 -> 4 -> 4 -> 1 -> 2 -> 8 -> 7 -> 9,6,3,1,66.67%,85.71%,75.00%
continuous_0062_S4_strategy2.npz,9 -> 5 -> 3 -> 2 -> 0 -> 6,9 -> 5 -> 3 -> 2 -> 0 -> 6,5,1,1,83.33%,83.33%,83.33%
continuous_0063_S4_strategy2.npz,7 -> 4 -> 0 -> 1 -> 8 -> 9,7 -> 7 -> 0 -> 0 -> 1 -> 8 -> 9,4,3,2,57.14%,66.67%,61.54%
continuous_0064_S4_strategy2.npz,7 -> 0 -> 5 -> 8 -> 2 -> 6 -> 9,7 -> 0 -> 5 -> 8 -> 2 -> 6 -> 4 -> 7,5,3,2,62.50%,71.43%,66.67%
continuous_0065_S4_strategy2.npz,8 -> 7 -> 9 -> 3 -> 4 -> 5,8 -> 7 -> 0 -> 9 -> 3 -> 6 -> 4 -> 5 -> 5,4,5,2,44.44%,66.67%,53.33%
continuous_0066_S4_strategy2.npz,9 -> 2 -> 3 -> 0 -> 1 -> 4,9 -> 2 -> 2 -> 3 -> 6 -> 0 -> 1 -> 4,5,3,1,62.50%,83.33%,71.43%
continuous_0067_S4_strategy2.npz,1 -> 9 -> 0 -> 2 -> 4 -> 8,1 -> 9 -> 6 -> 0 -> 2 -> 1 -> 4 -> 8,5,3,1,62.50%,83.33%,71.43%
continuous_0068_S4_strategy2.npz,4 -> 9 -> 6 -> 8 -> 0 -> 2 -> 7,4 -> 9 -> 6 -> 8 -> 0 -> 7 -> 2 -> 7,7,1,0,87.50%,100.00%,93.33%
continuous_0069_S4_strategy2.npz,2 -> 5 -> 9 -> 0 -> 7 -> 1,2 -> 5 -> 9 -> 0 -> 7 -> 1,5,1,1,83.33%,83.33%,83.33%
continuous_0070_S4_strategy2.npz,0 -> 4 -> 1 -> 9 -> 2,0 -> 4 -> 1 -> 6 -> 9 -> 2,5,1,0,83.33%,100.00%,90.91%
continuous_0071_S4_strategy2.npz,3 -> 8 -> 5 -> 6 -> 2 -> 7 -> 9,3 -> 3 -> 8 -> 5 -> 6 -> 2 -> 7 -> 9,7,1,0,87.50%,100.00%,93.33%
continuous_0072_S4_strategy2.npz,6 -> 1 -> 7 -> 3 -> 4,6 -> 1 -> 7 -> 1 -> 3 -> 4,5,1,0,83.33%,100.00%,90.91%
continuous_0073_S4_strategy2.npz,9 -> 1 -> 7 -> 0 -> 4 -> 2,9 -> 1 -> 7 -> 0 -> 5 -> 4 -> 2,4,3,2,57.14%,66.67%,61.54%
continuous_0074_S4_strategy2.npz,4 -> 0 -> 9 -> 6 -> 3 -> 1,4 -> 2 -> 0 -> 8 -> 9 -> 7 -> 6 -> 6 -> 3 -> 3 -> 1,6,5,0,54.55%,100.00%,70.59%
continuous_0075_S4_strategy2.npz,2 -> 4 -> 0 -> 8 -> 3,2 -> 2 -> 4 -> 0 -> 5 -> 8 -> 3 -> 3,5,3,0,62.50%,100.00%,76.92%
continuous_0076_S4_strategy2.npz,4 -> 9 -> 0 -> 7 -> 3 -> 8,4 -> 9 -> 0 -> 0 -> 9 -> 7 -> 3 -> 3 -> 8,4,5,2,44.44%,66.67%,53.33%
continuous_0077_S4_strategy2.npz,5 -> 3 -> 6 -> 1 -> 0,5 -> 3 -> 6 -> 1 -> 7 -> 0,4,2,1,66.67%,80.00%,72.73%
continuous_0078_S4_strategy2.npz,3 -> 7 -> 4 -> 5 -> 0 -> 2 -> 8,3 -> 7 -> 4 -> 5 -> 0 -> 5 -> 2 -> 8,6,2,1,75.00%,85.71%,80.00%
continuous_0079_S4_strategy2.npz,7 -> 9 -> 6 -> 5 -> 2,7 -> 9 -> 6 -> 6 -> 5 -> 6 -> 2,4,3,1,57.14%,80.00%,66.67%
continuous_0080_S4_strategy2.npz,1 -> 9 -> 5 -> 6 -> 3 -> 4,1 -> 6 -> 9 -> 5 -> 6 -> 3 -> 4,5,2,1,71.43%,83.33%,76.92%
continuous_0081_S4_strategy2.npz,7 -> 3 -> 9 -> 5 -> 8,7 -> 3 -> 9 -> 5 -> 7 -> 8,4,2,1,66.67%,80.00%,72.73%
continuous_0082_S4_strategy2.npz,5 -> 7 -> 0 -> 1 -> 4 -> 9,5 -> 7 -> 2 -> 0 -> 8 -> 1 -> 1 -> 4 -> 9,3,6,3,33.33%,50.00%,40.00%
continuous_0083_S4_strategy2.npz,6 -> 5 -> 0 -> 3 -> 9 -> 1 -> 7,6 -> 5 -> 0 -> 3 -> 3 -> 6 -> 9 -> 1 -> 7,6,3,1,66.67%,85.71%,75.00%
continuous_0084_S4_strategy2.npz,3 -> 1 -> 7 -> 4 -> 9 -> 8,3 -> 1 -> 7 -> 7 -> 4 -> 9 -> 7 -> 8,6,2,0,75.00%,100.00%,85.71%
continuous_0085_S4_strategy2.npz,0 -> 8 -> 5 -> 6 -> 4 -> 2,0 -> 7 -> 8 -> 5 -> 6 -> 4 -> 2,6,1,0,85.71%,100.00%,92.31%
continuous_0086_S4_strategy2.npz,9 -> 6 -> 7 -> 4 -> 3 -> 5 -> 8,9 -> 9 -> 6 -> 7 -> 4 -> 3 -> 1 -> 5 -> 8,7,2,0,77.78%,100.00%,87.50%
continuous_0087_S4_strategy2.npz,9 -> 6 -> 5 -> 3 -> 7,9 -> 6 -> 5 -> 4 -> 3 -> 3 -> 7,5,2,0,71.43%,100.00%,83.33%
continuous_0088_S4_strategy2.npz,3 -> 8 -> 1 -> 6 -> 5 -> 0 -> 9,3 -> 3 -> 8 -> 1 -> 6 -> 5 -> 0 -> 9,6,2,1,75.00%,85.71%,80.00%
continuous_0089_S4_strategy2.npz,9 -> 5 -> 4 -> 7 -> 8,9 -> 5 -> 4 -> 5 -> 7 -> 7 -> 8,3,4,2,42.86%,60.00%,50.00%
continuous_0090_S4_strategy2.npz,4 -> 7 -> 9 -> 8 -> 0 -> 1,4 -> 7 -> 9 -> 8 -> 0 -> 1,6,0,0,100.00%,100.00%,100.00%
continuous_0091_S4_strategy2.npz,8 -> 9 -> 5 -> 7 -> 2 -> 1,8 -> 9 -> 5 -> 7 -> 2 -> 1,6,0,0,100.00%,100.00%,100.00%
continuous_0092_S4_strategy2.npz,1 -> 2 -> 5 -> 3 -> 6 -> 4,1 -> 2 -> 5 -> 3 -> 6 -> 6 -> 0 -> 4,3,5,3,37.50%,50.00%,42.86%
continuous_0093_S4_strategy2.npz,3 -> 6 -> 1 -> 8 -> 4 -> 7 -> 5,3 -> 6 -> 5 -> 1 -> 8 -> 4 -> 7 -> 5,7,1,0,87.50%,100.00%,93.33%
continuous_0094_S4_strategy2.npz,4 -> 8 -> 7 -> 0 -> 2 -> 3,4 -> 8 -> 7 -> 0 -> 2 -> 2 -> 3 -> 3,4,4,2,50.00%,66.67%,57.14%
continuous_0095_S4_strategy2.npz,4 -> 0 -> 8 -> 6 -> 7 -> 3,4 -> 1 -> 0 -> 8 -> 8 -> 6 -> 7 -> 3 -> 3,4,5,2,44.44%,66.67%,53.33%
continuous_0096_S4_strategy2.npz,5 -> 0 -> 4 -> 6 -> 2 -> 9 -> 8,5 -> 0 -> 7 -> 9 -> 4 -> 6 -> 2 -> 1 -> 9 -> 8,5,5,2,50.00%,71.43%,58.82%
continuous_0097_S4_strategy2.npz,5 -> 0 -> 4 -> 2 -> 3,5 -> 0 -> 7 -> 4 -> 2 -> 2 -> 2 -> 3,4,4,1,50.00%,80.00%,61.54%
continuous_0098_S4_strategy2.npz,5 -> 3 -> 8 -> 1 -> 6 -> 7 -> 2,5 -> 3 -> 8 -> 1 -> 6 -> 7 -> 7 -> 2,6,2,1,75.00%,85.71%,80.00%
continuous_0099_S4_strategy2.npz,7 -> 9 -> 2 -> 5 -> 4,7 -> 9 -> 6 -> 2 -> 5 -> 0 -> 4,4,3,1,57.14%,80.00%,66.67%
continuous_0100_S4_strategy2.npz,8 -> 3 -> 0 -> 5 -> 6,8 -> 3 -> 0 -> 5 -> 5 -> 6,5,1,0,83.33%,100.00%,90.91%
continuous_0101_S4_strategy2.npz,6 -> 9 -> 2 -> 7 -> 4 -> 5,6 -> 9 -> 2 -> 7 -> 4 -> 5,6,0,0,100.00%,100.00%,100.00%
continuous_0102_S4_strategy2.npz,5 -> 2 -> 0 -> 7 -> 9 -> 3 -> 1,5 -> 2 -> 2 -> 0 -> 9 -> 7 -> 9 -> 3 -> 1,6,3,1,66.67%,85.71%,75.00%
continuous_0103_S4_strategy2.npz,8 -> 3 -> 6 -> 9 -> 2,8 -> 3 -> 3 -> 5 -> 6 -> 1 -> 9 -> 1 -> 2,5,4,0,55.56%,100.00%,71.43%
continuous_0104_S4_strategy2.npz,6 -> 8 -> 1 -> 0 -> 2 -> 7,6 -> 7 -> 8 -> 1 -> 2 -> 0 -> 0 -> 2 -> 7,6,3,0,66.67%,100.00%,80.00%
continuous_0105_S4_strategy2.npz,3 -> 0 -> 5 -> 8 -> 9,3 -> 0 -> 6 -> 5 -> 8 -> 9,5,1,0,83.33%,100.00%,90.91%
continuous_0106_S4_strategy2.npz,6 -> 3 -> 8 -> 2 -> 0,6 -> 3 -> 3 -> 8 -> 2 -> 1 -> 0,4,3,1,57.14%,80.00%,66.67%
continuous_0107_S4_strategy2.npz,6 -> 8 -> 1 -> 3 -> 9,6 -> 8 -> 1 -> 1 -> 3 -> 7,3,3,2,50.00%,60.00%,54.55%
continuous_0108_S4_strategy2.npz,4 -> 6 -> 1 -> 9 -> 2 -> 0,4 -> 6 -> 1 -> 9 -> 2 -> 1 -> 0,6,1,0,85.71%,100.00%,92.31%
continuous_0109_S4_strategy2.npz,2 -> 1 -> 0 -> 5 -> 9,2 -> 1 -> 0 -> 0 -> 5 -> 6 -> 9,3,4,2,42.86%,60.00%,50.00%
continuous_0110_S4_strategy2.npz,0 -> 4 -> 7 -> 1 -> 9 -> 2 -> 3,0 -> 4 -> 3 -> 7 -> 1 -> 9 -> 2 -> 2 -> 3,7,2,0,77.78%,100.00%,87.50%
continuous_0111_S4_strategy2.npz,3 -> 9 -> 7 -> 6 -> 0 -> 5,3 -> 9 -> 6 -> 7 -> 6 -> 6 -> 5,4,3,2,57.14%,66.67%,61.54%
continuous_0112_S4_strategy2.npz,1 -> 0 -> 5 -> 9 -> 2,1 -> 0 -> 5 -> 9 -> 2,5,0,0,100.00%,100.00%,100.00%
continuous_0113_S4_strategy2.npz,8 -> 1 -> 9 -> 6 -> 5 -> 0,8 -> 1 -> 9 -> 6 -> 5 -> 0,6,0,0,100.00%,100.00%,100.00%
continuous_0114_S4_strategy2.npz,9 -> 3 -> 5 -> 7 -> 6,9 -> 3 -> 5 -> 7 -> 6,3,2,2,60.00%,60.00%,60.00%
continuous_0115_S4_strategy2.npz,2 -> 5 -> 3 -> 8 -> 0 -> 4 -> 9,2 -> 5 -> 3 -> 3 -> 7 -> 8 -> 0 -> 4 -> 9,7,2,0,77.78%,100.00%,87.50%
continuous_0116_S4_strategy2.npz,8 -> 0 -> 9 -> 5 -> 7,8 -> 0 -> 9 -> 5 -> 7,5,0,0,100.00%,100.00%,100.00%
continuous_0117_S4_strategy2.npz,8 -> 9 -> 0 -> 1 -> 2 -> 7 -> 4,8 -> 9 -> 0 -> 9 -> 4 -> 1 -> 2 -> 7 -> 4,7,2,0,77.78%,100.00%,87.50%
continuous_0118_S4_strategy2.npz,0 -> 1 -> 7 -> 5 -> 4 -> 3 -> 8,0 -> 1 -> 1 -> 7 -> 5 -> 4 -> 3 -> 3 -> 8,7,2,0,77.78%,100.00%,87.50%
continuous_0119_S4_strategy2.npz,7 -> 0 -> 8 -> 1 -> 3 -> 5 -> 4,7 -> 9 -> 8 -> 0 -> 1 -> 3 -> 5 -> 4,6,2,1,75.00%,85.71%,80.00%
continuous_0120_S4_strategy2.npz,7 -> 2 -> 1 -> 6 -> 5 -> 8,7 -> 2 -> 1 -> 7 -> 6 -> 5 -> 5 -> 8,5,3,1,62.50%,83.33%,71.43%
continuous_0121_S4_strategy2.npz,9 -> 0 -> 1 -> 3 -> 2,9 -> 0 -> 0 -> 1 -> 5 -> 4 -> 2,3,4,2,42.86%,60.00%,50.00%
continuous_0122_S4_strategy2.npz,4 -> 3 -> 0 -> 2 -> 8 -> 1,4 -> 1 -> 3 -> 0 -> 2 -> 2 -> 8 -> 1,5,3,1,62.50%,83.33%,71.43%
continuous_0123_S4_strategy2.npz,1 -> 7 -> 3 -> 6 -> 0,1 -> 7 -> 3 -> 6 -> 0,5,0,0,100.00%,100.00%,100.00%
continuous_0124_S4_strategy2.npz,9 -> 5 -> 0 -> 3 -> 6 -> 1,9 -> 5 -> 0 -> 3 -> 6 -> 1,6,0,0,100.00%,100.00%,100.00%
continuous_0125_S4_strategy2.npz,9 -> 5 -> 0 -> 1 -> 6 -> 3 -> 8,9 -> 5 -> 0 -> 1 -> 6 -> 3 -> 8,7,0,0,100.00%,100.00%,100.00%
continuous_0126_S4_strategy2.npz,8 -> 2 -> 6 -> 4 -> 0 -> 3 -> 9,8 -> 2 -> 1 -> 6 -> 1 -> 4 -> 0 -> 2 -> 3 -> 9,5,5,2,50.00%,71.43%,58.82%
continuous_0127_S4_strategy2.npz,3 -> 6 -> 0 -> 8 -> 4,3 -> 3 -> 2 -> 6 -> 0 -> 8 -> 4,5,2,0,71.43%,100.00%,83.33%
continuous_0128_S4_strategy2.npz,9 -> 1 -> 4 -> 2 -> 5,9 -> 1 -> 4 -> 1 -> 5,4,1,1,80.00%,80.00%,80.00%
continuous_0129_S4_strategy2.npz,4 -> 7 -> 1 -> 6 -> 2 -> 3 -> 9,4 -> 2 -> 7 -> 1 -> 1 -> 6 -> 6 -> 2 -> 2 -> 3 -> 9,4,7,3,36.36%,57.14%,44.44%
continuous_0130_S4_strategy2.npz,8 -> 5 -> 2 -> 9 -> 6 -> 7,8 -> 5 -> 2 -> 9 -> 9 -> 6 -> 7,4,3,2,57.14%,66.67%,61.54%
continuous_0131_S4_strategy2.npz,7 -> 0 -> 9 -> 8 -> 4 -> 6 -> 2,7 -> 0 -> 9 -> 8 -> 4 -> 6 -> 2,7,0,0,100.00%,100.00%,100.00%
continuous_0132_S4_strategy2.npz,6 -> 3 -> 8 -> 1 -> 4,6 -> 3 -> 7 -> 8 -> 8 -> 1 -> 4,5,2,0,71.43%,100.00%,83.33%
continuous_0133_S4_strategy2.npz,0 -> 6 -> 3 -> 7 -> 9 -> 2,0 -> 6 -> 3 -> 7 -> 9 -> 2,6,0,0,100.00%,100.00%,100.00%
continuous_0134_S4_strategy2.npz,3 -> 9 -> 5 -> 7 -> 6 -> 2 -> 8,3 -> 9 -> 5 -> 7 -> 6 -> 1 -> 2 -> 8,6,2,1,75.00%,85.71%,80.00%
continuous_0135_S4_strategy2.npz,6 -> 5 -> 2 -> 1 -> 7,6 -> 5 -> 2 -> 1 -> 1 -> 7,3,3,2,50.00%,60.00%,54.55%
continuous_0136_S4_strategy2.npz,1 -> 5 -> 8 -> 4 -> 2 -> 3 -> 6,1 -> 5 -> 8 -> 4 -> 2 -> 5 -> 3 -> 6,5,3,2,62.50%,71.43%,66.67%
continuous_0137_S4_strategy2.npz,6 -> 9 -> 8 -> 2 -> 3 -> 1 -> 5,6 -> 9 -> 8 -> 2 -> 3 -> 1 -> 5,6,1,1,85.71%,85.71%,85.71%
continuous_0138_S4_strategy2.npz,1 -> 9 -> 2 -> 7 -> 0 -> 3,1 -> 9 -> 2 -> 3 -> 7 -> 0 -> 7 -> 3,5,3,1,62.50%,83.33%,71.43%
continuous_0139_S4_strategy2.npz,9 -> 8 -> 6 -> 5 -> 2 -> 1 -> 4,9 -> 8 -> 6 -> 0 -> 5 -> 2 -> 2 -> 1 -> 4,5,4,2,55.56%,71.43%,62.50%
