IV3-GRU,,,,
File Name,Frame Range,Ground Truth Category,Predicted Category,Match Status
continuous_0005_S4_strategy2.npz,4399–8398,FOOD,FOOD,TP
continuous_0005_S4_strategy2.npz,8398–12564,CALENDAR,CALENDAR,TP
continuous_0005_S4_strategy2.npz,12533–16733,—,GREETING,FP
continuous_0005_S4_strategy2.npz,12564–16763,SURVIVAL,—,FN
continuous_0005_S4_strategy2.npz,16763–20928,GREETING,GREETING,TP
continuous_0006_S4_strategy2.npz,0–4299,FOOD,—,FN
continuous_0006_S4_strategy2.npz,4299–8764,GREETING,GREETING,TP
continuous_0006_S4_strategy2.npz,7733–15500,—,SURVIVAL,FP
continuous_0006_S4_strategy2.npz,8764–13163,NUMBER,—,FN
continuous_0006_S4_strategy2.npz,13163–17528,FAMILY,—,FN
continuous_0006_S4_strategy2.npz,15500–23233,—,FAMILY,FP
continuous_0006_S4_strategy2.npz,17528–21860,CALENDAR,—,FN
continuous_0006_S4_strategy2.npz,21860–26593,SURVIVAL,—,FN
continuous_0006_S4_strategy2.npz,23233–31000,—,CALENDAR,FP
continuous_0006_S4_strategy2.npz,26593–30992,COLOR,—,FN
continuous_0007_S4_strategy2.npz,0–4299,DRINK,DRINK,TP
continuous_0007_S4_strategy2.npz,4299–8639,FOOD,—,FN
continuous_0007_S4_strategy2.npz,4300–8600,—,DRINK,FP
continuous_0007_S4_strategy2.npz,8600–12900,—,FOOD,FP
continuous_0007_S4_strategy2.npz,8639–12738,FAMILY,—,FN
continuous_0007_S4_strategy2.npz,12738–16904,GREETING,—,FN
continuous_0007_S4_strategy2.npz,12900–17233,—,FAMILY,FP
continuous_0007_S4_strategy2.npz,16904–21436,NUMBER,—,FN
continuous_0007_S4_strategy2.npz,17233–21533,—,GREETING,FP
continuous_0007_S4_strategy2.npz,21436–25935,RELATIONSHIPS,—,FN
continuous_0007_S4_strategy2.npz,21533–25833,—,GREETING,FP
continuous_0007_S4_strategy2.npz,25833–30166,—,FAMILY,FP
continuous_0007_S4_strategy2.npz,25935–30134,SURVIVAL,—,FN
continuous_0008_S4_strategy2.npz,0–3166,—,NUMBER,FP
continuous_0008_S4_strategy2.npz,0–4265,NUMBER,—,FN
continuous_0008_S4_strategy2.npz,4265–8431,FAMILY,FAMILY,TP
continuous_0008_S4_strategy2.npz,6333–9500,—,GREETING,FP
continuous_0008_S4_strategy2.npz,8431–12630,GREETING,—,FN
continuous_0008_S4_strategy2.npz,9500–12666,—,CALENDAR,FP
continuous_0008_S4_strategy2.npz,12630–16995,CALENDAR,—,FN
continuous_0008_S4_strategy2.npz,12666–15833,—,GREETING,FP
continuous_0008_S4_strategy2.npz,15833–19000,—,DAYS,FP
continuous_0008_S4_strategy2.npz,16995–21060,DAYS,—,FN
continuous_0008_S4_strategy2.npz,19000–22166,—,DAYS,FP
continuous_0008_S4_strategy2.npz,21060–25359,FOOD,FOOD,TP
continuous_0009_S4_strategy2.npz,0–7133,—,COLOR,FP
continuous_0009_S4_strategy2.npz,0–4599,DRINK,—,FN
continuous_0009_S4_strategy2.npz,4599–8765,FAMILY,—,FN
continuous_0009_S4_strategy2.npz,7133–14266,—,FOOD,FP
continuous_0009_S4_strategy2.npz,8765–12930,CALENDAR,—,FN
continuous_0009_S4_strategy2.npz,12930–17295,COLOR,—,FN
continuous_0009_S4_strategy2.npz,14266–21400,—,CALENDAR,FP
continuous_0009_S4_strategy2.npz,17295–21394,FOOD,—,FN
continuous_0010_S4_strategy2.npz,0–7000,—,DAYS,FP
continuous_0010_S4_strategy2.npz,0–4232,DAYS,—,FN
continuous_0010_S4_strategy2.npz,4232–8297,CALENDAR,—,FN
continuous_0010_S4_strategy2.npz,8297–12462,FOOD,FOOD,TP
continuous_0010_S4_strategy2.npz,12462–16894,COLOR,—,FN
continuous_0010_S4_strategy2.npz,14033–21066,—,FOOD,FP
continuous_0010_S4_strategy2.npz,16894–21059,FAMILY,—,FN
continuous_0011_S4_strategy2.npz,0–4333,—,GREETING,FP
continuous_0011_S4_strategy2.npz,0–4532,RELATIONSHIPS,—,FN
continuous_0011_S4_strategy2.npz,4333–8700,—,GREETING,FP
continuous_0011_S4_strategy2.npz,4532–8797,GREETING,—,FN
continuous_0011_S4_strategy2.npz,8700–13033,—,COLOR,FP
continuous_0011_S4_strategy2.npz,8797–13129,SURVIVAL,—,FN
continuous_0011_S4_strategy2.npz,13129–17461,COLOR,COLOR,TP
continuous_0011_S4_strategy2.npz,17461–21760,FOOD,FOOD,TP
continuous_0012_S4_strategy2.npz,0–4199,NUMBER,NUMBER,TP
continuous_0012_S4_strategy2.npz,3733–7466,—,NUMBER,FP
continuous_0012_S4_strategy2.npz,4199–8465,SURVIVAL,SURVIVAL,TP
continuous_0012_S4_strategy2.npz,8465–12497,CALENDAR,—,FN
continuous_0012_S4_strategy2.npz,11200–14966,—,GREETING,FP
continuous_0012_S4_strategy2.npz,12497–16729,DRINK,—,FN
continuous_0012_S4_strategy2.npz,14966–18700,—,FOOD,FP
continuous_0012_S4_strategy2.npz,16729–21061,COLOR,COLOR,TP
continuous_0012_S4_strategy2.npz,21061–25560,RELATIONSHIPS,—,FN
continuous_0012_S4_strategy2.npz,22433–26166,—,RELATIONSHIPS,FP
continuous_0012_S4_strategy2.npz,25560–29924,DAYS,—,FN
continuous_0012_S4_strategy2.npz,26166–29933,—,FOOD,FP
continuous_0013_S4_strategy2.npz,0–4465,CALENDAR,CALENDAR,TP
continuous_0013_S4_strategy2.npz,4465–8829,DAYS,—,FN
continuous_0013_S4_strategy2.npz,8829–12928,GREETING,—,FN
continuous_0013_S4_strategy2.npz,10633–21266,—,GREETING,FP
continuous_0013_S4_strategy2.npz,12928–17094,RELATIONSHIPS,—,FN
continuous_0013_S4_strategy2.npz,17094–21259,NUMBER,—,FN
continuous_0014_S4_strategy2.npz,0–4766,—,FOOD,FP
continuous_0014_S4_strategy2.npz,0–4232,RELATIONSHIPS,—,FN
continuous_0014_S4_strategy2.npz,4232–8497,FOOD,—,FN
continuous_0014_S4_strategy2.npz,4766–9566,—,CALENDAR,FP
continuous_0014_S4_strategy2.npz,8497–12662,GREETING,GREETING,TP
continuous_0014_S4_strategy2.npz,12662–16186,DAYS,—,FN
continuous_0014_S4_strategy2.npz,16186–20451,SURVIVAL,SURVIVAL,TP
continuous_0014_S4_strategy2.npz,19133–23900,—,CALENDAR,FP
continuous_0014_S4_strategy2.npz,20451–24479,CALENDAR,—,FN
continuous_0014_S4_strategy2.npz,23900–28700,—,NUMBER,FP
continuous_0014_S4_strategy2.npz,24479–28678,NUMBER,—,FN
continuous_0015_S4_strategy2.npz,0–4466,GREETING,GREETING,TP
continuous_0015_S4_strategy2.npz,3633–7300,—,CALENDAR,FP
continuous_0015_S4_strategy2.npz,4466–8731,FOOD,—,FN
continuous_0015_S4_strategy2.npz,7300–10966,—,FOOD,FP
continuous_0015_S4_strategy2.npz,8731–12996,DRINK,—,FN
continuous_0015_S4_strategy2.npz,10966–14633,—,CALENDAR,FP
continuous_0015_S4_strategy2.npz,12996–17161,CALENDAR,—,FN
continuous_0015_S4_strategy2.npz,14633–18300,—,DAYS,FP
continuous_0015_S4_strategy2.npz,17161–21293,DAYS,—,FN
continuous_0015_S4_strategy2.npz,18300–21966,—,FAMILY,FP
continuous_0015_S4_strategy2.npz,21293–25625,FAMILY,—,FN
continuous_0015_S4_strategy2.npz,21966–25633,—,FAMILY,FP
continuous_0016_S4_strategy2.npz,0–4324,FOOD,FOOD,TP
continuous_0016_S4_strategy2.npz,4266–8566,—,NUMBER,FP
continuous_0016_S4_strategy2.npz,4324–8489,NUMBER,—,FN
continuous_0016_S4_strategy2.npz,8489–12954,COLOR,COLOR,TP
continuous_0016_S4_strategy2.npz,12833–17133,—,FOOD,FP
continuous_0016_S4_strategy2.npz,12954–17186,DRINK,—,FN
continuous_0016_S4_strategy2.npz,17186–21418,DAYS,DAYS,TP
continuous_0017_S4_strategy2.npz,0–4299,FOOD,FOOD,TP
continuous_0017_S4_strategy2.npz,4299–8464,CALENDAR,—,FN
continuous_0017_S4_strategy2.npz,4866–9766,—,GREETING,FP
continuous_0017_S4_strategy2.npz,8464–12696,DRINK,DRINK,TP
continuous_0017_S4_strategy2.npz,12696–16695,FAMILY,FAMILY,TP
continuous_0017_S4_strategy2.npz,16695–20927,DAYS,DAYS,TP
continuous_0017_S4_strategy2.npz,20927–25059,GREETING,—,FN
continuous_0017_S4_strategy2.npz,24466–29366,—,RELATIONSHIPS,FP
continuous_0017_S4_strategy2.npz,25059–29358,RELATIONSHIPS,—,FN
continuous_0018_S4_strategy2.npz,0–4299,GREETING,GREETING,TP
continuous_0018_S4_strategy2.npz,4299–8331,FAMILY,FAMILY,TP
continuous_0018_S4_strategy2.npz,6600–9900,—,RELATIONSHIPS,FP
continuous_0018_S4_strategy2.npz,8331–12596,RELATIONSHIPS,—,FN
continuous_0018_S4_strategy2.npz,9900–13200,—,FAMILY,FP
continuous_0018_S4_strategy2.npz,12596–16895,FOOD,—,FN
continuous_0018_S4_strategy2.npz,13200–16500,—,SURVIVAL,FP
continuous_0018_S4_strategy2.npz,16500–19800,—,FAMILY,FP
continuous_0018_S4_strategy2.npz,16895–21127,SURVIVAL,—,FN
continuous_0018_S4_strategy2.npz,19800–23100,—,RELATIONSHIPS,FP
continuous_0018_S4_strategy2.npz,21127–25626,COLOR,—,FN
continuous_0018_S4_strategy2.npz,23100–26400,—,RELATIONSHIPS,FP
continuous_0018_S4_strategy2.npz,25626–29725,CALENDAR,—,FN
continuous_0018_S4_strategy2.npz,26400–29733,—,CALENDAR,FP
continuous_0019_S4_strategy2.npz,0–4166,NUMBER,NUMBER,TP
continuous_0019_S4_strategy2.npz,3666–7366,—,SURVIVAL,FP
continuous_0019_S4_strategy2.npz,4166–8365,COLOR,—,FN
continuous_0019_S4_strategy2.npz,7366–11033,—,FOOD,FP
continuous_0019_S4_strategy2.npz,8365–12597,DAYS,—,FN
continuous_0019_S4_strategy2.npz,11033–14733,—,RELATIONSHIPS,FP
continuous_0019_S4_strategy2.npz,12597–17129,RELATIONSHIPS,—,FN
continuous_0019_S4_strategy2.npz,14733–18400,—,FOOD,FP
continuous_0019_S4_strategy2.npz,17129–21394,CALENDAR,—,FN
continuous_0019_S4_strategy2.npz,18400–22100,—,CALENDAR,FP
continuous_0019_S4_strategy2.npz,21394–25793,FAMILY,FAMILY,TP
continuous_0020_S4_strategy2.npz,0–4166,—,FOOD,FP
continuous_0020_S4_strategy2.npz,0–3366,RELATIONSHIPS,—,FN
continuous_0020_S4_strategy2.npz,3366–7932,FOOD,FOOD,TP
continuous_0020_S4_strategy2.npz,7932–12097,FAMILY,FAMILY,TP
continuous_0020_S4_strategy2.npz,12097–16229,SURVIVAL,SURVIVAL,TP
continuous_0020_S4_strategy2.npz,16229–20828,CALENDAR,—,FN
continuous_0020_S4_strategy2.npz,16666–20833,—,GREETING,FP
continuous_0021_S4_strategy2.npz,0–3533,—,SURVIVAL,FP
continuous_0021_S4_strategy2.npz,0–4165,SURVIVAL,—,FN
continuous_0021_S4_strategy2.npz,3533–7100,—,SURVIVAL,FP
continuous_0021_S4_strategy2.npz,4165–8597,DRINK,—,FN
continuous_0021_S4_strategy2.npz,7100–10666,—,DRINK,FP
continuous_0021_S4_strategy2.npz,8597–12929,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0021_S4_strategy2.npz,12929–17161,COLOR,—,FN
continuous_0021_S4_strategy2.npz,14200–17766,—,CALENDAR,FP
continuous_0021_S4_strategy2.npz,17161–21326,FAMILY,FAMILY,TP
continuous_0022_S4_strategy2.npz,0–4299,COLOR,COLOR,TP
continuous_0022_S4_strategy2.npz,4299–7320,CALENDAR,CALENDAR,TP
continuous_0022_S4_strategy2.npz,6833–10266,—,DRINK,FP
continuous_0022_S4_strategy2.npz,7320–11420,GREETING,—,FN
continuous_0022_S4_strategy2.npz,10266–13700,—,FAMILY,FP
continuous_0022_S4_strategy2.npz,11420–16319,DAYS,—,FN
continuous_0022_S4_strategy2.npz,13700–17133,—,DAYS,FP
continuous_0022_S4_strategy2.npz,16319–20551,RELATIONSHIPS,—,FN
continuous_0022_S4_strategy2.npz,17133–20566,—,FOOD,FP
continuous_0023_S4_strategy2.npz,0–4199,COLOR,COLOR,TP
continuous_0023_S4_strategy2.npz,4199–8565,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0023_S4_strategy2.npz,8300–12466,—,CALENDAR,FP
continuous_0023_S4_strategy2.npz,8565–12022,CALENDAR,—,FN
continuous_0023_S4_strategy2.npz,12022–16287,DRINK,—,FN
continuous_0023_S4_strategy2.npz,12466–16633,—,CALENDAR,FP
continuous_0023_S4_strategy2.npz,16287–20786,NUMBER,—,FN
continuous_0023_S4_strategy2.npz,16633–20800,—,NUMBER,FP
continuous_0024_S4_strategy2.npz,0–4266,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0024_S4_strategy2.npz,3166–6333,—,GREETING,FP
continuous_0024_S4_strategy2.npz,4266–8365,DAYS,—,FN
continuous_0024_S4_strategy2.npz,6333–9533,—,GREETING,FP
continuous_0024_S4_strategy2.npz,8365–12830,GREETING,GREETING,TP
continuous_0024_S4_strategy2.npz,12700–15866,—,NUMBER,FP
continuous_0024_S4_strategy2.npz,12830–17029,NUMBER,—,FN
continuous_0024_S4_strategy2.npz,15866–19066,—,COLOR,FP
continuous_0024_S4_strategy2.npz,17029–21195,CALENDAR,CALENDAR,TP
continuous_0024_S4_strategy2.npz,21195–25427,FOOD,—,FN
continuous_0024_S4_strategy2.npz,22233–25433,—,GREETING,FP
continuous_0025_S4_strategy2.npz,0–4132,GREETING,GREETING,TP
continuous_0025_S4_strategy2.npz,3666–7333,—,FOOD,FP
continuous_0025_S4_strategy2.npz,4132–8598,COLOR,—,FN
continuous_0025_S4_strategy2.npz,8598–12797,FOOD,FOOD,TP
continuous_0025_S4_strategy2.npz,11033–14700,—,GREETING,FP
continuous_0025_S4_strategy2.npz,12797–16996,FAMILY,—,FN
continuous_0025_S4_strategy2.npz,14700–18400,—,NUMBER,FP
continuous_0025_S4_strategy2.npz,16996–21361,NUMBER,—,FN
continuous_0025_S4_strategy2.npz,18400–22066,—,GREETING,FP
continuous_0025_S4_strategy2.npz,21361–25760,CALENDAR,CALENDAR,TP
continuous_0026_S4_strategy2.npz,0–5233,—,DAYS,FP
continuous_0026_S4_strategy2.npz,0–4266,NUMBER,—,FN
continuous_0026_S4_strategy2.npz,4266–8398,DAYS,—,FN
continuous_0026_S4_strategy2.npz,5233–10500,—,FAMILY,FP
continuous_0026_S4_strategy2.npz,8398–12563,GREETING,GREETING,TP
continuous_0026_S4_strategy2.npz,12563–16795,SURVIVAL,—,FN
continuous_0026_S4_strategy2.npz,16795–21027,FOOD,FOOD,TP
continuous_0027_S4_strategy2.npz,0–3333,—,CALENDAR,FP
continuous_0027_S4_strategy2.npz,0–4165,CALENDAR,—,FN
continuous_0027_S4_strategy2.npz,3333–6666,—,CALENDAR,FP
continuous_0027_S4_strategy2.npz,4165–8464,FAMILY,—,FN
continuous_0027_S4_strategy2.npz,6666–10033,—,CALENDAR,FP
continuous_0027_S4_strategy2.npz,8464–12963,DRINK,—,FN
continuous_0027_S4_strategy2.npz,10033–13366,—,FOOD,FP
continuous_0027_S4_strategy2.npz,12963–17228,DAYS,—,FN
continuous_0027_S4_strategy2.npz,13366–16700,—,DRINK,FP
continuous_0027_S4_strategy2.npz,16700–20066,—,DAYS,FP
continuous_0027_S4_strategy2.npz,17228–21560,NUMBER,—,FN
continuous_0027_S4_strategy2.npz,20066–23400,—,DAYS,FP
continuous_0027_S4_strategy2.npz,21560–25892,GREETING,—,FN
continuous_0027_S4_strategy2.npz,23400–26733,—,DAYS,FP
continuous_0027_S4_strategy2.npz,25892–30091,SURVIVAL,—,FN
continuous_0027_S4_strategy2.npz,26733–30100,—,GREETING,FP
continuous_0028_S4_strategy2.npz,0–5333,—,GREETING,FP
continuous_0028_S4_strategy2.npz,0–4365,COLOR,—,FN
continuous_0028_S4_strategy2.npz,4365–8497,GREETING,—,FN
continuous_0028_S4_strategy2.npz,8497–12529,FAMILY,FAMILY,TP
continuous_0028_S4_strategy2.npz,12529–17128,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0028_S4_strategy2.npz,17128–21360,DAYS,DAYS,TP
continuous_0029_S4_strategy2.npz,0–4099,NUMBER,NUMBER,TP
continuous_0029_S4_strategy2.npz,4099–8365,DAYS,DAYS,TP
continuous_0029_S4_strategy2.npz,8133–12200,—,FAMILY,FP
continuous_0029_S4_strategy2.npz,8365–12564,SURVIVAL,—,FN
continuous_0029_S4_strategy2.npz,12200–16266,—,CALENDAR,FP
continuous_0029_S4_strategy2.npz,12564–16030,CALENDAR,—,FN
continuous_0029_S4_strategy2.npz,16030–20329,FOOD,—,FN
continuous_0029_S4_strategy2.npz,16266–20333,—,CALENDAR,FP
continuous_0030_S4_strategy2.npz,0–7033,—,COLOR,FP
continuous_0030_S4_strategy2.npz,0–4266,DRINK,—,FN
continuous_0030_S4_strategy2.npz,4266–8465,FOOD,FOOD,TP
continuous_0030_S4_strategy2.npz,8465–12697,DAYS,—,FN
continuous_0030_S4_strategy2.npz,12697–16929,COLOR,—,FN
continuous_0030_S4_strategy2.npz,14100–21166,—,DAYS,FP
continuous_0030_S4_strategy2.npz,16929–21161,FAMILY,—,FN
continuous_0031_S4_strategy2.npz,0–4233,SURVIVAL,SURVIVAL,TP
continuous_0031_S4_strategy2.npz,0–3666,—,FAMILY,FP
continuous_0031_S4_strategy2.npz,4233–8032,GREETING,GREETING,TP
continuous_0031_S4_strategy2.npz,8032–12264,COLOR,COLOR,TP
continuous_0031_S4_strategy2.npz,12264–16496,NUMBER,—,FN
continuous_0031_S4_strategy2.npz,14666–18333,—,SURVIVAL,FP
continuous_0031_S4_strategy2.npz,16496–20795,RELATIONSHIPS,—,FN
continuous_0031_S4_strategy2.npz,18333–22000,—,FAMILY,FP
continuous_0031_S4_strategy2.npz,20795–25294,DRINK,DRINK,TP
continuous_0031_S4_strategy2.npz,25294–29356,DAYS,—,FN
continuous_0031_S4_strategy2.npz,25666–29366,—,FOOD,FP
continuous_0032_S4_strategy2.npz,0–4300,—,GREETING,FP
continuous_0032_S4_strategy2.npz,0–4399,COLOR,—,FN
continuous_0032_S4_strategy2.npz,4300–8600,—,FOOD,FP
continuous_0032_S4_strategy2.npz,4399–8764,GREETING,—,FN
continuous_0032_S4_strategy2.npz,8600–12900,—,FOOD,FP
continuous_0032_S4_strategy2.npz,8764–13063,FOOD,—,FN
continuous_0032_S4_strategy2.npz,12900–17200,—,NUMBER,FP
continuous_0032_S4_strategy2.npz,13063–17328,NUMBER,—,FN
continuous_0032_S4_strategy2.npz,17200–21533,—,CALENDAR,FP
continuous_0032_S4_strategy2.npz,17328–21527,DAYS,—,FN
continuous_0033_S4_strategy2.npz,0–4233,—,GREETING,FP
continuous_0033_S4_strategy2.npz,0–4232,NUMBER,—,FN
continuous_0033_S4_strategy2.npz,4232–8497,FAMILY,FAMILY,TP
continuous_0033_S4_strategy2.npz,8497–12662,DAYS,DAYS,TP
continuous_0033_S4_strategy2.npz,12662–17127,DRINK,DRINK,TP
continuous_0033_S4_strategy2.npz,17127–21292,SURVIVAL,SURVIVAL,TP
continuous_0034_S4_strategy2.npz,0–4099,GREETING,GREETING,TP
continuous_0034_S4_strategy2.npz,3600–7233,—,GREETING,FP
continuous_0034_S4_strategy2.npz,4099–8431,SURVIVAL,—,FN
continuous_0034_S4_strategy2.npz,7233–10866,—,GREETING,FP
continuous_0034_S4_strategy2.npz,8431–12963,RELATIONSHIPS,—,FN
continuous_0034_S4_strategy2.npz,10866–14500,—,NUMBER,FP
continuous_0034_S4_strategy2.npz,12963–17162,NUMBER,—,FN
continuous_0034_S4_strategy2.npz,14500–18133,—,NUMBER,FP
continuous_0034_S4_strategy2.npz,17162–21761,FOOD,FOOD,TP
continuous_0035_S4_strategy2.npz,0–4166,—,NUMBER,FP
continuous_0035_S4_strategy2.npz,0–4299,NUMBER,—,FN
continuous_0035_S4_strategy2.npz,4166–8366,—,NUMBER,FP
continuous_0035_S4_strategy2.npz,4299–8431,GREETING,—,FN
continuous_0035_S4_strategy2.npz,8366–12533,—,GREETING,FP
continuous_0035_S4_strategy2.npz,8431–12697,SURVIVAL,—,FN
continuous_0035_S4_strategy2.npz,12533–16733,—,GREETING,FP
continuous_0035_S4_strategy2.npz,12697–16962,DAYS,—,FN
continuous_0035_S4_strategy2.npz,16733–20933,—,SURVIVAL,FP
continuous_0035_S4_strategy2.npz,16962–20928,FAMILY,—,FN
continuous_0036_S4_strategy2.npz,0–3733,—,GREETING,FP
continuous_0036_S4_strategy2.npz,0–4532,GREETING,—,FN
continuous_0036_S4_strategy2.npz,3733–7466,—,DAYS,FP
continuous_0036_S4_strategy2.npz,4532–8731,NUMBER,—,FN
continuous_0036_S4_strategy2.npz,7466–11233,—,GREETING,FP
continuous_0036_S4_strategy2.npz,8731–12797,SURVIVAL,—,FN
continuous_0036_S4_strategy2.npz,11233–14966,—,GREETING,FP
continuous_0036_S4_strategy2.npz,12797–17329,RELATIONSHIPS,—,FN
continuous_0036_S4_strategy2.npz,14966–18700,—,FOOD,FP
continuous_0036_S4_strategy2.npz,17329–21561,DRINK,DRINK,TP
continuous_0036_S4_strategy2.npz,21561–25802,FOOD,FOOD,TP
continuous_0036_S4_strategy2.npz,25802–29934,CALENDAR,—,FN
continuous_0036_S4_strategy2.npz,26200–29966,—,CALENDAR,FP
continuous_0037_S4_strategy2.npz,0–3733,—,SURVIVAL,FP
continuous_0037_S4_strategy2.npz,0–4232,NUMBER,—,FN
continuous_0037_S4_strategy2.npz,3733–7466,—,FAMILY,FP
continuous_0037_S4_strategy2.npz,4232–8497,RELATIONSHIPS,—,FN
continuous_0037_S4_strategy2.npz,8497–12662,GREETING,GREETING,TP
continuous_0037_S4_strategy2.npz,11233–14966,—,GREETING,FP
continuous_0037_S4_strategy2.npz,12662–17128,COLOR,—,FN
continuous_0037_S4_strategy2.npz,14966–18733,—,FOOD,FP
continuous_0037_S4_strategy2.npz,17128–21994,CALENDAR,CALENDAR,TP
continuous_0037_S4_strategy2.npz,21994–26226,SURVIVAL,—,FN
continuous_0037_S4_strategy2.npz,22466–26233,—,GREETING,FP
continuous_0038_S4_strategy2.npz,0–7033,—,FOOD,FP
continuous_0038_S4_strategy2.npz,0–4466,COLOR,—,FN
continuous_0038_S4_strategy2.npz,4466–8765,NUMBER,—,FN
continuous_0038_S4_strategy2.npz,7033–14066,—,GREETING,FP
continuous_0038_S4_strategy2.npz,8765–12930,GREETING,—,FN
continuous_0038_S4_strategy2.npz,12930–17129,CALENDAR,CALENDAR,TP
continuous_0038_S4_strategy2.npz,17129–21095,DRINK,—,FN
continuous_0039_S4_strategy2.npz,0–4165,GREETING,GREETING,TP
continuous_0039_S4_strategy2.npz,4165–8697,RELATIONSHIPS,—,FN
continuous_0039_S4_strategy2.npz,4266–8533,—,COLOR,FP
continuous_0039_S4_strategy2.npz,8697–12962,NUMBER,NUMBER,TP
continuous_0039_S4_strategy2.npz,12962–17394,SURVIVAL,SURVIVAL,TP
continuous_0039_S4_strategy2.npz,17100–21366,—,GREETING,FP
continuous_0039_S4_strategy2.npz,17394–21593,FOOD,—,FN
continuous_0039_S4_strategy2.npz,21366–25633,—,GREETING,FP
continuous_0039_S4_strategy2.npz,21593–25559,FAMILY,—,FN
continuous_0039_S4_strategy2.npz,25559–29924,DRINK,—,FN
continuous_0039_S4_strategy2.npz,25633–29933,—,COLOR,FP
continuous_0040_S4_strategy2.npz,0–4233,—,GREETING,FP
continuous_0040_S4_strategy2.npz,0–4532,RELATIONSHIPS,—,FN
continuous_0040_S4_strategy2.npz,4233–8500,—,DAYS,FP
continuous_0040_S4_strategy2.npz,4532–8831,COLOR,—,FN
continuous_0040_S4_strategy2.npz,8500–12733,—,CALENDAR,FP
continuous_0040_S4_strategy2.npz,8831–12996,DAYS,—,FN
continuous_0040_S4_strategy2.npz,12733–17000,—,CALENDAR,FP
continuous_0040_S4_strategy2.npz,12996–17161,CALENDAR,—,FN
continuous_0040_S4_strategy2.npz,17161–21293,FAMILY,FAMILY,TP
continuous_0040_S4_strategy2.npz,21293–25492,SURVIVAL,SURVIVAL,TP
continuous_0041_S4_strategy2.npz,0–5299,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0041_S4_strategy2.npz,3333–6700,—,FOOD,FP
continuous_0041_S4_strategy2.npz,5299–9665,SURVIVAL,—,FN
continuous_0041_S4_strategy2.npz,6700–10066,—,FOOD,FP
continuous_0041_S4_strategy2.npz,9665–13964,DAYS,—,FN
continuous_0041_S4_strategy2.npz,10066–13433,—,GREETING,FP
continuous_0041_S4_strategy2.npz,13433–16800,—,DAYS,FP
