File Name,Frame Range,Ground Truth Gloss/Category,Predicted Gloss/Category,Match Status
continuous_0005_S0_strategy2.npz,0-76,SEVEN,SEVEN,TP
continuous_0005_S0_strategy2.npz,76-231,KNOW,KNOW,TP
continuous_0005_S0_strategy2.npz,231-387,SATURDAY,SATURDAY,TP
continuous_0005_S0_strategy2.npz,387-465,WINE,WINE,TP
continuous_0005_S0_strategy2.npz,465-543,DAUGHTER,DAUGHTER,TP
continuous_0005_S0_strategy2.npz,543-621,-,AUGUST,FP
continuous_0005_S0_strategy2.npz,621-775,-,FEBRUARY,FP
continuous_0005_S0_strategy2.npz,775-853,CHICKEN,CHICKEN,TP
continuous_0005_S0_strategy2.npz,604-725,AUGUST,-,FN
continuous_0006_S0_strategy2.npz,0-141,SON,SON,TP
continuous_0006_S0_strategy2.npz,141-283,JULY,JULY,TP
continuous_0006_S0_strategy2.npz,283-426,BEER,BEER,TP
continuous_0006_S0_strategy2.npz,426-498,FISH,FISH,TP
continuous_0006_S0_strategy2.npz,498-568,FAST,FAST,TP
continuous_0006_S0_strategy2.npz,568-639,-,MILK,FP
continuous_0006_S0_strategy2.npz,639-781,WOMAN,WOMAN,TP
continuous_0006_S0_strategy2.npz,781-853,VIOLET,VIOLET,TP
continuous_0007_S0_strategy2.npz,0-121,MAN,MAN,TP
continuous_0007_S0_strategy2.npz,121-243,AUNTIE,AUNTIE,TP
continuous_0007_S0_strategy2.npz,243-366,COFFEE,COFFEE,TP
continuous_0007_S0_strategy2.npz,366-487,GREEN,GREEN,TP
continuous_0007_S0_strategy2.npz,487-609,FIVE,FIVE,TP
continuous_0007_S0_strategy2.npz,609-732,YESTERDAY,YESTERDAY,TP
continuous_0008_S0_strategy2.npz,0-66,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_0008_S0_strategy2.npz,66-265,AUGUST,AUGUST,TP
continuous_0008_S0_strategy2.npz,265-399,THURSDAY,THURSDAY,TP
continuous_0008_S0_strategy2.npz,399-531,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0008_S0_strategy2.npz,531-664,GRAY,GRAY,TP
continuous_0008_S0_strategy2.npz,664-732,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0009_S0_strategy2.npz,0-169,RICE,RICE,TP
continuous_0009_S0_strategy2.npz,169-255,THREE,THREE,TP
continuous_0009_S0_strategy2.npz,255-340,RED,RED,TP
continuous_0009_S0_strategy2.npz,340-511,MAY,MAY,TP
continuous_0009_S0_strategy2.npz,511-597,PARENTS,PARENTS,TP
continuous_0009_S0_strategy2.npz,597-768,JUICE,JUICE,TP
continuous_0009_S0_strategy2.npz,768-853,GIRL,GIRL,TP
continuous_0010_S0_strategy2.npz,0-72,THANK YOU,THANK YOU,TP
continuous_0010_S0_strategy2.npz,72-145,-,EGG,FP
continuous_0010_S0_strategy2.npz,145-291,BOY,BOY,TP
continuous_0010_S0_strategy2.npz,291-438,UNCLE,UNCLE,TP
continuous_0010_S0_strategy2.npz,438-585,TEN,TEN,TP
continuous_0010_S0_strategy2.npz,585-657,HOT,HOT,TP
continuous_0010_S0_strategy2.npz,657-732,BROWN,BROWN,TP
continuous_0011_S0_strategy2.npz,0-76,DEAF BLIND,DEAF BLIND,TP
continuous_0011_S0_strategy2.npz,76-154,-,SEE YOU TOMORROW,FP
continuous_0011_S0_strategy2.npz,154-231,HOW ARE YOU,HOW ARE YOU,TP
continuous_0011_S0_strategy2.npz,231-309,MOTHER,MOTHER,TP
continuous_0011_S0_strategy2.npz,309-465,BLACK,BLACK,TP
continuous_0011_S0_strategy2.npz,465-621,NO SUGAR,NO SUGAR,TP
continuous_0011_S0_strategy2.npz,621-697,TWO,TWO,TP
continuous_0011_S0_strategy2.npz,697-775,-,MARRIED,FP
continuous_0011_S0_strategy2.npz,775-853,MEAT,MEAT,TP
continuous_0012_S0_strategy2.npz,0-207,TUESDAY,TUESDAY,TP
continuous_0012_S0_strategy2.npz,207-312,DECEMBER,DECEMBER,TP
continuous_0012_S0_strategy2.npz,312-417,VIOLET,VIOLET,TP
continuous_0012_S0_strategy2.npz,417-522,HELLO,HELLO,TP
continuous_0012_S0_strategy2.npz,522-625,SUGAR,SUGAR,TP
continuous_0012_S0_strategy2.npz,625-730,COUSIN,COUSIN,TP
continuous_0013_S0_strategy2.npz,0-145,MILK,MILK,TP
continuous_0013_S0_strategy2.npz,145-219,-,RED,FP
continuous_0013_S0_strategy2.npz,219-291,SPAGHETTI,SPAGHETTI,TP
continuous_0013_S0_strategy2.npz,291-366,MAY,MAY,TP
continuous_0013_S0_strategy2.npz,366-438,-,TEN,FP
continuous_0013_S0_strategy2.npz,438-511,GOOD MORNING,GOOD MORNING,TP
continuous_0013_S0_strategy2.npz,511-585,-,THREE,FP
continuous_0013_S0_strategy2.npz,585-657,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0013_S0_strategy2.npz,657-732,HARD OF HEARING,HARD OF HEARING,TP
continuous_0014_S0_strategy2.npz,0-90,DON’T KNOW,DON’T KNOW,TP
continuous_0014_S0_strategy2.npz,90-183,EIGHT,EIGHT,TP
continuous_0014_S0_strategy2.npz,183-273,-,MARRIED,FP
continuous_0014_S0_strategy2.npz,273-366,-,IM FINE,FP
continuous_0014_S0_strategy2.npz,366-456,-,GRANDMOTHER,FP
continuous_0014_S0_strategy2.npz,456-639,MONDAY,MONDAY,TP
continuous_0014_S0_strategy2.npz,639-732,MARCH,MARCH,TP
continuous_0014_S0_strategy2.npz,241-362,MARRIED,-,FN
continuous_0014_S0_strategy2.npz,362-483,IM FINE,-,FN
continuous_0015_S0_strategy2.npz,0-81,TEA,TEA,TP
continuous_0015_S0_strategy2.npz,81-162,DEAF,DEAF,TP
continuous_0015_S0_strategy2.npz,162-243,-,FAST,FP
continuous_0015_S0_strategy2.npz,243-405,OCTOBER,OCTOBER,TP
continuous_0015_S0_strategy2.npz,405-568,TODAY,TODAY,TP
continuous_0015_S0_strategy2.npz,568-649,BLUE,BLUE,TP
continuous_0015_S0_strategy2.npz,649-732,GRANDMOTHER,GRANDMOTHER,TP
continuous_0016_S0_strategy2.npz,0-93,TWO,TWO,TP
continuous_0016_S0_strategy2.npz,93-189,-,SUNDAY,FP
continuous_0016_S0_strategy2.npz,189-283,-,FEBRUARY,FP
continuous_0016_S0_strategy2.npz,283-474,JUNE,JUNE,TP
continuous_0016_S0_strategy2.npz,474-568,COLD,COLD,TP
continuous_0016_S0_strategy2.npz,568-663,YOURE WELCOME,YOURE WELCOME,TP
continuous_0016_S0_strategy2.npz,663-759,WRONG,WRONG,TP
continuous_0016_S0_strategy2.npz,759-853,PINK,PINK,TP
continuous_0016_S0_strategy2.npz,120-241,SUNDAY,-,FN
continuous_0017_S0_strategy2.npz,0-145,SIX,SIX,TP
continuous_0017_S0_strategy2.npz,145-291,DARK,DARK,TP
continuous_0017_S0_strategy2.npz,291-438,FRIDAY,FRIDAY,TP
continuous_0017_S0_strategy2.npz,438-511,UNDERSTAND,UNDERSTAND,TP
continuous_0017_S0_strategy2.npz,511-585,SEPTEMBER,SEPTEMBER,TP
continuous_0017_S0_strategy2.npz,585-657,-,TEN,FP
continuous_0017_S0_strategy2.npz,657-732,GOOD EVENING,GOOD EVENING,TP
continuous_0018_S0_strategy2.npz,0-169,EIGHT,EIGHT,TP
continuous_0018_S0_strategy2.npz,169-255,BREAD,BREAD,TP
continuous_0018_S0_strategy2.npz,255-426,WHITE,WHITE,TP
continuous_0018_S0_strategy2.npz,426-597,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0018_S0_strategy2.npz,597-682,-,CORRECT,FP
continuous_0018_S0_strategy2.npz,682-768,HOT,HOT,TP
continuous_0018_S0_strategy2.npz,768-853,JULY,JULY,TP
continuous_0018_S0_strategy2.npz,483-604,CORRECT,-,FN
continuous_0019_S0_strategy2.npz,0-145,YES,YES,TP
continuous_0019_S0_strategy2.npz,145-291,EGG,EGG,TP
continuous_0019_S0_strategy2.npz,291-438,GOOD EVENING,GOOD EVENING,TP
continuous_0019_S0_strategy2.npz,438-511,FEBRUARY,FEBRUARY,TP
continuous_0019_S0_strategy2.npz,511-657,FOUR,FOUR,TP
continuous_0019_S0_strategy2.npz,657-732,GRAY,GRAY,TP
continuous_0020_S0_strategy2.npz,0-70,ONE,ONE,TP
continuous_0020_S0_strategy2.npz,70-141,-,WINE,FP
continuous_0020_S0_strategy2.npz,141-213,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0020_S0_strategy2.npz,213-354,YES,YES,TP
continuous_0020_S0_strategy2.npz,354-496,CRAB,CRAB,TP
continuous_0020_S0_strategy2.npz,496-639,DECEMBER,DECEMBER,TP
continuous_0020_S0_strategy2.npz,639-780,NINE,NINE,TP
continuous_0020_S0_strategy2.npz,780-852,LONGANISA,LONGANISA,TP
continuous_0021_S0_strategy2.npz,0-162,FAST,FAST,TP
continuous_0021_S0_strategy2.npz,162-243,HELLO,HELLO,TP
continuous_0022_S0_strategy2.npz,0-121,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0023_S1_strategy2.npz,0-81,WEDNESDAY,WEDNESDAY,TP
continuous_0023_S1_strategy2.npz,81-162,-,DON’T UNDERSTAND,FP
continuous_0023_S1_strategy2.npz,162-324,TEN,TEN,TP
continuous_0023_S1_strategy2.npz,324-487,HOW ARE YOU,HOW ARE YOU,TP
continuous_0023_S1_strategy2.npz,487-568,SON,SON,TP
continuous_0023_S1_strategy2.npz,568-649,-,HARD OF HEARING,FP
continuous_0023_S1_strategy2.npz,649-732,WINE,WINE,TP
continuous_0023_S1_strategy2.npz,120-241,DON’T UNDERSTAND,-,FN
continuous_0024_S1_strategy2.npz,0-154,GRANDMOTHER,GRANDMOTHER,TP
continuous_0024_S1_strategy2.npz,154-231,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0024_S1_strategy2.npz,231-309,HOT,HOT,TP
continuous_0024_S1_strategy2.npz,309-465,DARK,DARK,TP
continuous_0024_S1_strategy2.npz,465-621,WOMAN,WOMAN,TP
continuous_0024_S1_strategy2.npz,621-775,YES,YES,TP
continuous_0024_S1_strategy2.npz,775-853,JUNE,JUNE,TP
continuous_0025_S1_strategy2.npz,0-145,HELLO,HELLO,TP
continuous_0025_S1_strategy2.npz,145-219,LONGANISA,LONGANISA,TP
continuous_0025_S1_strategy2.npz,219-291,HARD OF HEARING,HARD OF HEARING,TP
continuous_0025_S1_strategy2.npz,291-366,-,MARCH,FP
continuous_0025_S1_strategy2.npz,366-438,JULY,JULY,TP
continuous_0025_S1_strategy2.npz,438-511,-,DECEMBER,FP
continuous_0025_S1_strategy2.npz,511-657,SIX,SIX,TP
continuous_0025_S1_strategy2.npz,657-732,DON’T KNOW,DON’T KNOW,TP
continuous_0026_S1_strategy2.npz,0-121,UNCLE,UNCLE,TP
continuous_0026_S1_strategy2.npz,121-243,BEER,BEER,TP
continuous_0026_S1_strategy2.npz,243-366,MARCH,MARCH,TP
continuous_0026_S1_strategy2.npz,366-487,EGG,EGG,TP
continuous_0026_S1_strategy2.npz,487-609,HARD OF HEARING,HARD OF HEARING,TP
continuous_0026_S1_strategy2.npz,609-732,SATURDAY,SATURDAY,TP
continuous_0026_S1_strategy2.npz,732-853,ONE,ONE,TP
continuous_0027_S1_strategy2.npz,0-72,COLD,COLD,TP
continuous_0027_S1_strategy2.npz,72-145,-,GREEN,FP
continuous_0027_S1_strategy2.npz,145-219,-,RED,FP
continuous_0027_S1_strategy2.npz,219-366,SPAGHETTI,SPAGHETTI,TP
continuous_0027_S1_strategy2.npz,366-438,FEBRUARY,FEBRUARY,TP
continuous_0027_S1_strategy2.npz,438-511,-,MAY,FP
continuous_0027_S1_strategy2.npz,511-657,FOUR,FOUR,TP
continuous_0027_S1_strategy2.npz,657-732,UNDERSTAND,UNDERSTAND,TP
continuous_0027_S1_strategy2.npz,120-241,GREEN,-,FN
continuous_0028_S1_strategy2.npz,0-84,SLOW,SLOW,TP
continuous_0028_S1_strategy2.npz,84-171,DARK,DARK,TP
continuous_0028_S1_strategy2.npz,171-255,-,BREAD,FP
continuous_0028_S1_strategy2.npz,255-342,-,BLIND,FP
continuous_0028_S1_strategy2.npz,342-426,-,SEE YOU TOMORROW,FP
continuous_0028_S1_strategy2.npz,426-597,AUNTIE,AUNTIE,TP
continuous_0028_S1_strategy2.npz,597-768,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0028_S1_strategy2.npz,768-855,COFFEE,COFFEE,TP
continuous_0028_S1_strategy2.npz,241-363,BREAD,-,FN
continuous_0028_S1_strategy2.npz,363-484,BLIND,-,FN
continuous_0029_S1_strategy2.npz,0-103,RICE,RICE,TP
continuous_0029_S1_strategy2.npz,103-208,MAN,MAN,TP
continuous_0029_S1_strategy2.npz,208-312,THREE,THREE,TP
continuous_0029_S1_strategy2.npz,312-417,BROWN,BROWN,TP
continuous_0029_S1_strategy2.npz,417-627,DAUGHTER,DAUGHTER,TP
continuous_0029_S1_strategy2.npz,627-732,OCTOBER,OCTOBER,TP
continuous_0030_S1_strategy2.npz,0-76,RED,RED,TP
continuous_0030_S1_strategy2.npz,76-387,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_0030_S1_strategy2.npz,387-465,NINE,NINE,TP
continuous_0030_S1_strategy2.npz,465-621,MONDAY,MONDAY,TP
continuous_0030_S1_strategy2.npz,621-775,JUICE,JUICE,TP
continuous_0030_S1_strategy2.npz,775-853,GOOD MORNING,GOOD MORNING,TP
continuous_0030_S1_strategy2.npz,241-362,MAY,-,FN
continuous_0031_S1_strategy2.npz,0-93,NO,NO,TP
continuous_0031_S1_strategy2.npz,93-189,DECEMBER,DECEMBER,TP
continuous_0031_S1_strategy2.npz,189-283,-,SHRIMP,FP
continuous_0031_S1_strategy2.npz,283-378,-,BOY,FP
continuous_0031_S1_strategy2.npz,378-474,-,FIVE,FP
continuous_0031_S1_strategy2.npz,474-568,-,NO,FP
continuous_0031_S1_strategy2.npz,568-759,NO SUGAR,NO SUGAR,TP
continuous_0031_S1_strategy2.npz,759-853,LIGHT,LIGHT,TP
continuous_0031_S1_strategy2.npz,241-362,SHRIMP,-,FN
continuous_0031_S1_strategy2.npz,362-483,BOY,-,FN
continuous_0031_S1_strategy2.npz,483-604,FIVE,-,FN
continuous_0032_S1_strategy2.npz,0-213,HOW ARE YOU,HOW ARE YOU,TP
continuous_0032_S1_strategy2.npz,213-319,MOTHER,MOTHER,TP
continuous_0032_S1_strategy2.npz,319-426,TEA,TEA,TP
continuous_0032_S1_strategy2.npz,426-532,DECEMBER,DECEMBER,TP
continuous_0032_S1_strategy2.npz,532-639,GIRL,GIRL,TP
continuous_0032_S1_strategy2.npz,639-747,EIGHT,EIGHT,TP
continuous_0032_S1_strategy2.npz,747-853,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0033_S1_strategy2.npz,0-72,BOY,BOY,TP
continuous_0033_S1_strategy2.npz,72-219,TUESDAY,TUESDAY,TP
continuous_0033_S1_strategy2.npz,219-366,FOUR,FOUR,TP
continuous_0033_S1_strategy2.npz,366-438,SUGAR,SUGAR,TP
continuous_0033_S1_strategy2.npz,438-513,-,GOOD AFTERNOON,FP
continuous_0033_S1_strategy2.npz,513-658,GOOD EVENING,GOOD EVENING,TP
continuous_0033_S1_strategy2.npz,658-732,UNCLE,UNCLE,TP
continuous_0034_S1_strategy2.npz,0-64,THANK YOU,THANK YOU,TP
continuous_0034_S1_strategy2.npz,64-130,-,DON’T KNOW,FP
continuous_0034_S1_strategy2.npz,130-261,SUNDAY,SUNDAY,TP
continuous_0034_S1_strategy2.npz,261-393,DEAF,DEAF,TP
continuous_0034_S1_strategy2.npz,393-525,SIX,SIX,TP
continuous_0034_S1_strategy2.npz,525-591,WRONG,WRONG,TP
continuous_0034_S1_strategy2.npz,591-655,-,SPAGHETTI,FP
continuous_0034_S1_strategy2.npz,655-787,SHRIMP,SHRIMP,TP
continuous_0034_S1_strategy2.npz,787-853,GRANDFATHER,GRANDFATHER,TP
continuous_0035_S1_strategy2.npz,0-103,TOMORROW,TOMORROW,TP
continuous_0035_S1_strategy2.npz,103-208,KNOW,KNOW,TP
continuous_0035_S1_strategy2.npz,208-312,IM FINE,IM FINE,TP
continuous_0035_S1_strategy2.npz,312-417,DEAF BLIND,DEAF BLIND,TP
continuous_0035_S1_strategy2.npz,417-522,-,HOT,FP
continuous_0035_S1_strategy2.npz,522-627,TWO,TWO,TP
continuous_0035_S1_strategy2.npz,627-732,BLACK,BLACK,TP
continuous_0036_S1_strategy2.npz,0-90,GRANDMOTHER,GRANDMOTHER,TP
continuous_0036_S1_strategy2.npz,90-273,MARRIED,MARRIED,TP
continuous_0036_S1_strategy2.npz,273-366,CORRECT,CORRECT,TP
continuous_0036_S1_strategy2.npz,366-456,MILK,MILK,TP
continuous_0036_S1_strategy2.npz,456-639,JANUARY,JANUARY,TP
continuous_0036_S1_strategy2.npz,639-732,TODAY,TODAY,TP
continuous_0037_S1_strategy2.npz,0-76,MEAT,MEAT,TP
continuous_0037_S1_strategy2.npz,76-154,-,AUNTIE,FP
continuous_0037_S1_strategy2.npz,154-231,FAST,FAST,TP
continuous_0037_S1_strategy2.npz,231-309,SUGAR,SUGAR,TP
continuous_0037_S1_strategy2.npz,309-465,YELLOW,YELLOW,TP
continuous_0037_S1_strategy2.npz,465-621,FATHER,FATHER,TP
continuous_0037_S1_strategy2.npz,621-775,SEPTEMBER,SEPTEMBER,TP
continuous_0037_S1_strategy2.npz,775-853,THURSDAY,THURSDAY,TP
continuous_0038_S1_strategy2.npz,0-90,COUSIN,COUSIN,TP
continuous_0038_S1_strategy2.npz,90-181,FAST,FAST,TP
continuous_0038_S1_strategy2.npz,181-273,-,CHICKEN,FP
continuous_0038_S1_strategy2.npz,273-364,-,NICE TO MEET YOU,FP
continuous_0038_S1_strategy2.npz,364-456,-,MAY,FP
continuous_0038_S1_strategy2.npz,456-547,APRIL,APRIL,TP
continuous_0038_S1_strategy2.npz,547-639,-,HOT,FP
continuous_0038_S1_strategy2.npz,639-730,YESTERDAY,YESTERDAY,TP
continuous_0038_S1_strategy2.npz,241-362,CHICKEN,-,FN
continuous_0038_S1_strategy2.npz,362-483,NICE TO MEET YOU,-,FN
continuous_0039_S1_strategy2.npz,0-141,CRAB,CRAB,TP
continuous_0039_S1_strategy2.npz,141-354,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0039_S1_strategy2.npz,354-426,-,YOURE WELCOME,FP
continuous_0039_S1_strategy2.npz,426-496,-,BROWN,FP
continuous_0039_S1_strategy2.npz,496-567,FISH,FISH,TP
continuous_0039_S1_strategy2.npz,567-639,-,WHITE,FP
continuous_0039_S1_strategy2.npz,639-709,VIOLET,VIOLET,TP
continuous_0039_S1_strategy2.npz,709-780,-,FEBRUARY,FP
continuous_0039_S1_strategy2.npz,780-852,AUGUST,AUGUST,TP
continuous_0039_S1_strategy2.npz,240-361,YOURE WELCOME,-,FN
continuous_0039_S1_strategy2.npz,361-482,BROWN,-,FN
continuous_0040_S1_strategy2.npz,0-93,PINK,PINK,TP
continuous_0040_S1_strategy2.npz,93-283,APRIL,APRIL,TP
continuous_0040_S1_strategy2.npz,283-378,FRIDAY,FRIDAY,TP
continuous_0040_S1_strategy2.npz,378-474,-,FIVE,FP
continuous_0040_S1_strategy2.npz,474-568,ORANGE,ORANGE,TP
continuous_0040_S1_strategy2.npz,568-663,UNCLE,UNCLE,TP
continuous_0040_S1_strategy2.npz,663-759,SON,SON,TP
continuous_0040_S1_strategy2.npz,759-853,WHITE,WHITE,TP
continuous_0041_S1_strategy2.npz,0-121,NOVEMBER,NOVEMBER,TP
continuous_0041_S1_strategy2.npz,121-243,BLUE,BLUE,TP
continuous_0042_S1_strategy2.npz,0-121,GRAY,GRAY,TP
continuous_0043_S2_strategy2.npz,0-189,GOOD EVENING,GOOD EVENING,TP
continuous_0043_S2_strategy2.npz,189-378,SIX,SIX,TP
continuous_0043_S2_strategy2.npz,378-472,-,FAST,FP
continuous_0043_S2_strategy2.npz,472-567,FEBRUARY,FEBRUARY,TP
continuous_0043_S2_strategy2.npz,567-663,TEA,TEA,TP
continuous_0043_S2_strategy2.npz,663-757,DARK,DARK,TP
continuous_0043_S2_strategy2.npz,757-852,DEAF BLIND,DEAF BLIND,TP
continuous_0043_S2_strategy2.npz,241-361,FAST,-,FN
continuous_0044_S2_strategy2.npz,0-162,COLD,COLD,TP
continuous_0044_S2_strategy2.npz,162-243,KNOW,KNOW,TP
continuous_0044_S2_strategy2.npz,243-324,SON,SON,TP
continuous_0044_S2_strategy2.npz,324-487,PINK,PINK,TP
continuous_0044_S2_strategy2.npz,487-649,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0044_S2_strategy2.npz,649-732,BOY,BOY,TP
continuous_0045_S2_strategy2.npz,0-84,SUGAR,SUGAR,TP
continuous_0045_S2_strategy2.npz,84-169,GOOD MORNING,GOOD MORNING,TP
continuous_0045_S2_strategy2.npz,169-340,WOMAN,WOMAN,TP
continuous_0045_S2_strategy2.npz,340-426,-,THREE,FP
continuous_0045_S2_strategy2.npz,426-511,FIVE,FIVE,TP
continuous_0045_S2_strategy2.npz,511-597,DECEMBER,DECEMBER,TP
continuous_0045_S2_strategy2.npz,597-768,LIGHT,LIGHT,TP
continuous_0045_S2_strategy2.npz,768-853,KNOW,KNOW,TP
continuous_0046_S2_strategy2.npz,0-103,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0046_S2_strategy2.npz,103-208,NO,NO,TP
continuous_0046_S2_strategy2.npz,208-312,TUESDAY,TUESDAY,TP
continuous_0046_S2_strategy2.npz,312-417,-,MILK,FP
continuous_0046_S2_strategy2.npz,417-522,BEER,BEER,TP
continuous_0046_S2_strategy2.npz,522-627,EIGHT,EIGHT,TP
continuous_0046_S2_strategy2.npz,627-732,BLUE,BLUE,TP
continuous_0047_S2_strategy2.npz,0-84,PARENTS,PARENTS,TP
continuous_0047_S2_strategy2.npz,84-169,COFFEE,COFFEE,TP
continuous_0047_S2_strategy2.npz,169-340,RED,RED,TP
continuous_0047_S2_strategy2.npz,340-426,TEN,TEN,TP
continuous_0047_S2_strategy2.npz,426-511,-,DON’T KNOW,FP
continuous_0047_S2_strategy2.npz,511-597,-,NO SUGAR,FP
continuous_0047_S2_strategy2.npz,597-768,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0047_S2_strategy2.npz,768-853,MAN,MAN,TP
continuous_0047_S2_strategy2.npz,483-604,DON’T KNOW,-,FN
continuous_0048_S2_strategy2.npz,0-93,WRONG,WRONG,TP
continuous_0048_S2_strategy2.npz,93-189,SEPTEMBER,SEPTEMBER,TP
continuous_0048_S2_strategy2.npz,189-283,-,SUNDAY,FP
continuous_0048_S2_strategy2.npz,283-378,-,KNOW,FP
continuous_0048_S2_strategy2.npz,378-474,FATHER,FATHER,TP
continuous_0048_S2_strategy2.npz,474-568,BLIND,BLIND,TP
continuous_0048_S2_strategy2.npz,568-759,CHICKEN,CHICKEN,TP
continuous_0048_S2_strategy2.npz,759-853,HELLO,HELLO,TP
continuous_0048_S2_strategy2.npz,241-362,SUNDAY,-,FN
continuous_0049_S2_strategy2.npz,0-66,NOVEMBER,NOVEMBER,TP
continuous_0049_S2_strategy2.npz,66-132,-,HARD OF HEARING,FP
continuous_0049_S2_strategy2.npz,132-198,TWO,TWO,TP
continuous_0049_S2_strategy2.npz,198-399,MARRIED,MARRIED,TP
continuous_0049_S2_strategy2.npz,399-465,YESTERDAY,YESTERDAY,TP
continuous_0049_S2_strategy2.npz,465-531,-,NO SUGAR,FP
continuous_0049_S2_strategy2.npz,531-664,YOURE WELCOME,YOURE WELCOME,TP
continuous_0049_S2_strategy2.npz,664-732,PARENTS,PARENTS,TP
continuous_0050_S2_strategy2.npz,0-72,APRIL,APRIL,TP
continuous_0050_S2_strategy2.npz,72-145,-,SEPTEMBER,FP
continuous_0050_S2_strategy2.npz,145-219,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0050_S2_strategy2.npz,219-291,-,SON,FP
continuous_0050_S2_strategy2.npz,291-366,-,FRIDAY,FP
continuous_0050_S2_strategy2.npz,366-511,-,NINE,FP
continuous_0050_S2_strategy2.npz,511-657,THANK YOU,THANK YOU,TP
continuous_0050_S2_strategy2.npz,657-732,GREEN,GREEN,TP
continuous_0050_S2_strategy2.npz,241-362,SON,-,FN
continuous_0050_S2_strategy2.npz,362-483,FRIDAY,-,FN
continuous_0051_S2_strategy2.npz,0-105,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_0051_S2_strategy2.npz,105-213,GRANDFATHER,GRANDFATHER,TP
continuous_0051_S2_strategy2.npz,213-319,FISH,FISH,TP
continuous_0051_S2_strategy2.npz,319-426,CORRECT,CORRECT,TP
continuous_0051_S2_strategy2.npz,426-639,HOW ARE YOU,HOW ARE YOU,TP
continuous_0051_S2_strategy2.npz,639-747,ORANGE,ORANGE,TP
continuous_0051_S2_strategy2.npz,747-853,WINE,WINE,TP
continuous_0052_S2_strategy2.npz,0-81,UNDERSTAND,UNDERSTAND,TP
continuous_0052_S2_strategy2.npz,81-243,DEAF,DEAF,TP
continuous_0052_S2_strategy2.npz,243-325,TOMORROW,TOMORROW,TP
continuous_0052_S2_strategy2.npz,325-406,-,JANUARY,FP
continuous_0052_S2_strategy2.npz,406-570,JUNE,JUNE,TP
continuous_0052_S2_strategy2.npz,570-651,-,HOT,FP
continuous_0052_S2_strategy2.npz,651-733,THREE,THREE,TP
continuous_0052_S2_strategy2.npz,484-606,HOT,-,FN
continuous_0053_S2_strategy2.npz,0-81,MILK,MILK,TP
continuous_0053_S2_strategy2.npz,81-162,-,FAST,FP
