File Name,Frame Range,Ground Truth Gloss/Category,Predicted Gloss/Category,Match Status
continuous_0007_S0_strategy2.npz,243-366,DRINK,DRINK,TP
continuous_0007_S0_strategy2.npz,366-487,COLOR,COLOR,TP
continuous_0007_S0_strategy2.npz,487-609,NUMBER,NUMBER,TP
continuous_0007_S0_strategy2.npz,609-732,DAYS,DAYS,TP
continuous_0008_S0_strategy2.npz,0-66,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0008_S0_strategy2.npz,66-265,CALENDAR,CALENDAR,TP
continuous_0008_S0_strategy2.npz,265-399,DAYS,DAYS,TP
continuous_0008_S0_strategy2.npz,399-531,SURVIVAL,SURVIVAL,TP
continuous_0008_S0_strategy2.npz,531-664,COLOR,COLOR,TP
continuous_0008_S0_strategy2.npz,664-732,GREETING,GREETING,TP
continuous_0009_S0_strategy2.npz,0-169,FOOD,FOOD,TP
continuous_0009_S0_strategy2.npz,169-255,NUMBER,NUMBER,TP
continuous_0009_S0_strategy2.npz,255-340,COLOR,COLOR,TP
continuous_0009_S0_strategy2.npz,340-511,CALENDAR,CALENDAR,TP
continuous_0009_S0_strategy2.npz,511-597,FAMILY,FAMILY,TP
continuous_0009_S0_strategy2.npz,597-768,DRINK,DRINK,TP
continuous_0009_S0_strategy2.npz,768-853,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0010_S0_strategy2.npz,0-72,GREETING,GREETING,TP
continuous_0010_S0_strategy2.npz,72-145,-,FOOD,FP
continuous_0010_S0_strategy2.npz,145-291,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0010_S0_strategy2.npz,291-438,FAMILY,FAMILY,TP
continuous_0010_S0_strategy2.npz,438-585,NUMBER,NUMBER,TP
continuous_0010_S0_strategy2.npz,585-657,DRINK,DRINK,TP
continuous_0010_S0_strategy2.npz,657-732,COLOR,COLOR,TP
continuous_0011_S0_strategy2.npz,0-76,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0011_S0_strategy2.npz,76-154,-,RELATIONSHIPS,FP
continuous_0011_S0_strategy2.npz,154-231,GREETING,GREETING,TP
continuous_0011_S0_strategy2.npz,231-309,FAMILY,FAMILY,TP
continuous_0011_S0_strategy2.npz,309-465,COLOR,COLOR,TP
continuous_0011_S0_strategy2.npz,465-621,DRINK,DRINK,TP
continuous_0011_S0_strategy2.npz,621-697,NUMBER,NUMBER,TP
continuous_0011_S0_strategy2.npz,697-775,-,RELATIONSHIPS,FP
continuous_0011_S0_strategy2.npz,775-853,FOOD,FOOD,TP
continuous_0012_S0_strategy2.npz,0-207,DAYS,DAYS,TP
continuous_0012_S0_strategy2.npz,207-312,CALENDAR,CALENDAR,TP
continuous_0012_S0_strategy2.npz,312-417,COLOR,COLOR,TP
continuous_0012_S0_strategy2.npz,417-522,GREETING,GREETING,TP
continuous_0012_S0_strategy2.npz,522-625,DRINK,DRINK,TP
continuous_0012_S0_strategy2.npz,625-730,FAMILY,FAMILY,TP
continuous_0013_S0_strategy2.npz,0-145,DRINK,DRINK,TP
continuous_0013_S0_strategy2.npz,145-219,-,COLOR,FP
continuous_0013_S0_strategy2.npz,219-291,FOOD,FOOD,TP
continuous_0013_S0_strategy2.npz,291-366,CALENDAR,CALENDAR,TP
continuous_0013_S0_strategy2.npz,366-438,-,NUMBER,FP
continuous_0013_S0_strategy2.npz,438-511,GREETING,GREETING,TP
continuous_0013_S0_strategy2.npz,511-585,-,DRINK,FP
continuous_0013_S0_strategy2.npz,585-657,SURVIVAL,SURVIVAL,TP
continuous_0013_S0_strategy2.npz,657-732,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0014_S0_strategy2.npz,0-90,SURVIVAL,SURVIVAL,TP
continuous_0014_S0_strategy2.npz,90-183,NUMBER,NUMBER,TP
continuous_0014_S0_strategy2.npz,183-273,-,RELATIONSHIPS,FP
continuous_0014_S0_strategy2.npz,273-366,-,GREETING,FP
continuous_0014_S0_strategy2.npz,366-456,-,FAMILY,FP
continuous_0014_S0_strategy2.npz,456-639,DAYS,DAYS,TP
continuous_0014_S0_strategy2.npz,639-732,CALENDAR,CALENDAR,TP
continuous_0014_S0_strategy2.npz,241-362,RELATIONSHIPS,-,FN
continuous_0014_S0_strategy2.npz,362-483,GREETING,-,FN
continuous_0015_S0_strategy2.npz,0-81,DRINK,DRINK,TP
continuous_0015_S0_strategy2.npz,81-162,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0015_S0_strategy2.npz,162-243,-,SURVIVAL,FP
continuous_0015_S0_strategy2.npz,243-405,CALENDAR,CALENDAR,TP
continuous_0015_S0_strategy2.npz,405-568,DAYS,DAYS,TP
continuous_0015_S0_strategy2.npz,568-649,COLOR,COLOR,TP
continuous_0015_S0_strategy2.npz,649-732,FAMILY,GREETING,FP
continuous_0015_S0_strategy2.npz,604-725,FAMILY,GREETING,FN
continuous_0016_S0_strategy2.npz,0-93,NUMBER,NUMBER,TP
continuous_0016_S0_strategy2.npz,93-189,-,NUMBER,FP
continuous_0016_S0_strategy2.npz,189-283,-,CALENDAR,FP
continuous_0016_S0_strategy2.npz,283-474,CALENDAR,CALENDAR,TP
continuous_0016_S0_strategy2.npz,474-568,DRINK,DRINK,TP
continuous_0016_S0_strategy2.npz,568-663,GREETING,GREETING,TP
continuous_0016_S0_strategy2.npz,663-759,SURVIVAL,SURVIVAL,TP
continuous_0016_S0_strategy2.npz,759-853,COLOR,COLOR,TP
continuous_0016_S0_strategy2.npz,120-241,DAYS,-,FN
continuous_0017_S0_strategy2.npz,0-145,NUMBER,NUMBER,TP
continuous_0017_S0_strategy2.npz,145-291,COLOR,COLOR,TP
continuous_0017_S0_strategy2.npz,291-438,DAYS,NUMBER,FP
continuous_0017_S0_strategy2.npz,438-511,SURVIVAL,SURVIVAL,TP
continuous_0017_S0_strategy2.npz,511-585,CALENDAR,CALENDAR,TP
continuous_0017_S0_strategy2.npz,585-657,-,NUMBER,FP
continuous_0017_S0_strategy2.npz,657-732,GREETING,GREETING,TP
continuous_0017_S0_strategy2.npz,241-362,DAYS,NUMBER,FN
continuous_0018_S0_strategy2.npz,0-169,NUMBER,NUMBER,TP
continuous_0018_S0_strategy2.npz,169-255,FOOD,FOOD,TP
continuous_0018_S0_strategy2.npz,255-426,COLOR,COLOR,TP
continuous_0018_S0_strategy2.npz,426-597,GREETING,GREETING,TP
continuous_0018_S0_strategy2.npz,597-682,-,SURVIVAL,FP
continuous_0018_S0_strategy2.npz,682-768,DRINK,DRINK,TP
continuous_0018_S0_strategy2.npz,768-853,CALENDAR,CALENDAR,TP
continuous_0018_S0_strategy2.npz,483-604,SURVIVAL,-,FN
continuous_0019_S0_strategy2.npz,0-145,SURVIVAL,SURVIVAL,TP
continuous_0019_S0_strategy2.npz,145-291,FOOD,FOOD,TP
continuous_0019_S0_strategy2.npz,291-438,GREETING,GREETING,TP
continuous_0019_S0_strategy2.npz,438-511,CALENDAR,CALENDAR,TP
continuous_0019_S0_strategy2.npz,511-657,NUMBER,NUMBER,TP
continuous_0019_S0_strategy2.npz,657-732,COLOR,COLOR,TP
continuous_0020_S0_strategy2.npz,0-70,NUMBER,NUMBER,TP
continuous_0020_S0_strategy2.npz,70-141,-,DRINK,FP
continuous_0020_S0_strategy2.npz,141-213,GREETING,GREETING,TP
continuous_0020_S0_strategy2.npz,213-354,SURVIVAL,SURVIVAL,TP
continuous_0020_S0_strategy2.npz,354-496,FOOD,FOOD,TP
continuous_0020_S0_strategy2.npz,496-639,CALENDAR,CALENDAR,TP
continuous_0020_S0_strategy2.npz,639-780,NUMBER,NUMBER,TP
continuous_0020_S0_strategy2.npz,780-852,FOOD,FOOD,TP
continuous_0021_S0_strategy2.npz,0-162,SURVIVAL,SURVIVAL,TP
continuous_0021_S0_strategy2.npz,162-243,GREETING,GREETING,TP
continuous_0022_S0_strategy2.npz,0-121,GREETING,GREETING,TP
continuous_0023_S1_strategy2.npz,0-81,DAYS,DAYS,TP
continuous_0023_S1_strategy2.npz,81-162,-,SURVIVAL,FP
continuous_0023_S1_strategy2.npz,162-324,NUMBER,NUMBER,TP
continuous_0023_S1_strategy2.npz,324-487,GREETING,GREETING,TP
continuous_0023_S1_strategy2.npz,487-568,FAMILY,FAMILY,TP
continuous_0023_S1_strategy2.npz,568-649,-,RELATIONSHIPS,FP
continuous_0023_S1_strategy2.npz,649-732,DRINK,DRINK,TP
continuous_0023_S1_strategy2.npz,120-241,SURVIVAL,-,FN
continuous_0024_S1_strategy2.npz,0-154,FAMILY,FAMILY,TP
continuous_0024_S1_strategy2.npz,154-231,GREETING,GREETING,TP
continuous_0024_S1_strategy2.npz,231-309,DRINK,COLOR,FP
continuous_0024_S1_strategy2.npz,309-465,COLOR,COLOR,TP
continuous_0024_S1_strategy2.npz,465-621,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0024_S1_strategy2.npz,621-775,SURVIVAL,SURVIVAL,TP
continuous_0024_S1_strategy2.npz,775-853,CALENDAR,CALENDAR,TP
continuous_0024_S1_strategy2.npz,241-362,DRINK,COLOR,FN
continuous_0025_S1_strategy2.npz,0-145,GREETING,GREETING,TP
continuous_0025_S1_strategy2.npz,145-219,FOOD,FOOD,TP
continuous_0025_S1_strategy2.npz,219-291,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0025_S1_strategy2.npz,291-366,-,CALENDAR,FP
continuous_0025_S1_strategy2.npz,366-438,CALENDAR,CALENDAR,TP
continuous_0025_S1_strategy2.npz,438-511,-,CALENDAR,FP
continuous_0025_S1_strategy2.npz,511-657,NUMBER,NUMBER,TP
continuous_0025_S1_strategy2.npz,657-732,SURVIVAL,SURVIVAL,TP
continuous_0026_S1_strategy2.npz,0-121,FAMILY,FAMILY,TP
continuous_0026_S1_strategy2.npz,121-243,DRINK,DRINK,TP
continuous_0026_S1_strategy2.npz,243-366,CALENDAR,CALENDAR,TP
continuous_0026_S1_strategy2.npz,366-487,FOOD,FOOD,TP
continuous_0026_S1_strategy2.npz,487-609,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0026_S1_strategy2.npz,609-732,DAYS,DAYS,TP
continuous_0026_S1_strategy2.npz,732-853,NUMBER,NUMBER,TP
continuous_0027_S1_strategy2.npz,0-72,DRINK,DRINK,TP
continuous_0027_S1_strategy2.npz,72-145,-,COLOR,FP
continuous_0027_S1_strategy2.npz,145-219,-,COLOR,FP
continuous_0027_S1_strategy2.npz,219-366,FOOD,FOOD,TP
continuous_0027_S1_strategy2.npz,366-438,CALENDAR,CALENDAR,TP
continuous_0027_S1_strategy2.npz,438-511,-,CALENDAR,FP
continuous_0027_S1_strategy2.npz,511-657,NUMBER,NUMBER,TP
continuous_0027_S1_strategy2.npz,657-732,SURVIVAL,SURVIVAL,TP
continuous_0027_S1_strategy2.npz,120-241,COLOR,-,FN
continuous_0028_S1_strategy2.npz,0-84,SURVIVAL,SURVIVAL,TP
continuous_0028_S1_strategy2.npz,84-171,COLOR,COLOR,TP
continuous_0028_S1_strategy2.npz,171-255,-,FOOD,FP
continuous_0028_S1_strategy2.npz,255-342,-,RELATIONSHIPS,FP
continuous_0028_S1_strategy2.npz,342-426,-,GREETING,FP
continuous_0028_S1_strategy2.npz,426-597,FAMILY,FAMILY,TP
continuous_0028_S1_strategy2.npz,597-768,GREETING,GREETING,TP
continuous_0028_S1_strategy2.npz,768-855,DRINK,DRINK,TP
continuous_0028_S1_strategy2.npz,241-363,FOOD,-,FN
continuous_0028_S1_strategy2.npz,363-484,RELATIONSHIPS,-,FN
continuous_0029_S1_strategy2.npz,0-103,FOOD,FOOD,TP
continuous_0029_S1_strategy2.npz,103-208,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0029_S1_strategy2.npz,208-312,NUMBER,SURVIVAL,FP
continuous_0029_S1_strategy2.npz,312-417,COLOR,COLOR,TP
continuous_0029_S1_strategy2.npz,417-627,FAMILY,FAMILY,TP
continuous_0029_S1_strategy2.npz,627-732,CALENDAR,CALENDAR,TP
continuous_0029_S1_strategy2.npz,241-362,NUMBER,SURVIVAL,FN
continuous_0030_S1_strategy2.npz,0-76,COLOR,COLOR,TP
continuous_0030_S1_strategy2.npz,76-387,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0030_S1_strategy2.npz,387-465,NUMBER,NUMBER,TP
continuous_0030_S1_strategy2.npz,465-621,DAYS,DAYS,TP
continuous_0030_S1_strategy2.npz,621-775,DRINK,DRINK,TP
continuous_0030_S1_strategy2.npz,775-853,GREETING,GREETING,TP
continuous_0030_S1_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0031_S1_strategy2.npz,0-93,SURVIVAL,SURVIVAL,TP
continuous_0031_S1_strategy2.npz,93-189,CALENDAR,CALENDAR,TP
continuous_0031_S1_strategy2.npz,189-283,-,FOOD,FP
continuous_0031_S1_strategy2.npz,283-378,-,RELATIONSHIPS,FP
continuous_0031_S1_strategy2.npz,378-474,-,NUMBER,FP
continuous_0031_S1_strategy2.npz,474-568,-,SURVIVAL,FP
continuous_0031_S1_strategy2.npz,568-759,DRINK,DRINK,TP
continuous_0031_S1_strategy2.npz,759-853,COLOR,COLOR,TP
continuous_0031_S1_strategy2.npz,241-362,FOOD,-,FN
continuous_0031_S1_strategy2.npz,362-483,RELATIONSHIPS,-,FN
continuous_0031_S1_strategy2.npz,483-604,NUMBER,-,FN
continuous_0032_S1_strategy2.npz,0-213,GREETING,GREETING,TP
continuous_0032_S1_strategy2.npz,213-319,FAMILY,FAMILY,TP
continuous_0032_S1_strategy2.npz,319-426,DRINK,DRINK,TP
continuous_0032_S1_strategy2.npz,426-532,CALENDAR,CALENDAR,TP
continuous_0032_S1_strategy2.npz,532-639,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0032_S1_strategy2.npz,639-747,NUMBER,NUMBER,TP
continuous_0032_S1_strategy2.npz,747-853,SURVIVAL,SURVIVAL,TP
continuous_0033_S1_strategy2.npz,0-72,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0033_S1_strategy2.npz,72-219,DAYS,DAYS,TP
continuous_0033_S1_strategy2.npz,219-366,NUMBER,NUMBER,TP
continuous_0033_S1_strategy2.npz,366-438,DRINK,DRINK,TP
continuous_0033_S1_strategy2.npz,438-513,-,GREETING,FP
continuous_0033_S1_strategy2.npz,513-658,GREETING,GREETING,TP
continuous_0033_S1_strategy2.npz,658-732,FAMILY,FAMILY,TP
continuous_0034_S1_strategy2.npz,0-64,GREETING,GREETING,TP
continuous_0034_S1_strategy2.npz,64-130,-,COLOR,FP
continuous_0034_S1_strategy2.npz,130-261,DAYS,DAYS,TP
continuous_0034_S1_strategy2.npz,261-393,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0034_S1_strategy2.npz,393-525,NUMBER,NUMBER,TP
continuous_0034_S1_strategy2.npz,525-591,SURVIVAL,SURVIVAL,TP
continuous_0034_S1_strategy2.npz,591-655,-,FOOD,FP
continuous_0034_S1_strategy2.npz,655-787,FOOD,FOOD,TP
continuous_0034_S1_strategy2.npz,787-853,FAMILY,FAMILY,TP
continuous_0035_S1_strategy2.npz,0-103,DAYS,DAYS,TP
continuous_0035_S1_strategy2.npz,103-208,SURVIVAL,SURVIVAL,TP
continuous_0035_S1_strategy2.npz,208-312,GREETING,GREETING,TP
continuous_0035_S1_strategy2.npz,312-417,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0035_S1_strategy2.npz,417-522,-,NUMBER,FP
continuous_0035_S1_strategy2.npz,522-627,NUMBER,NUMBER,TP
continuous_0035_S1_strategy2.npz,627-732,COLOR,SURVIVAL,FP
continuous_0035_S1_strategy2.npz,604-725,COLOR,SURVIVAL,FN
continuous_0036_S1_strategy2.npz,0-90,FAMILY,FAMILY,TP
continuous_0036_S1_strategy2.npz,90-273,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0036_S1_strategy2.npz,273-366,SURVIVAL,SURVIVAL,TP
continuous_0036_S1_strategy2.npz,366-456,DRINK,DRINK,TP
continuous_0036_S1_strategy2.npz,456-639,CALENDAR,CALENDAR,TP
continuous_0036_S1_strategy2.npz,639-732,DAYS,DAYS,TP
continuous_0037_S1_strategy2.npz,0-76,FOOD,FOOD,TP
continuous_0037_S1_strategy2.npz,76-154,-,FAMILY,FP
continuous_0037_S1_strategy2.npz,154-231,SURVIVAL,SURVIVAL,TP
continuous_0037_S1_strategy2.npz,231-309,DRINK,DRINK,TP
continuous_0037_S1_strategy2.npz,309-465,COLOR,COLOR,TP
continuous_0037_S1_strategy2.npz,465-621,FAMILY,FAMILY,TP
continuous_0037_S1_strategy2.npz,621-775,CALENDAR,CALENDAR,TP
continuous_0037_S1_strategy2.npz,775-853,DAYS,DAYS,TP
continuous_0038_S1_strategy2.npz,0-90,FAMILY,FAMILY,TP
continuous_0038_S1_strategy2.npz,90-181,SURVIVAL,SURVIVAL,TP
continuous_0038_S1_strategy2.npz,181-273,-,FOOD,FP
continuous_0038_S1_strategy2.npz,273-364,-,GREETING,FP
continuous_0038_S1_strategy2.npz,364-456,-,CALENDAR,FP
continuous_0038_S1_strategy2.npz,456-547,CALENDAR,CALENDAR,TP
continuous_0038_S1_strategy2.npz,547-639,-,DRINK,FP
continuous_0038_S1_strategy2.npz,639-730,DAYS,DAYS,TP
continuous_0038_S1_strategy2.npz,241-362,FOOD,-,FN
continuous_0038_S1_strategy2.npz,362-483,GREETING,-,FN
continuous_0039_S1_strategy2.npz,0-141,FOOD,FOOD,TP
continuous_0039_S1_strategy2.npz,141-354,GREETING,GREETING,TP
continuous_0039_S1_strategy2.npz,354-426,-,GREETING,FP
continuous_0039_S1_strategy2.npz,426-496,-,COLOR,FP
continuous_0039_S1_strategy2.npz,496-567,FOOD,COLOR,FP
continuous_0039_S1_strategy2.npz,567-639,-,COLOR,FP
continuous_0039_S1_strategy2.npz,639-709,COLOR,COLOR,TP
continuous_0039_S1_strategy2.npz,709-780,-,CALENDAR,FP
continuous_0039_S1_strategy2.npz,780-852,CALENDAR,CALENDAR,TP
continuous_0039_S1_strategy2.npz,240-361,GREETING,-,FN
continuous_0039_S1_strategy2.npz,361-482,COLOR,-,FN
continuous_0039_S1_strategy2.npz,482-603,FOOD,COLOR,FN
continuous_0040_S1_strategy2.npz,0-93,COLOR,COLOR,TP
continuous_0040_S1_strategy2.npz,93-283,CALENDAR,CALENDAR,TP
continuous_0040_S1_strategy2.npz,283-378,DAYS,DAYS,TP
continuous_0040_S1_strategy2.npz,378-474,-,NUMBER,FP
continuous_0040_S1_strategy2.npz,474-568,COLOR,COLOR,TP
continuous_0040_S1_strategy2.npz,568-663,FAMILY,FAMILY,TP
continuous_0040_S1_strategy2.npz,663-759,FAMILY,FAMILY,TP
continuous_0040_S1_strategy2.npz,759-853,COLOR,COLOR,TP
continuous_0041_S1_strategy2.npz,0-121,CALENDAR,CALENDAR,TP
continuous_0041_S1_strategy2.npz,121-243,COLOR,COLOR,TP
continuous_0042_S1_strategy2.npz,0-121,COLOR,COLOR,TP
continuous_0043_S2_strategy2.npz,0-189,GREETING,GREETING,TP
continuous_0043_S2_strategy2.npz,189-378,NUMBER,NUMBER,TP
continuous_0043_S2_strategy2.npz,378-472,-,SURVIVAL,FP
continuous_0043_S2_strategy2.npz,472-567,CALENDAR,CALENDAR,TP
continuous_0043_S2_strategy2.npz,567-663,DRINK,FOOD,FP
continuous_0043_S2_strategy2.npz,663-757,COLOR,COLOR,TP
continuous_0043_S2_strategy2.npz,757-852,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0043_S2_strategy2.npz,241-361,SURVIVAL,-,FN
continuous_0043_S2_strategy2.npz,482-603,DRINK,FOOD,FN
continuous_0044_S2_strategy2.npz,0-162,DRINK,DRINK,TP
continuous_0044_S2_strategy2.npz,162-243,SURVIVAL,SURVIVAL,TP
continuous_0044_S2_strategy2.npz,243-324,FAMILY,SURVIVAL,FP
continuous_0044_S2_strategy2.npz,324-487,COLOR,COLOR,TP
continuous_0044_S2_strategy2.npz,487-649,GREETING,GREETING,TP
continuous_0044_S2_strategy2.npz,649-732,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0044_S2_strategy2.npz,241-362,FAMILY,SURVIVAL,FN
continuous_0045_S2_strategy2.npz,0-84,DRINK,DRINK,TP
continuous_0045_S2_strategy2.npz,84-169,GREETING,GREETING,TP
continuous_0045_S2_strategy2.npz,169-340,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0045_S2_strategy2.npz,340-426,-,NUMBER,FP
continuous_0045_S2_strategy2.npz,426-511,NUMBER,NUMBER,TP
continuous_0045_S2_strategy2.npz,511-597,CALENDAR,CALENDAR,TP
continuous_0045_S2_strategy2.npz,597-768,COLOR,COLOR,TP
continuous_0045_S2_strategy2.npz,768-853,SURVIVAL,SURVIVAL,TP
continuous_0046_S2_strategy2.npz,0-103,GREETING,GREETING,TP
continuous_0046_S2_strategy2.npz,103-208,SURVIVAL,SURVIVAL,TP
continuous_0046_S2_strategy2.npz,208-312,DAYS,DAYS,TP
continuous_0046_S2_strategy2.npz,312-417,-,DRINK,FP
continuous_0046_S2_strategy2.npz,417-522,DRINK,DRINK,TP
continuous_0046_S2_strategy2.npz,522-627,NUMBER,NUMBER,TP
continuous_0046_S2_strategy2.npz,627-732,COLOR,COLOR,TP
continuous_0047_S2_strategy2.npz,0-84,FAMILY,FAMILY,TP
continuous_0047_S2_strategy2.npz,84-169,DRINK,DRINK,TP
continuous_0047_S2_strategy2.npz,169-340,COLOR,COLOR,TP
continuous_0047_S2_strategy2.npz,340-426,NUMBER,NUMBER,TP
continuous_0047_S2_strategy2.npz,426-511,-,SURVIVAL,FP
continuous_0047_S2_strategy2.npz,511-597,-,DRINK,FP
continuous_0047_S2_strategy2.npz,597-768,GREETING,GREETING,TP
continuous_0047_S2_strategy2.npz,768-853,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0047_S2_strategy2.npz,483-604,SURVIVAL,-,FN
continuous_0048_S2_strategy2.npz,0-93,SURVIVAL,SURVIVAL,TP
continuous_0048_S2_strategy2.npz,93-189,CALENDAR,CALENDAR,TP
continuous_0048_S2_strategy2.npz,189-283,-,DAYS,FP
continuous_0048_S2_strategy2.npz,283-378,-,SURVIVAL,FP
continuous_0048_S2_strategy2.npz,378-474,FAMILY,FAMILY,TP
continuous_0048_S2_strategy2.npz,474-568,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0048_S2_strategy2.npz,568-759,FOOD,FOOD,TP
continuous_0048_S2_strategy2.npz,759-853,GREETING,GREETING,TP
continuous_0048_S2_strategy2.npz,241-362,DAYS,-,FN
continuous_0049_S2_strategy2.npz,0-66,CALENDAR,CALENDAR,TP
continuous_0049_S2_strategy2.npz,66-132,-,RELATIONSHIPS,FP
continuous_0049_S2_strategy2.npz,132-198,NUMBER,NUMBER,TP
continuous_0049_S2_strategy2.npz,198-399,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0049_S2_strategy2.npz,399-465,DAYS,DAYS,TP
continuous_0049_S2_strategy2.npz,465-531,-,GREETING,FP
continuous_0049_S2_strategy2.npz,531-664,GREETING,GREETING,TP
continuous_0049_S2_strategy2.npz,664-732,FAMILY,FAMILY,TP
continuous_0050_S2_strategy2.npz,0-72,CALENDAR,CALENDAR,TP
continuous_0050_S2_strategy2.npz,72-145,-,CALENDAR,FP
continuous_0050_S2_strategy2.npz,145-219,SURVIVAL,SURVIVAL,TP
continuous_0050_S2_strategy2.npz,219-291,-,FAMILY,FP
continuous_0050_S2_strategy2.npz,291-366,-,DAYS,FP
continuous_0050_S2_strategy2.npz,366-511,-,NUMBER,FP
continuous_0050_S2_strategy2.npz,511-657,GREETING,GREETING,TP
continuous_0050_S2_strategy2.npz,657-732,COLOR,COLOR,TP
continuous_0050_S2_strategy2.npz,241-362,FAMILY,-,FN
continuous_0050_S2_strategy2.npz,362-483,DAYS,-,FN
continuous_0051_S2_strategy2.npz,0-105,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0051_S2_strategy2.npz,105-213,FAMILY,FAMILY,TP
continuous_0051_S2_strategy2.npz,213-319,FOOD,FOOD,TP
continuous_0051_S2_strategy2.npz,319-426,SURVIVAL,SURVIVAL,TP
continuous_0051_S2_strategy2.npz,426-639,GREETING,GREETING,TP
continuous_0051_S2_strategy2.npz,639-747,COLOR,COLOR,TP
