File Name,Frame Range,Ground Truth Gloss/Category,Predicted Gloss/Category,Match Status
continuous_0008_S0_strategy2.npz,627-732,GREETING,GREETING,TP
continuous_0008_S0_strategy2.npz,0-120,RELATIONSHIPS,-,FN
continuous_0008_S0_strategy2.npz,120-241,CALENDAR,-,FN
continuous_0008_S0_strategy2.npz,241-362,DAYS,-,FN
continuous_0008_S0_strategy2.npz,362-483,SURVIVAL,-,FN
continuous_0008_S0_strategy2.npz,483-604,COLOR,FOOD,FN
continuous_0009_S0_strategy2.npz,0-105,FOOD,FOOD,TP
continuous_0009_S0_strategy2.npz,105-213,-,NUMBER,FP
continuous_0009_S0_strategy2.npz,213-426,-,COLOR,FP
continuous_0009_S0_strategy2.npz,426-532,-,FAMILY,FP
continuous_0009_S0_strategy2.npz,532-639,-,FOOD,FP
continuous_0009_S0_strategy2.npz,639-747,-,FOOD,FP
continuous_0009_S0_strategy2.npz,747-853,RELATIONSHIPS,DRINK,FP
continuous_0009_S0_strategy2.npz,120-241,NUMBER,-,FN
continuous_0009_S0_strategy2.npz,241-362,COLOR,-,FN
continuous_0009_S0_strategy2.npz,362-483,CALENDAR,-,FN
continuous_0009_S0_strategy2.npz,483-604,FAMILY,-,FN
continuous_0009_S0_strategy2.npz,604-725,DRINK,-,FN
continuous_0009_S0_strategy2.npz,725-846,RELATIONSHIPS,DRINK,FN
continuous_0010_S0_strategy2.npz,0-121,GREETING,GREETING,TP
continuous_0010_S0_strategy2.npz,121-366,-,FAMILY,FP
continuous_0010_S0_strategy2.npz,366-487,NUMBER,GREETING,FP
continuous_0010_S0_strategy2.npz,487-609,DRINK,DRINK,TP
continuous_0010_S0_strategy2.npz,609-732,COLOR,FOOD,FP
continuous_0010_S0_strategy2.npz,120-241,RELATIONSHIPS,-,FN
continuous_0010_S0_strategy2.npz,241-362,FAMILY,-,FN
continuous_0010_S0_strategy2.npz,362-483,NUMBER,GREETING,FN
continuous_0010_S0_strategy2.npz,604-725,COLOR,FOOD,FN
continuous_0011_S0_strategy2.npz,0-121,-,RELATIONSHIPS,FP
continuous_0011_S0_strategy2.npz,121-366,-,RELATIONSHIPS,FP
continuous_0011_S0_strategy2.npz,366-732,COLOR,COLOR,TP
continuous_0011_S0_strategy2.npz,732-853,-,NUMBER,FP
continuous_0011_S0_strategy2.npz,0-120,RELATIONSHIPS,-,FN
continuous_0011_S0_strategy2.npz,120-241,GREETING,-,FN
continuous_0011_S0_strategy2.npz,241-362,FAMILY,-,FN
continuous_0011_S0_strategy2.npz,483-604,DRINK,-,FN
continuous_0011_S0_strategy2.npz,604-725,NUMBER,-,FN
continuous_0011_S0_strategy2.npz,725-846,FOOD,-,FN
continuous_0012_S0_strategy2.npz,0-291,-,DAYS,FP
continuous_0012_S0_strategy2.npz,291-438,COLOR,COLOR,TP
continuous_0012_S0_strategy2.npz,438-583,-,DRINK,FP
continuous_0012_S0_strategy2.npz,583-730,FAMILY,FAMILY,TP
continuous_0012_S0_strategy2.npz,0-120,DAYS,-,FN
continuous_0012_S0_strategy2.npz,120-240,CALENDAR,-,FN
continuous_0012_S0_strategy2.npz,361-482,GREETING,-,FN
continuous_0012_S0_strategy2.npz,482-603,DRINK,-,FN
continuous_0013_S0_strategy2.npz,0-183,DRINK,DRINK,TP
continuous_0013_S0_strategy2.npz,183-366,FOOD,FOOD,TP
continuous_0013_S0_strategy2.npz,366-549,GREETING,GREETING,TP
continuous_0013_S0_strategy2.npz,549-732,SURVIVAL,SURVIVAL,TP
continuous_0013_S0_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0013_S0_strategy2.npz,604-725,RELATIONSHIPS,-,FN
continuous_0014_S0_strategy2.npz,0-366,SURVIVAL,SURVIVAL,TP
continuous_0014_S0_strategy2.npz,366-487,-,FOOD,FP
continuous_0014_S0_strategy2.npz,487-732,-,GREETING,FP
continuous_0014_S0_strategy2.npz,120-241,NUMBER,-,FN
continuous_0014_S0_strategy2.npz,241-362,RELATIONSHIPS,-,FN
continuous_0014_S0_strategy2.npz,362-483,GREETING,-,FN
continuous_0014_S0_strategy2.npz,483-604,DAYS,-,FN
continuous_0014_S0_strategy2.npz,604-725,CALENDAR,-,FN
continuous_0015_S0_strategy2.npz,0-121,DRINK,FOOD,FP
continuous_0015_S0_strategy2.npz,121-243,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0015_S0_strategy2.npz,243-366,-,CALENDAR,FP
continuous_0015_S0_strategy2.npz,366-487,DAYS,DAYS,TP
continuous_0015_S0_strategy2.npz,487-609,COLOR,COLOR,TP
continuous_0015_S0_strategy2.npz,609-732,FAMILY,FAMILY,TP
continuous_0015_S0_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0015_S0_strategy2.npz,0-120,DRINK,FOOD,FN
continuous_0016_S0_strategy2.npz,0-93,NUMBER,NUMBER,TP
continuous_0016_S0_strategy2.npz,93-283,-,NUMBER,FP
continuous_0016_S0_strategy2.npz,283-474,-,DAYS,FP
continuous_0016_S0_strategy2.npz,474-568,DRINK,DRINK,TP
continuous_0016_S0_strategy2.npz,568-663,GREETING,GREETING,TP
continuous_0016_S0_strategy2.npz,663-853,SURVIVAL,SURVIVAL,TP
continuous_0016_S0_strategy2.npz,120-241,DAYS,-,FN
continuous_0016_S0_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0016_S0_strategy2.npz,725-846,COLOR,-,FN
continuous_0017_S0_strategy2.npz,0-145,-,NUMBER,FP
continuous_0017_S0_strategy2.npz,145-291,COLOR,COLOR,TP
continuous_0017_S0_strategy2.npz,291-438,-,DAYS,FP
continuous_0017_S0_strategy2.npz,438-585,-,DAYS,FP
continuous_0017_S0_strategy2.npz,585-732,CALENDAR,CALENDAR,TP
continuous_0017_S0_strategy2.npz,0-120,NUMBER,-,FN
continuous_0017_S0_strategy2.npz,241-362,DAYS,-,FN
continuous_0017_S0_strategy2.npz,362-483,SURVIVAL,-,FN
continuous_0017_S0_strategy2.npz,604-725,GREETING,-,FN
continuous_0018_S0_strategy2.npz,0-426,FOOD,FOOD,TP
continuous_0018_S0_strategy2.npz,426-853,DRINK,DRINK,TP
continuous_0018_S0_strategy2.npz,0-120,NUMBER,-,FN
continuous_0018_S0_strategy2.npz,241-362,COLOR,-,FN
continuous_0018_S0_strategy2.npz,362-483,GREETING,-,FN
continuous_0018_S0_strategy2.npz,483-604,SURVIVAL,-,FN
continuous_0018_S0_strategy2.npz,725-846,CALENDAR,-,FN
continuous_0019_S0_strategy2.npz,0-183,SURVIVAL,SURVIVAL,TP
continuous_0019_S0_strategy2.npz,183-366,FOOD,FOOD,TP
continuous_0019_S0_strategy2.npz,366-549,-,NUMBER,FP
continuous_0019_S0_strategy2.npz,549-732,COLOR,COLOR,TP
continuous_0019_S0_strategy2.npz,241-362,GREETING,-,FN
continuous_0019_S0_strategy2.npz,362-483,CALENDAR,-,FN
continuous_0019_S0_strategy2.npz,483-604,NUMBER,-,FN
continuous_0020_S0_strategy2.npz,0-105,NUMBER,NUMBER,TP
continuous_0020_S0_strategy2.npz,105-213,GREETING,GREETING,TP
continuous_0020_S0_strategy2.npz,213-318,-,SURVIVAL,FP
continuous_0020_S0_strategy2.npz,318-426,-,GREETING,FP
continuous_0020_S0_strategy2.npz,426-744,CALENDAR,CALENDAR,TP
continuous_0020_S0_strategy2.npz,744-852,FOOD,FOOD,TP
continuous_0020_S0_strategy2.npz,240-361,SURVIVAL,-,FN
continuous_0020_S0_strategy2.npz,361-482,FOOD,-,FN
continuous_0020_S0_strategy2.npz,602-723,NUMBER,-,FN
continuous_0021_S0_strategy2.npz,0-121,SURVIVAL,SURVIVAL,TP
continuous_0021_S0_strategy2.npz,121-243,GREETING,GREETING,TP
continuous_0022_S0_strategy2.npz,0-120,GREETING,-,FN
continuous_0023_S1_strategy2.npz,0-487,DAYS,DAYS,TP
continuous_0023_S1_strategy2.npz,487-732,-,FAMILY,FP
continuous_0023_S1_strategy2.npz,120-241,SURVIVAL,-,FN
continuous_0023_S1_strategy2.npz,241-362,NUMBER,-,FN
continuous_0023_S1_strategy2.npz,362-483,GREETING,-,FN
continuous_0023_S1_strategy2.npz,483-604,FAMILY,-,FN
continuous_0023_S1_strategy2.npz,604-725,DRINK,-,FN
continuous_0024_S1_strategy2.npz,0-121,FAMILY,RELATIONSHIPS,FP
continuous_0024_S1_strategy2.npz,121-243,-,RELATIONSHIPS,FP
continuous_0024_S1_strategy2.npz,243-366,-,GREETING,FP
continuous_0024_S1_strategy2.npz,366-487,-,GREETING,FP
continuous_0024_S1_strategy2.npz,487-609,-,DRINK,FP
continuous_0024_S1_strategy2.npz,609-732,-,FOOD,FP
continuous_0024_S1_strategy2.npz,732-853,-,FAMILY,FP
continuous_0024_S1_strategy2.npz,120-241,GREETING,-,FN
continuous_0024_S1_strategy2.npz,241-362,DRINK,-,FN
continuous_0024_S1_strategy2.npz,362-483,COLOR,-,FN
continuous_0024_S1_strategy2.npz,483-604,RELATIONSHIPS,-,FN
continuous_0024_S1_strategy2.npz,604-725,SURVIVAL,-,FN
continuous_0024_S1_strategy2.npz,725-846,CALENDAR,-,FN
continuous_0024_S1_strategy2.npz,0-120,FAMILY,RELATIONSHIPS,FN
continuous_0025_S1_strategy2.npz,0-121,GREETING,FAMILY,FP
continuous_0025_S1_strategy2.npz,121-243,FOOD,FOOD,TP
continuous_0025_S1_strategy2.npz,243-487,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0025_S1_strategy2.npz,487-609,NUMBER,NUMBER,TP
continuous_0025_S1_strategy2.npz,609-732,SURVIVAL,SURVIVAL,TP
continuous_0025_S1_strategy2.npz,362-483,CALENDAR,-,FN
continuous_0025_S1_strategy2.npz,0-120,GREETING,FAMILY,FN
continuous_0026_S1_strategy2.npz,0-213,FAMILY,FAMILY,TP
continuous_0026_S1_strategy2.npz,213-319,DRINK,DRINK,TP
continuous_0026_S1_strategy2.npz,319-426,-,CALENDAR,FP
continuous_0026_S1_strategy2.npz,426-532,FOOD,FOOD,TP
continuous_0026_S1_strategy2.npz,532-639,RELATIONSHIPS,FOOD,FP
continuous_0026_S1_strategy2.npz,639-853,DAYS,DAYS,TP
continuous_0026_S1_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0026_S1_strategy2.npz,725-846,NUMBER,-,FN
continuous_0026_S1_strategy2.npz,483-604,RELATIONSHIPS,FOOD,FN
continuous_0027_S1_strategy2.npz,0-121,DRINK,SURVIVAL,FP
continuous_0027_S1_strategy2.npz,121-243,COLOR,FOOD,FP
continuous_0027_S1_strategy2.npz,243-366,FOOD,FOOD,TP
continuous_0027_S1_strategy2.npz,366-487,-,CALENDAR,FP
continuous_0027_S1_strategy2.npz,487-609,-,NUMBER,FP
continuous_0027_S1_strategy2.npz,609-732,SURVIVAL,SURVIVAL,TP
continuous_0027_S1_strategy2.npz,362-483,CALENDAR,-,FN
continuous_0027_S1_strategy2.npz,483-604,NUMBER,-,FN
continuous_0027_S1_strategy2.npz,0-120,DRINK,SURVIVAL,FN
continuous_0027_S1_strategy2.npz,120-241,COLOR,FOOD,FN
continuous_0028_S1_strategy2.npz,0-105,SURVIVAL,SURVIVAL,TP
continuous_0028_S1_strategy2.npz,105-213,COLOR,COLOR,TP
continuous_0028_S1_strategy2.npz,213-319,-,CALENDAR,FP
continuous_0028_S1_strategy2.npz,319-426,-,COLOR,FP
continuous_0028_S1_strategy2.npz,426-747,-,FAMILY,FP
continuous_0028_S1_strategy2.npz,747-855,-,GREETING,FP
continuous_0028_S1_strategy2.npz,241-363,FOOD,-,FN
continuous_0028_S1_strategy2.npz,363-484,RELATIONSHIPS,-,FN
continuous_0028_S1_strategy2.npz,484-605,FAMILY,-,FN
continuous_0028_S1_strategy2.npz,605-726,GREETING,-,FN
continuous_0028_S1_strategy2.npz,726-847,DRINK,-,FN
continuous_0029_S1_strategy2.npz,0-366,FOOD,FOOD,TP
continuous_0029_S1_strategy2.npz,366-487,-,NUMBER,FP
continuous_0029_S1_strategy2.npz,487-609,-,FOOD,FP
continuous_0029_S1_strategy2.npz,609-732,-,FOOD,FP
continuous_0029_S1_strategy2.npz,120-241,RELATIONSHIPS,-,FN
continuous_0029_S1_strategy2.npz,241-362,NUMBER,-,FN
continuous_0029_S1_strategy2.npz,362-483,COLOR,-,FN
continuous_0029_S1_strategy2.npz,483-604,FAMILY,-,FN
continuous_0029_S1_strategy2.npz,604-725,CALENDAR,-,FN
continuous_0030_S1_strategy2.npz,283-426,-,NUMBER,FP
continuous_0030_S1_strategy2.npz,426-568,-,DAYS,FP
continuous_0030_S1_strategy2.npz,568-711,DRINK,DRINK,TP
continuous_0030_S1_strategy2.npz,711-853,GREETING,GREETING,TP
continuous_0030_S1_strategy2.npz,0-120,COLOR,-,FN
continuous_0030_S1_strategy2.npz,120-241,RELATIONSHIPS,-,FN
continuous_0030_S1_strategy2.npz,241-362,CALENDAR,-,FN
continuous_0030_S1_strategy2.npz,362-483,NUMBER,-,FN
continuous_0030_S1_strategy2.npz,483-604,DAYS,-,FN
continuous_0031_S1_strategy2.npz,0-319,SURVIVAL,SURVIVAL,TP
continuous_0031_S1_strategy2.npz,319-426,FOOD,FOOD,TP
continuous_0031_S1_strategy2.npz,426-639,NUMBER,NUMBER,TP
continuous_0031_S1_strategy2.npz,639-747,-,DRINK,FP
continuous_0031_S1_strategy2.npz,747-853,COLOR,CALENDAR,FP
continuous_0031_S1_strategy2.npz,120-241,CALENDAR,-,FN
continuous_0031_S1_strategy2.npz,362-483,RELATIONSHIPS,-,FN
continuous_0031_S1_strategy2.npz,604-725,DRINK,-,FN
continuous_0031_S1_strategy2.npz,725-846,COLOR,CALENDAR,FN
continuous_0032_S1_strategy2.npz,0-121,GREETING,GREETING,TP
continuous_0032_S1_strategy2.npz,121-243,-,RELATIONSHIPS,FP
continuous_0032_S1_strategy2.npz,243-366,DRINK,DRINK,TP
continuous_0032_S1_strategy2.npz,366-487,CALENDAR,CALENDAR,TP
continuous_0032_S1_strategy2.npz,487-853,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0032_S1_strategy2.npz,120-241,FAMILY,-,FN
continuous_0032_S1_strategy2.npz,604-725,NUMBER,-,FN
continuous_0032_S1_strategy2.npz,725-846,SURVIVAL,-,FN
continuous_0033_S1_strategy2.npz,0-90,-,DAYS,FP
continuous_0033_S1_strategy2.npz,90-273,-,DAYS,FP
continuous_0033_S1_strategy2.npz,273-366,-,NUMBER,FP
continuous_0033_S1_strategy2.npz,366-549,-,COLOR,FP
continuous_0033_S1_strategy2.npz,549-640,-,GREETING,FP
continuous_0033_S1_strategy2.npz,640-732,FAMILY,FAMILY,TP
continuous_0033_S1_strategy2.npz,0-121,RELATIONSHIPS,-,FN
continuous_0033_S1_strategy2.npz,121-242,DAYS,-,FN
continuous_0033_S1_strategy2.npz,242-363,NUMBER,-,FN
continuous_0033_S1_strategy2.npz,363-484,DRINK,-,FN
continuous_0033_S1_strategy2.npz,484-605,GREETING,-,FN
continuous_0034_S1_strategy2.npz,0-121,GREETING,GREETING,TP
continuous_0034_S1_strategy2.npz,121-243,DAYS,DAYS,TP
continuous_0034_S1_strategy2.npz,243-487,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0034_S1_strategy2.npz,487-609,SURVIVAL,SURVIVAL,TP
continuous_0034_S1_strategy2.npz,609-732,FOOD,FOOD,TP
continuous_0034_S1_strategy2.npz,732-853,FAMILY,FAMILY,TP
continuous_0034_S1_strategy2.npz,362-483,NUMBER,-,FN
continuous_0035_S1_strategy2.npz,0-103,-,FAMILY,FP
continuous_0035_S1_strategy2.npz,103-312,SURVIVAL,FAMILY,FP
continuous_0035_S1_strategy2.npz,312-417,GREETING,GREETING,TP
continuous_0035_S1_strategy2.npz,417-522,-,RELATIONSHIPS,FP
continuous_0035_S1_strategy2.npz,522-627,NUMBER,NUMBER,TP
continuous_0035_S1_strategy2.npz,627-732,COLOR,FAMILY,FP
continuous_0035_S1_strategy2.npz,0-120,DAYS,-,FN
continuous_0035_S1_strategy2.npz,362-483,RELATIONSHIPS,-,FN
continuous_0035_S1_strategy2.npz,120-241,SURVIVAL,FAMILY,FN
continuous_0035_S1_strategy2.npz,604-725,COLOR,FAMILY,FN
continuous_0036_S1_strategy2.npz,0-145,FAMILY,FAMILY,TP
continuous_0036_S1_strategy2.npz,145-291,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0036_S1_strategy2.npz,291-438,SURVIVAL,SURVIVAL,TP
continuous_0036_S1_strategy2.npz,438-585,DRINK,DRINK,TP
continuous_0036_S1_strategy2.npz,585-732,-,CALENDAR,FP
continuous_0036_S1_strategy2.npz,483-604,CALENDAR,-,FN
continuous_0036_S1_strategy2.npz,604-725,DAYS,-,FN
continuous_0037_S1_strategy2.npz,0-243,FOOD,FOOD,TP
continuous_0037_S1_strategy2.npz,243-366,DRINK,DRINK,TP
continuous_0037_S1_strategy2.npz,366-487,-,COLOR,FP
continuous_0037_S1_strategy2.npz,487-609,FAMILY,FAMILY,TP
continuous_0037_S1_strategy2.npz,609-732,CALENDAR,CALENDAR,TP
continuous_0037_S1_strategy2.npz,732-853,DAYS,DAYS,TP
continuous_0037_S1_strategy2.npz,120-241,SURVIVAL,-,FN
continuous_0037_S1_strategy2.npz,362-483,COLOR,-,FN
continuous_0038_S1_strategy2.npz,0-120,FAMILY,FAMILY,TP
continuous_0038_S1_strategy2.npz,120-243,-,SURVIVAL,FP
continuous_0038_S1_strategy2.npz,243-364,FOOD,COLOR,FP
continuous_0038_S1_strategy2.npz,364-730,GREETING,GREETING,TP
continuous_0038_S1_strategy2.npz,120-241,SURVIVAL,-,FN
continuous_0038_S1_strategy2.npz,483-604,CALENDAR,-,FN
continuous_0038_S1_strategy2.npz,604-724,DAYS,-,FN
continuous_0038_S1_strategy2.npz,241-362,FOOD,COLOR,FN
continuous_0039_S1_strategy2.npz,0-120,FOOD,FOOD,TP
continuous_0039_S1_strategy2.npz,120-243,GREETING,GREETING,TP
continuous_0039_S1_strategy2.npz,243-364,-,FOOD,FP
continuous_0039_S1_strategy2.npz,364-486,-,FOOD,FP
continuous_0039_S1_strategy2.npz,486-609,FOOD,FOOD,TP
continuous_0039_S1_strategy2.npz,609-852,COLOR,FOOD,FP
continuous_0039_S1_strategy2.npz,240-361,GREETING,-,FN
continuous_0039_S1_strategy2.npz,361-482,COLOR,-,FN
continuous_0039_S1_strategy2.npz,724-845,CALENDAR,-,FN
continuous_0039_S1_strategy2.npz,603-724,COLOR,FOOD,FN
continuous_0040_S1_strategy2.npz,0-426,COLOR,COLOR,TP
continuous_0040_S1_strategy2.npz,426-568,-,CALENDAR,FP
continuous_0040_S1_strategy2.npz,568-711,FAMILY,FAMILY,TP
continuous_0040_S1_strategy2.npz,711-853,FAMILY,FOOD,FP
continuous_0040_S1_strategy2.npz,120-241,CALENDAR,-,FN
continuous_0040_S1_strategy2.npz,241-362,DAYS,-,FN
continuous_0040_S1_strategy2.npz,362-483,COLOR,-,FN
continuous_0040_S1_strategy2.npz,725-846,COLOR,-,FN
continuous_0040_S1_strategy2.npz,604-725,FAMILY,FOOD,FN
continuous_0041_S1_strategy2.npz,0-121,CALENDAR,CALENDAR,TP
continuous_0041_S1_strategy2.npz,121-243,COLOR,FAMILY,FP
continuous_0041_S1_strategy2.npz,120-241,COLOR,FAMILY,FN
continuous_0042_S1_strategy2.npz,0-121,COLOR,COLOR,TP
continuous_0043_S2_strategy2.npz,105-426,-,GREETING,FP
continuous_0043_S2_strategy2.npz,426-639,DRINK,FOOD,FP
continuous_0043_S2_strategy2.npz,639-852,COLOR,CALENDAR,FP
continuous_0043_S2_strategy2.npz,0-120,GREETING,-,FN
continuous_0043_S2_strategy2.npz,120-241,NUMBER,-,FN
continuous_0043_S2_strategy2.npz,241-361,SURVIVAL,-,FN
continuous_0043_S2_strategy2.npz,361-482,CALENDAR,-,FN
continuous_0043_S2_strategy2.npz,724-845,RELATIONSHIPS,-,FN
continuous_0043_S2_strategy2.npz,482-603,DRINK,FOOD,FN
continuous_0043_S2_strategy2.npz,603-724,COLOR,CALENDAR,FN
continuous_0044_S2_strategy2.npz,0-145,DRINK,DRINK,TP
continuous_0044_S2_strategy2.npz,145-291,-,SURVIVAL,FP
continuous_0044_S2_strategy2.npz,291-438,-,FAMILY,FP
continuous_0044_S2_strategy2.npz,438-585,COLOR,COLOR,TP
continuous_0044_S2_strategy2.npz,585-732,GREETING,GREETING,TP
continuous_0044_S2_strategy2.npz,120-241,SURVIVAL,-,FN
continuous_0044_S2_strategy2.npz,241-362,FAMILY,-,FN
continuous_0044_S2_strategy2.npz,604-725,RELATIONSHIPS,-,FN
continuous_0045_S2_strategy2.npz,0-141,DRINK,DRINK,TP
continuous_0045_S2_strategy2.npz,141-283,GREETING,GREETING,TP
continuous_0045_S2_strategy2.npz,283-426,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0045_S2_strategy2.npz,426-711,NUMBER,NUMBER,TP
continuous_0045_S2_strategy2.npz,711-853,COLOR,CALENDAR,FP
continuous_0045_S2_strategy2.npz,483-604,CALENDAR,-,FN
continuous_0045_S2_strategy2.npz,725-846,SURVIVAL,-,FN
continuous_0045_S2_strategy2.npz,604-725,COLOR,CALENDAR,FN
continuous_0046_S2_strategy2.npz,90-183,-,GREETING,FP
continuous_0046_S2_strategy2.npz,183-273,SURVIVAL,SURVIVAL,TP
continuous_0046_S2_strategy2.npz,273-732,-,DAYS,FP
continuous_0046_S2_strategy2.npz,0-120,GREETING,-,FN
continuous_0046_S2_strategy2.npz,241-362,DAYS,-,FN
continuous_0046_S2_strategy2.npz,362-483,DRINK,-,FN
continuous_0046_S2_strategy2.npz,483-604,NUMBER,-,FN
continuous_0046_S2_strategy2.npz,604-725,COLOR,-,FN
continuous_0047_S2_strategy2.npz,0-121,FAMILY,FAMILY,TP
continuous_0047_S2_strategy2.npz,121-243,DRINK,DRINK,TP
continuous_0047_S2_strategy2.npz,243-366,-,COLOR,FP
continuous_0047_S2_strategy2.npz,366-487,-,COLOR,FP
continuous_0047_S2_strategy2.npz,487-609,-,NUMBER,FP
continuous_0047_S2_strategy2.npz,609-732,-,SURVIVAL,FP
continuous_0047_S2_strategy2.npz,732-853,-,GREETING,FP
continuous_0047_S2_strategy2.npz,241-362,COLOR,-,FN
continuous_0047_S2_strategy2.npz,362-483,NUMBER,-,FN
continuous_0047_S2_strategy2.npz,483-604,SURVIVAL,-,FN
continuous_0047_S2_strategy2.npz,604-725,GREETING,-,FN
continuous_0047_S2_strategy2.npz,725-846,RELATIONSHIPS,-,FN
continuous_0048_S2_strategy2.npz,0-121,SURVIVAL,SURVIVAL,TP
continuous_0048_S2_strategy2.npz,121-243,CALENDAR,CALENDAR,TP
continuous_0048_S2_strategy2.npz,243-366,DAYS,DAYS,TP
continuous_0048_S2_strategy2.npz,366-487,FAMILY,FAMILY,TP
continuous_0048_S2_strategy2.npz,487-609,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0048_S2_strategy2.npz,609-732,FOOD,FAMILY,FP
continuous_0048_S2_strategy2.npz,732-853,GREETING,FOOD,FP
continuous_0048_S2_strategy2.npz,604-725,FOOD,FAMILY,FN
continuous_0048_S2_strategy2.npz,725-846,GREETING,FOOD,FN
continuous_0049_S2_strategy2.npz,438-585,-,FOOD,FP
continuous_0049_S2_strategy2.npz,585-732,FAMILY,FAMILY,TP
continuous_0049_S2_strategy2.npz,0-120,CALENDAR,-,FN
continuous_0049_S2_strategy2.npz,120-241,NUMBER,-,FN
continuous_0049_S2_strategy2.npz,241-362,RELATIONSHIPS,-,FN
continuous_0049_S2_strategy2.npz,362-483,DAYS,-,FN
